"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
8791,3/31/2024 0:00:00,4129,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,86605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18567927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203618,203618,25942679,0,-203618,-203618,0,0,0,0,0,1673930,0,386608,386608,0,0,0,0,0,0,0,45344555,182990,182990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45344555,0,0,203618,0,0,0,69,4902884,121432,0,0,0,0,0,0,8,1595938,748000,6498822,869432,18,618226,0,0,0,0,0,0,0,10,461321,175000,1079547,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,7578369,1044432,0,40908166,40908166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8797,3/31/2024 0:00:00,4131,WISe,0,0,0,4170738,0,0,0,4170738,0,0,0,0,0,352206439,0,352206439,0,332731695,15304006,0,4170738,0,0,0,0,420000,460716674,430694121,26050870,3971683,0,112627433,110999342,1628091,154145280,0,154145280,719808,0,64565274,87774391,1085807,0,0,0,0,0,0,0,-420000,0,7590520,7590520,719898867,0,719898867,-6870712,0,430694121,90616144,202745416,2713898,54258199,0,54258199,9234400,42180008,1528259,1315532,0,0,0,0,1230554630,1230554630,106554813,332731695,445998127,90616144,244925424,8412895,1315532,0,0,0,0,618341107,66546339,222999063.5,67962108,244925424,12619342.5,3288830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,335000,0,0,0,0,335000,0,0,0,0,0,0,0,335000,0,0,0,0,335000,0,0,0,167500,0,0,0,167500,0,0,0,1230889630,618508607,1975,7590520,427,141686465,6269400,513,101054842,700000,307,126838544,0,204,90716822,0,0,0,0,460296673,6969400,566,45415376,4592995,0,0,0,0,0,0,763,67212056,5715345,112627432,10308340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2780,572924105,17277740,224071145,1111784007,1111784007,0,0,0,0,0,16,6419400,16,0,16,6419400,672,0,0,0,0,0,0,0,0,0,0,0,0,0,318809248,0,1458503
8801,3/31/2024 0:00:00,4134,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,262113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17572536,0,0,0,0,0,0,0,602064,0,0,0,0,0,0,0,0,127545,127545,21432008,0,-127545,-127545,0,0,0,0,0,1160349,0,260068,260068,0,0,0,0,0,0,0,31201950,132523,132523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31201950,0,0,127545,3,705296,0,0,0,0,0,0,0,5,764330,0,1,520000,0,1989626,0,23,1181823,21132,0,0,0,0,0,0,6,213504,0,1395327,21132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,3384953,21132,234595,28264181,28264181,0,0,0,3,705296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26544
8812,3/31/2024 0:00:00,4139,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,55012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28354526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62960,62960,39374476,0,-62960,-62960,0,0,0,0,0,3701537,0,495892,495892,0,0,0,0,0,0,0,58728925,432932,432932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58728925,0,0,62960,35,4010861,207029,167,7072048,720500,0,0,0,0,0,0,0,0,0,11082909,927529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,11082909,927529,372925,51272272,51272272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12864
8822,3/31/2024 0:00:00,4144,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,210043507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137303126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755035,755035,287995793,0,-755035,-755035,0,0,0,0,0,33849754,0,5552911,5552911,0,0,0,0,0,0,0,679034666,4797876,4797876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,679034666,0,0,755035,965,103106021,2977431,587,32776774,359875,0,0,0,0,0,0,210,4532923,533000,140415718,3870306,103,2474063,179900,0,0,0,0,0,0,358,8557922,417300,11031985,597200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2223,151447703,4467506,14566387,608885011,608885011,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1,12028489,177,0,0,0,0,0,0,34002726,0,281353
8825,3/31/2024 0:00:00,4147,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,242268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8210941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82930,82930,8626892,0,-82930,-82930,0,0,0,0,0,242259,0,188069,188069,0,0,0,0,0,0,0,19889227,105139,105139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19889227,0,0,82930,5,271412,0,4,86596,0,0,0,0,0,0,0,0,0,0,358008,0,2,140873,0,0,0,0,0,0,0,0,0,0,140873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,498881,0,0,16616835,16616835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8828,3/31/2024 0:00:00,4148,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,43966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13599900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45168,45168,21575099,0,-45168,-45168,0,0,0,0,0,880950,0,230516,230516,0,0,0,0,0,0,0,28801571,185348,185348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28801571,0,0,45168,23,3947929,0,9,979061,91000,0,0,0,0,0,0,1,68584,0,4995574,91000,37,2603772,0,10,421021,30000,0,0,0,0,0,0,3024793,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,8020367,121000,660219,22700081,24239930,1539849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6687
8831,3/31/2024 0:00:00,4150,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,16076378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9206523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155724,155724,13712928,0,-155724,-155724,0,0,0,0,0,969702,0,553735,553735,0,0,0,0,0,0,0,70755390,398011,398011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70755390,0,0,155724,0,0,0,76,3186551,134000,0,0,0,0,0,0,0,0,0,3186551,134000,36,1475578,141000,0,0,0,0,0,0,0,0,0,1475578,141000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,4662129,275000,434980,56978467,56978467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24164
8840,3/31/2024 0:00:00,4154,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,160323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8741121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170998,170998,8570123,0,-170998,-170998,0,0,0,0,0,2890473,0,179681,179681,0,0,0,0,0,0,0,18283876,8683,8683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18283876,0,0,170998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15761408,15761408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75200
8854,3/31/2024 0:00:00,4160,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,27207178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32544675,0,0,0,0,0,0,0,98352049,0,0,0,0,0,0,0,0,1417080,1417080,335855502,0,-1417080,-1417080,0,0,0,0,0,10112675,0,2907837,2907837,0,0,0,0,0,0,0,389285012,1490757,1490757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389285012,0,0,1417080,669,114795773,900750,343,23446646,0,215,31001761,327000,72,11540337,495000,0,0,0,180784517,1722750,33,2133078,345000,0,0,0,0,0,0,519,23458262,3280000,25591340,3625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1851,206375857,5347750,43247979,334661648,345549112,10887464,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,4590820,0,11290
8858,3/31/2024 0:00:00,4164,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,8128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548759,0,0,0,0,0,0,0,69829,0,0,0,0,0,0,0,0,32008,32008,4026997,0,-32008,-32008,0,0,0,0,0,333578,0,110319,110319,0,0,0,0,0,0,0,13871429,78311,78311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13871429,0,0,32008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1440417,0,0,0,0,0,0,0,0,0,0,1440417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1440417,0,0,11689050,11689050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15757
8881,3/31/2024 0:00:00,4177,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,193210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54073055,0,0,0,0,0,0,0,14050929,0,0,0,0,0,0,0,0,325734,325734,75856840,0,-325734,-325734,0,0,0,0,0,2426755,0,814738,814738,0,0,0,0,0,0,0,106177991,489004,489004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106177991,0,0,325734,55,5206631,85000,39,2756613,0,0,0,0,0,0,0,6,95346,223000,8058590,308000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8058590,308000,24962,92981855,92981855,0,0,0,0,0,1,185858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8684045,0,57421
8885,3/31/2024 0:00:00,4178,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,8479234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15450879,0,0,0,0,0,0,0,540325,0,0,0,0,0,0,0,0,146450,146450,23790044,0,-146450,-146450,0,0,0,0,0,2360819,0,352424,352424,0,0,0,0,0,0,0,44078108,205974,205974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44078108,0,0,146450,34,4896526,184786,34,1774367,0,0,0,0,0,0,0,13,454491,0,7125384,184786,6,268982,0,0,0,0,0,0,0,11,550924,0,819906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,7945290,184786,230359,40663411,40663411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25057
8890,3/31/2024 0:00:00,4181,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,8623456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13601203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26854,26854,13574349,0,-26854,-26854,0,0,0,0,0,689910,0,234781,234781,0,0,0,0,0,0,0,27871989,207927,207927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27871989,0,0,26854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23816086,23816086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8903,3/31/2024 0:00:00,4184,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,4046377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6104265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,607,6766401,0,-607,-607,0,0,0,0,0,390777,0,103463,103463,0,0,0,0,0,0,0,11375488,102856,102856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11375488,0,0,607,0,0,0,10,365567,16000,0,0,0,0,0,0,0,0,0,365567,16000,11,297176,25000,0,0,0,0,0,0,0,0,0,297176,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,662743,41000,172902,9804415,9804415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8905,3/31/2024 0:00:00,4186,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,53965702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146100109,0,0,0,0,0,0,0,1930623,0,0,0,0,0,0,0,0,4493238,4493238,161681918,0,-4493238,-4493238,0,0,0,0,0,33940554,0,2090524,2090524,0,0,0,0,0,0,0,297221309,-2402714,-2402714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297221309,0,0,4493238,43,4377941,207500,180,7049425,949920,0,0,0,0,0,0,51,4380126,490000,15807492,1647420,27,1057900,100000,0,0,0,0,0,0,33,1279032,251663,2336932,351663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334,18144424,1999083,0,236206361,236206361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18700000,0,2118942
8913,3/31/2024 0:00:00,4191,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4669397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54052,54052,4615345,0,-54052,-54052,0,0,0,0,0,187028,0,57830,57830,0,0,0,0,0,0,0,7232752,3778,3778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7232752,0,0,54052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5698080,5698080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8915,3/31/2024 0:00:00,4193,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,178808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10688717,0,0,0,0,0,0,0,7221398,0,0,0,0,0,0,0,0,158236,158236,97155542,0,-158236,-158236,0,0,0,0,0,6383934,0,773199,773199,0,0,0,0,0,0,0,111196603,614963,614963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111196603,0,0,158236,47,17089142,0,24,2941159,0,0,0,0,140,31605675,585000,0,0,0,51635976,585000,1,48221,0,0,0,0,0,0,0,188,27719466,2617000,27767687,2617000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400,79403663,3202000,59325141,94474948,101135725,6660777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8920,3/31/2024 0:00:00,4197,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,3567784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4214956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24085,24085,4271898,0,-24085,-24085,0,0,0,0,0,131408,0,71680,71680,0,0,0,0,0,0,0,8059764,47595,47595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8059764,0,0,24085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81027,0,0,0,0,81027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,81027,0,0,7116769,7266769,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8921,3/31/2024 0:00:00,4198,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,60546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28866964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70066,70066,31023475,0,-70066,-70066,0,0,0,0,0,1094384,0,352827,352827,0,0,0,0,0,0,0,43433096,282761,282761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43433096,0,0,70066,0,0,0,0,0,0,34,2226577,0,0,0,0,0,0,0,2226577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2226577,0,2226577,35694851,35694851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8922,3/31/2024 0:00:00,4199,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,126001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10226639,0,0,0,0,0,0,0,361695,0,0,0,0,0,0,0,0,165154,165154,16640201,0,-165154,-165154,0,0,0,0,0,1853225,0,255594,255594,0,0,0,0,0,0,0,27868841,90440,90440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27868841,0,0,165154,20,3696957,0,38,1917831,155000,0,0,0,0,0,0,0,0,0,5614788,155000,8,602233,0,0,0,0,0,0,0,0,0,0,602233,0,3,92511,0,0,0,0,0,0,0,0,0,0,92511,0,69,6309532,155000,0,24451836,24451836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8925,3/31/2024 0:00:00,4201,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,21566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21142716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313547,313547,24993488,0,-313547,-313547,0,0,0,0,0,1131589,0,294157,294157,0,0,0,0,0,0,0,38749286,-19390,-19390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38749286,0,0,313547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,4164319,200000,0,0,0,4164319,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,4164319,200000,75797,31586703,31586703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30790
