"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
1,3/31/2024 0:00:00,2,0,0,39119,0,1,0,30223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7500,0,0,0,7500,0,0,0,0,0,9859933,0,0,0,0,0,0,0,0,03/01/2023,7500,11187397,0,0,0,0,0,0,0,0,0,0,0,11931,0,0,0,0,0,0,0,0,0,0
6,3/31/2024 0:00:00,7,0,0,4301286,0,1,0,3132468,0,0,0,0,0,0,0,0,0,0,0,0,5800381,18751062,6467000,2025184,0,33043627,0,0,0,0,0,0,0,-2573281,0,589721,0,0,1380,591101,0,0,0,0,66025,254787898,0,0,0,0,0,0,0,0,01/01/2023,0,275381898,0,0,0,0,0,0,0,0,0,0,0,420808,0,0,0,0,0,136,1973327,0,0,0
12,3/31/2024 0:00:00,11,0,883170,175042,55352,1,0,857990,0,0,325000,0,0,325000,0,0,0,0,0,0,0,0,0,0,0,0,1498341,4176868,235491,0,0,5910701,0,0,0,157338,0,0,0,157338,0,0,0,0,0,57007688,0,0,0,0,0,0,0,0,04/01/2023,0,61526262,0,0,0,0,0,0,0,0,0,0,0,279093,0,0,0,0,0,0,0,0,0,0
13,3/31/2024 0:00:00,12,0,86499882,3004566,2344480,1,0,3301896,0,0,0,0,0,0,0,0,0,0,0,0,0,328381,0,0,0,328381,0,0,0,0,0,0,0,-26347,0,653517,0,0,0,653517,0,0,0,0,0,973006993,0,0,0,0,0,0,0,0,01/01/2023,2278236,1059610146,0,0,0,0,0,0,0,0,0,0,0,1600876,0,0,0,0,0,0,0,0,0,0
16,3/31/2024 0:00:00,14,0,0,98410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8382209,0,0,0,0,0,0,0,0,,0,9656630,0,0,0,0,0,0,0,0,0,0,0,7484,0,0,0,0,0,0,0,0,0,0
19,3/31/2024 0:00:00,16,0,0,30,0,1,0,32698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4965000,3305000,0,0,0,8270000,0,0,0,0,0,0,0,0,0,0,0,0,0,7409364,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,10351728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3/31/2024 0:00:00,17,0,21815461,766485,32208,1,0,1477727,2361394,0,0,0,0,2361394,0,0,0,0,0,0,2460978,1291075,6765232,1723973,0,12241258,0,0,0,0,0,0,0,-1886530,0,0,0,0,0,0,0,0,0,0,0,276231367,0,0,0,0,0,0,0,0,12/01/2023,564939,324570476,0,0,0,0,0,0,0,0,0,0,0,336850,0,92259,26,0,0,0,0,0,0,0
26,3/31/2024 0:00:00,19,0,0,304406,0,1,0,70049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19113332,0,0,0,0,0,0,0,0,01/01/2023,53172,21246900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3/31/2024 0:00:00,21,0,12454052,6902140,0,1,0,12384610,0,0,0,0,0,0,0,0,0,0,0,0,0,1345974,12088414,40965087,5885618,60285092,0,0,0,0,0,0,0,-14892415,0,4217487,0,0,0,4217487,0,0,0,0,0,1216956712,7,245617,47052,0,0,0,4,43991,07/01/2023,5646897,1320344928,0,0,0,0,0,0,0,0,0,0,0,1738960,0,0,0,0,0,1,500000,0,0,0
42,3/31/2024 0:00:00,29,0,0,1394880,0,1,0,506267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2100000,5700000,900000,0,0,8700000,0,0,0,0,0,0,0,0,0,0,0,0,0,129575412,0,0,0,0,0,0,0,0,10/01/2023,100174,144888571,0,0,0,0,0,0,0,0,0,0,0,91443,0,0,0,0,0,0,0,0,0,0
47,3/31/2024 0:00:00,30,0,0,265189,0,1,0,90330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,250000,0,0,0,5000,0,0,0,5000,0,0,0,0,0,50042950,0,0,0,0,0,0,0,0,02/01/2023,0,56664070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3/31/2024 0:00:00,31,0,0,571475,0,1,0,260062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3998000,8243000,0,0,0,12241000,0,0,0,21665,0,0,-1284,20381,0,0,0,0,286,52890704,0,0,0,0,0,0,0,0,Fiscal Year 2022,166396,65236133,0,0,0,0,0,0,0,0,0,0,0,108551,0,0,0,0,0,0,0,0,0,0
51,3/31/2024 0:00:00,32,0,719259061,30216550,56806504,1,0,63973112,55905,0,0,941630,7226457,8223991,0,0,0,0,0,0,64331250,17817252,123811530,555806419,97771584,859538035,278778990,39775307,50087007,66666708,0,435308012,0,-192138248,0,1431584,-691,0,165175,1596068,0,0,0,0,604210,8593980232,4,102242,102242,0,0,0,4,102242,01/01/2023,23240646,9204254771,0,0,0,0,0,0,0,0,0,0,0,15718765,0,96811,0,0,0,0,0,0,0,-6501
53,3/31/2024 0:00:00,33,0,0,700090,0,1,0,303109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,1500000,1000000,0,0,5000000,0,0,0,34650,0,0,0,34650,0,0,0,0,0,61365334,0,0,0,0,0,0,0,0,01/01/2023,0,66199473,0,0,0,0,0,0,0,0,0,0,0,62512,0,0,0,0,0,0,0,0,0,0
60,3/31/2024 0:00:00,35,0,55922626,1469755,1706999,1,0,2772438,0,0,0,0,0,0,0,0,0,0,0,0,23052565,14034443,29298107,9465499,0,75850614,0,0,0,0,0,0,0,-6961431,0,454400,0,0,0,454400,0,0,0,0,0,434043942,0,0,0,0,0,0,0,0,04/01/2023,663863,473417334,0,0,0,0,0,0,0,0,0,0,0,944275,0,0,0,0,0,26,235528,0,0,0
77,3/31/2024 0:00:00,41,0,8998691,1731733,0,1,0,642995,0,0,0,0,0,0,0,0,0,0,0,0,1081726,4861171,23035679,6665348,0,35643924,0,0,0,0,0,0,0,-4194281,0,140260,0,0,0,140260,0,0,0,0,0,202602298,0,0,0,0,0,0,0,0,07/01/2023,-250000,214640898,0,0,0,0,0,0,0,0,0,0,0,41773,0,0,0,0,0,0,0,0,0,0
79,3/31/2024 0:00:00,43,0,56936583,5062618,193825,1,0,3547581,0,0,0,0,0,0,0,0,0,0,0,0,16106127,33130245,32758313,40057541,3957076,126009302,0,0,0,0,0,0,0,-15249057,0,580000,0,0,0,580000,0,0,0,0,177,823961722,0,0,0,0,0,0,0,0,01/01/2023,1317646,894215215,0,0,0,0,0,0,0,0,0,0,0,1311845,0,0,0,0,0,0,0,0,0,0
82,3/31/2024 0:00:00,46,0,41812437,864341,0,1,0,1637186,0,0,0,0,0,0,0,0,0,0,0,0,5121242,987898,0,0,0,6109139,0,0,0,0,0,0,0,-84719,0,300000,0,0,0,300000,0,0,0,0,0,263427092,0,0,0,0,0,0,0,0,01/01/2023,365808,298348501,0,0,0,0,0,0,0,0,0,0,0,292938,0,0,0,0,0,2,1500000,0,0,0
90,3/31/2024 0:00:00,49,0,0,0,0,1,0,84666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3172095,0,0,0,0,0,0,0,0,03/01/2023,58827,8271932,0,0,0,0,0,0,0,0,0,0,0,2228,0,0,0,0,0,0,0,0,0,0
98,3/31/2024 0:00:00,54,0,0,200,0,1,0,13608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4910000,1730000,0,0,0,6640000,0,0,0,2323,0,0,0,2323,0,0,0,0,0,10690036,0,0,0,0,0,0,0,0,03/01/2023,0,12687659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3/31/2024 0:00:00,57,0,0,704513,0,1,0,149809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,489742,4637894,0,0,5127635,0,0,0,32216,0,0,0,32216,0,0,0,0,0,64283087,0,0,0,0,0,0,0,0,01/01/2023,-22915,76127679,0,0,0,0,0,0,0,0,0,0,0,87850,0,0,0,25,565099,0,0,0,0,0
108,3/31/2024 0:00:00,58,0,0,701990,0,1,0,229766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,1400000,0,0,0,7460,0,0,0,7460,0,0,0,0,0,36846773,0,0,0,0,0,0,0,0,03/01/2023,0,45324728,0,0,0,0,0,0,0,0,0,0,0,24053,0,0,0,0,0,0,0,0,0,0
110,3/31/2024 0:00:00,59,0,0,34303,0,1,0,56560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34677429,0,0,0,0,0,0,0,0,04/01/2023,0,39920415,0,0,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,0,0
119,3/31/2024 0:00:00,62,0,191379,299635,0,1,0,56875,0,0,0,0,0,0,0,0,0,0,0,0,3705117,19870940,23987877,21928166,6080746,75572847,0,0,0,0,0,0,0,-10240703,0,0,0,0,0,0,0,0,0,0,0,87702469,0,0,0,0,0,0,0,0,01/01/2023,0,96797615,0,0,0,0,0,0,0,0,0,0,0,12101,0,0,-27,0,0,0,0,0,0,0
120,3/31/2024 0:00:00,63,0,0,521603,0,1,0,327163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23099000,32876000,498000,0,0,56473000,0,0,0,47062,0,0,0,47062,0,0,0,0,0,110994043,0,0,0,0,0,0,0,0,01/01/2023,4328,120938525,0,0,0,0,0,0,0,0,0,0,0,29138,0,0,0,0,0,0,0,0,0,0
132,3/31/2024 0:00:00,69,0,0,1509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902780,0,0,0,0,0,0,0,0,,0,1063019,0,0,0,0,0,0,0,0,0,0,0,3500,0,0,0,0,0,0,0,0,0,0
135,3/31/2024 0:00:00,70,0,0,745579,0,1,0,316480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992614,996286,1498065,3486966,0,0,0,0,0,0,0,-13034,0,23351,0,0,0,23351,0,0,0,0,0,77368533,0,0,0,0,0,0,0,0,01/01/2023,5588,86478529,0,0,0,0,0,0,0,0,0,0,0,102173,0,0,0,0,0,0,0,0,0,0
138,3/31/2024 0:00:00,72,0,0,517061,0,1,0,59092,0,0,0,0,0,0,0,0,0,0,0,0,5080158,5378658,245204,0,0,10704020,0,0,0,0,0,0,0,-311980,0,0,0,0,0,0,0,0,0,0,0,39894980,0,0,0,0,0,0,0,0,03/01/2023,0,43355425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2055037,12,324228,0,0,0
146,3/31/2024 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4948534,0,0,0,0,0,0,0,0,,0,5424647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,3/31/2024 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387815,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1533582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,3/31/2024 0:00:00,77,0,15272497,7492195,0,1,0,3276368,0,0,0,0,0,0,0,0,0,0,0,0,28887198,8331667,30150629,11319793,698107,79387395,3450020,0,0,167990,0,3618009,0,-6910347,0,669562,0,0,0,669562,0,0,0,0,0,404619435,0,0,0,0,0,0,0,0,07/01/2023,490762,438252730,0,0,0,0,0,0,0,0,0,0,0,461242,0,0,66473,0,0,0,0,0,0,0
151,3/31/2024 0:00:00,78,0,68309857,2548307,0,1,0,9127222,0,0,0,0,0,0,0,0,0,0,0,0,23898605,486340,27604500,36253346,21465365,109708156,0,0,0,0,0,0,0,-20248468,0,1413356,0,0,0,1413356,0,0,0,0,0,898339603,0,0,0,0,0,0,0,0,01/01/2023,3232555,1001732560,0,0,0,0,0,0,0,0,0,0,0,1218812,0,0,0,0,0,0,0,0,0,0
153,3/31/2024 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328505,0,0,0,0,0,0,0,0,,0,418599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,3/31/2024 0:00:00,83,0,77356900,11273935,0,1,0,20278314,0,0,0,0,22020769,22020769,0,0,0,0,0,0,61813635,48585925,82666024,97503683,45427407,335996675,0,0,0,0,0,0,0,-43649423,0,3504591,0,0,0,3504591,0,0,0,0,0,2154525755,0,0,0,0,0,0,0,0,01/01/2023,8713806,2408741315,0,0,0,0,0,0,0,0,0,0,0,5291489,0,638665,-1045768,198,1132873,1,1661796,0,0,0
162,3/31/2024 0:00:00,85,0,20968466,640976,0,1,0,762632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,9700000,900000,600000,8200000,19650000,0,0,0,88000,0,0,0,88000,0,0,0,0,0,164006834,0,0,0,0,0,0,0,0,01/01/2023,122000,180434968,0,0,0,0,0,0,0,0,0,0,0,162550,0,0,0,0,0,0,0,0,0,0
167,3/31/2024 0:00:00,87,0,0,7404253,3051968,1,0,1679465,0,0,0,0,0,0,0,0,0,0,0,0,22038169,28549474,2770660,0,0,53358303,0,0,166672,0,0,166672,0,-2651988,0,68389,0,0,-13009,55380,0,0,0,0,40000,576244674,0,0,0,0,0,0,0,0,01/01/2023,351796,635542465,0,0,0,0,0,0,0,0,0,0,0,919233,0,0,0,0,0,0,0,0,0,0
168,3/31/2024 0:00:00,88,0,0,429502,0,1,0,69532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,494556,0,744556,0,0,0,0,0,0,0,0,0,0,0,0,0,35611885,0,0,0,0,0,0,0,0,10/01/2023,0,38852930,0,0,0,0,0,0,0,0,0,0,0,40071,0,0,0,0,0,0,0,0,0,0
169,3/31/2024 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1079802,0,0,0,0,0,0,0,0,,0,1783054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,3/31/2024 0:00:00,91,0,15,5193458,0,1,0,6824988,0,0,0,0,0,0,0,0,0,0,0,0,3978614,4354086,2546211,2304042,0,13182953,2072116,3929049,4721396,640707,0,11363267,0,-765567,0,1338496,0,0,79425,1417921,0,0,0,0,79425,356984263,0,0,0,0,0,0,0,0,01/01/2023,2526457,410920745,0,0,0,0,0,0,0,0,0,0,0,929359,0,0,0,0,0,0,0,0,0,0
176,3/31/2024 0:00:00,92,0,184000875,10551741,2117242,1,0,3816228,0,0,0,0,0,0,0,0,0,0,0,0,128667803,279010203,62194727,40934900,0,510807633,0,0,0,0,0,0,0,-43136957,0,143266,0,0,-1062,142204,0,0,0,0,3671,1425912118,0,0,0,29,91451,88449,0,0,04/01/2023,360098,1641368965,0,0,0,0,0,0,0,0,0,0,0,2787640,0,0,0,0,0,0,0,0,0,0
187,3/31/2024 0:00:00,100,0,0,256916,0,1,0,417064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248000,744000,248000,0,0,1240000,0,0,0,47361,0,0,0,47361,0,0,0,0,0,25327024,0,0,0,0,0,0,0,0,01/01/2023,296736,29413079,0,0,0,0,0,0,0,0,0,0,0,29402,0,0,0,0,0,0,0,0,0,0
195,3/31/2024 0:00:00,104,0,0,168348,0,1,0,75683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61955,0,0,0,61955,0,0,0,0,0,16196215,0,0,0,0,0,0,0,0,01/01/2023,1069,17705161,0,0,0,0,0,0,0,0,0,0,0,5640,0,0,0,0,0,0,0,0,0,0
196,3/31/2024 0:00:00,105,0,4476025,36722420,11193706,1,0,28821256,0,0,0,0,0,0,0,0,0,0,0,0,48203306,31682049,76415185,17649563,23228474,197178576,0,0,0,0,0,0,0,-26707450,0,5749999,0,0,0,5749999,0,0,0,0,0,2722974519,2,17960,8980,0,0,0,0,0,01/01/2023,19699299,2975966057,0,0,0,0,0,0,0,0,0,0,0,6837666,0,0,0,0,0,0,0,0,0,0
198,3/31/2024 0:00:00,107,0,0,89322,0,1,0,23532,3230796,0,0,0,0,3230796,0,0,0,0,0,0,0,0,0,0,0,0,5000000,4500000,0,0,0,9500000,0,0,0,-4550,0,0,0,-4550,0,0,0,0,0,39962924,0,0,0,0,0,0,0,0,01/01/2023,0,53577265,0,0,0,0,0,0,0,0,0,0,0,2613,0,-45177,0,0,0,0,0,0,0,0
199,3/31/2024 0:00:00,108,0,8892102,3533306,547347,1,0,697969,0,0,0,0,0,0,0,0,0,0,0,0,1029147,7605890,3759786,23121386,5734644,41250853,0,0,0,0,0,0,0,-7287388,0,137523,0,0,0,137523,0,0,0,0,0,187662628,0,0,0,0,0,0,0,0,01/01/2023,69660,212080434,0,0,0,0,0,0,0,0,0,0,0,376379,0,0,0,0,0,0,0,0,0,0
200,3/31/2024 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7181532,0,0,0,0,0,0,0,0,,0,9858973,0,0,0,0,0,0,0,0,0,0,0,2098,0,0,0,0,0,0,0,0,0,0
205,3/31/2024 0:00:00,112,0,6268507,2081442,0,1,0,823125,0,0,0,0,0,0,0,0,0,0,0,0,2283161,15650523,15269416,18498843,0,51701942,0,0,0,0,0,0,0,-3248713,0,41000,0,0,0,41000,0,0,0,0,0,236272862,0,0,0,0,0,0,0,0,01/01/2023,425000,278955077,0,0,0,0,0,0,0,0,0,0,0,84706,0,0,0,0,0,0,0,0,0,0
216,3/31/2024 0:00:00,116,0,3533077,485286,0,1,0,24749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10466962,8624102,0,0,0,19091067,0,0,0,15186,0,0,-181,15005,0,0,0,0,15,73451249,0,0,0,0,0,0,0,0,01/01/2023,77450,79954399,0,0,0,0,0,0,0,0,0,0,0,157839,0,0,0,0,0,0,0,0,0,0
220,3/31/2024 0:00:00,117,0,6479468,154539,0,1,0,125396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1457114,1988645,0,0,0,3445759,0,0,0,0,0,0,0,0,0,0,0,0,0,31840894,0,0,0,0,0,0,0,0,01/01/2023,101683,39536669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,3/31/2024 0:00:00,119,0,0,4151037,257198,1,0,1639472,0,0,0,0,0,0,0,0,0,0,0,0,899458,369388,354957,16255,0,1640058,2478000,250000,0,0,0,2728000,0,-69060,0,710756,0,0,0,710756,0,0,0,0,0,127129326,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,158854847,0,0,0,0,0,0,0,0,0,0,0,412626,0,0,0,0,0,0,0,0,0,0
227,3/31/2024 0:00:00,121,0,582750957,13715599,356483548,1,0,670103490,0,0,0,0,0,0,0,0,0,0,0,0,1019666096,271672852,529429381,1391508409,0,3212276738,0,0,0,0,0,0,0,-226180260,0,94759165,0,0,1958914,96718079,0,0,0,0,13048776,31495918178,0,0,0,2133,957209728,236580578,0,0,01/01/2023,601794136,34822150142,0,0,0,0,0,0,0,0,0,0,0,24329677,0,0,2,0,0,0,0,0,0,0
233,3/31/2024 0:00:00,124,0,15108055,1402985,0,1,0,645849,0,0,0,0,0,0,0,0,0,0,0,0,1683866,4440735,2979835,6116650,144122,15365208,0,0,0,0,0,0,0,-1820824,0,71680,0,0,0,71680,0,0,0,0,0,198133214,0,0,0,0,0,0,0,0,01/01/2023,424197,215342856,0,0,0,0,0,0,0,0,0,0,0,209694,0,0,0,0,0,0,0,0,0,0
234,3/31/2024 0:00:00,125,0,0,131088,0,1,0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10493000,13742000,3749000,0,0,27984000,0,0,0,3987,0,0,0,3987,0,0,0,0,0,65571102,0,0,0,0,0,0,0,0,03/01/2023,0,82295847,0,0,0,0,0,0,0,0,0,0,0,50156,0,0,0,0,0,0,0,0,0,0
240,3/31/2024 0:00:00,128,0,0,241857,0,1,0,123745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1238290,2667950,876408,0,4782648,0,0,0,-15328,0,0,0,-15328,0,0,0,0,0,64682360,0,0,0,0,0,0,0,0,01/01/2023,-242928,80703928,0,0,0,0,0,0,0,0,0,0,0,75439,0,0,0,0,0,0,0,0,0,0
242,3/31/2024 0:00:00,129,0,0,1548695,302054,1,0,710446,0,0,0,0,0,0,0,0,0,0,0,0,6058024,13444609,228988,515617,0,20247238,0,0,0,0,0,0,0,-1180205,0,223856,0,0,0,223856,0,0,0,0,0,114127583,0,0,0,0,0,0,0,0,01/01/2023,579051,135191161,0,0,0,0,0,0,0,0,0,0,0,9120,0,0,0,0,0,0,0,0,0,0
256,3/31/2024 0:00:00,136,0,23680855,1652176,540865,1,0,995902,0,0,0,0,0,0,0,0,0,0,0,0,36262267,3602150,20527570,16608695,1482550,78483232,0,0,0,0,0,0,0,-6270798,0,246459,0,0,0,246459,0,0,0,0,0,263851636,0,0,0,0,0,0,0,0,Fiscal Year 2022,143696,288587043,0,0,0,0,0,0,0,0,0,0,0,209301,0,0,0,0,0,0,0,0,0,0
258,3/31/2024 0:00:00,137,0,18406742,1349045,0,1,0,816692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18822956,41147841,19670875,17035307,3656210,100333190,0,0,0,203274,0,0,0,203274,0,0,0,0,0,288886311,0,0,0,0,0,0,0,0,07/01/2023,141523,337789762,0,0,0,0,0,0,0,0,0,0,0,604722,0,0,0,0,0,0,0,0,0,0
262,3/31/2024 0:00:00,139,0,0,494685,0,1,0,106392,0,0,0,0,0,0,0,0,0,0,0,0,4769906,9417489,9416106,2829681,0,26433182,0,0,0,0,0,0,0,-2195540,0,26756,0,0,0,26756,0,0,0,0,0,73072147,0,0,0,0,0,0,0,0,05/01/2023,113251,76606931,0,0,0,0,0,0,0,0,0,0,0,105722,0,0,0,0,0,0,0,0,0,0
266,3/31/2024 0:00:00,143,0,1509444,1522566,0,1,0,2003408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38092392,27844395,9235553,5367959,0,80540299,0,0,0,-329039,0,0,0,-329039,0,0,0,0,0,274255536,0,0,0,0,0,0,0,0,03/01/2023,1349187,325683352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,3/31/2024 0:00:00,149,0,0,1952317,725326,1,0,263315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33027,0,0,0,33027,0,0,0,0,0,152753307,0,0,0,0,0,0,0,0,03/01/2023,116033,180278606,0,0,0,0,0,0,0,0,0,0,0,29598,0,0,0,0,0,0,0,0,0,0
277,3/31/2024 0:00:00,152,0,1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141842,288320,677930,506000,74090,1688182,0,0,0,0,0,0,0,-201925,0,0,0,0,0,0,0,0,0,0,0,1437981,0,0,0,0,0,0,0,0,,0,2364991,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
287,3/31/2024 0:00:00,154,0,618616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875000,0,0,0,0,875000,0,0,0,0,0,0,0,0,0,0,0,0,0,11726441,0,0,0,0,0,0,0,0,,0,13295173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,3/31/2024 0:00:00,155,0,0,100251,0,1,0,11007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12767236,0,0,0,0,0,0,0,0,01/01/2023,0,14229849,0,0,0,0,0,0,0,0,0,0,0,21452,0,0,44985,0,0,0,0,0,0,0
294,3/31/2024 0:00:00,160,0,-371357,4327222,858529,1,0,2030814,0,0,0,0,0,0,0,0,0,0,0,0,3416326,5554668,5947987,13606918,0,28525899,0,0,0,0,0,0,0,-4667192,0,636030,0,0,0,636030,0,0,0,0,0,413839370,0,0,0,0,0,0,0,0,01/01/2023,0,446373775,0,0,0,0,0,0,0,0,0,0,0,1093127,0,0,0,0,0,0,0,0,0,0
303,3/31/2024 0:00:00,166,0,0,919211,0,1,0,732177,0,0,0,0,0,0,0,0,0,0,0,0,4912137,11620010,9788855,1695654,0,28016656,2484000,248000,250000,0,0,2982000,0,-2532474,0,0,0,0,0,0,0,0,0,0,0,111848450,0,0,0,0,0,0,0,0,10/01/2023,640449,118191733,0,0,0,0,0,0,0,0,0,0,0,87646,0,0,0,0,0,0,0,0,0,0
306,3/31/2024 0:00:00,168,0,0,1063265,0,1,0,558731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5450919,5341692,20100406,0,0,30893017,0,0,0,52434,0,0,0,52434,0,0,0,0,0,102144292,0,0,0,0,0,0,0,0,01/01/2023,516153,112494107,0,0,0,0,0,0,0,0,0,0,0,274320,0,0,0,0,0,0,0,0,0,0
