"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
47,3/31/2024 0:00:00,30,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,250000,0,0,0,0,0,0,250000,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4071000,16499000,4168000,0,0,24738000,0,0,0,250000,0,0,0,0,0,0,4071000,16499000,4418000,0,0,24988000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6621120,90330,0,0,90330,0,0,0,478676,6232774,0,6232774,0,0,0,0,0,0,0,0,0,0,0,0,0
48,3/31/2024 0:00:00,31,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10250000,9705660,0,0,0,0,0,0,10250000,9705660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991000,1884349,0,0,0,0,0,0,12241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7750000,7178000,0,0,0,14928000,0,0,0,12241000,0,0,0,0,155000,155000,11748000,15421000,0,0,155000,27324000,0,0,0,0,0,0,0,0,21846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13325958,260348,0,0,260348,0,0,0,514003,13072303,0,13072303,0,0,0,0,0,0,0,0,0,0,0,0,0
51,3/31/2024 0:00:00,32,WISe,0,0,0,19069814,0,0,0,0,0,0,0,0,0,0,11966934,0,0,1832578349,0,224153148,0,0,750000000,873645260,0,0,0,0,951659848,154401817,152053150,60094488,59446000,12686232,12384040,0,0,268219963,251267746,978698757,787677615,280906195,263651786,978698757,787677615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6546584,6193083,0,0,0,0,0,0,1388899,1336087,0,0,7935483,7529170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4954056,4885250,0,0,0,0,435308012,1051682784,859538035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7226456,997535,0,8223991,8223991,0,0,0,0,0,0,8223992,0,859538035,435308012,0,15327502,0,0,396162,15723664,343166145,72920061,173898537,623414757,105394203,1318793703,0,0,0,0,0,43457708,0,0,4124453,0,1665,0,0,0,0,0,5000000,13350000,0,0,0,0,0,0,786841555,64577322,0,0,64577322,0,0,0,210847931,640570946,0,640570946,0,815075114,750247498,8021112,56806504,0,1303070038,582792678,707168119,0,4885250,8223991,0
53,3/31/2024 0:00:00,33,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,4910910,0,0,0,0,0,0,5000000,4910910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8938000,2231000,0,0,0,11169000,0,0,0,5000000,0,80000,0,0,0,80000,11438000,3811000,1000000,0,0,16249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5570339,303109,0,0,303109,0,0,0,589338,5284110,0,5284110,0,0,0,0,0,0,0,0,0,0,0,0,0
60,3/31/2024 0:00:00,35,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31484169,0,55556195,0,0,20247000,38000000,0,0,0,0,20247000,0,0,29564705,28664865,0,0,8500000,7845015,0,0,44747339,39340734,0,0,53247339,47185749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82812044,75850614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10093000,4475000,0,0,0,14568000,0,0,75850614,0,0,3452800,0,0,955716,4408516,33145565,21962243,29298107,9465499,955716,94827130,0,0,0,0,0,0,0,0,0,0,0,0,87943,85941,0,0,147585,0,0,0,0,0,0,0,50561671,2772438,0,0,2772438,0,0,0,3717530,49616579,0,49616579,0,0,0,0,0,0,0,0,0,0,0,0,0
77,3/31/2024 0:00:00,41,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14430972,0,14430972,0,0,0,0,0,0,0,0,0,0,0,3022945,2863080,0,0,1685462,1636273,0,0,31401934,28140233,0,0,33087396,29776506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537269,282728,0,0,0,0,0,0,0,0,0,0,537269,282728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3190596,2721610,0,0,0,0,0,0,0,0,0,39838206,35643924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35643924,0,1400763,0,0,0,0,1400763,2482489,4861171,23035679,6665348,0,37044687,0,0,0,0,0,0,0,0,3791530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16401193,642995,0,0,642995,0,0,0,1925822,15118366,0,15118366,0,0,0,0,0,0,0,0,0,0,0,0,0
79,3/31/2024 0:00:00,43,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255699074,0,0,0,0,18000000,18094856,0,0,0,0,18000000,0,0,16044438,14824063,0,0,46958729,42173190,0,0,58855850,52214883,0,0,105814579,94388073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18419342,15888302,0,0,980000,908864,0,0,0,0,0,141258359,126009302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126009302,0,0,342000,0,0,0,342000,16106127,33472245,32758313,40057541,3957076,126351302,0,0,0,0,1007778,11457590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84619728,3547758,0,0,3547758,0,0,0,6869302,81298184,0,81298184,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3/31/2024 0:00:00,46,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13202776,0,13202776,0,0,0,1442658,0,8167555,0,0,0,0,0,0,0,0,0,6000000,5917437,0,0,193858,191702,0,0,6193858,6109139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6193858,6109139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3185000,735000,0,0,0,3920000,0,0,6109140,0,0,0,1338500,0,0,1338500,8306242,1722898,1338500,0,0,11367640,0,0,0,0,0,0,0,0,22934,0,458014,0,0,0,0,0,0,0,0,0,0,0,0,0,34761037,1637186,0,0,1637186,0,0,0,2440329,33957894,0,33957894,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3/31/2024 0:00:00,49,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1696000,1399000,247000,0,0,3342000,0,0,0,0,63907,60272,0,0,0,124179,1759907,1459272,247000,0,0,3466179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5060423,84666,0,0,84666,0,0,0,46158,5098931,0,5098931,0,0,0,0,0,0,0,0,0,0,0,0,0
98,3/31/2024 0:00:00,54,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6640000,6640000,0,0,6640000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6640000,0,0,0,0,15800,15800,4910000,1730000,0,0,15800,6655800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997623,13608,0,0,13608,0,0,0,121389,1889842,0,1889842,0,0,0,0,0,0,0,0,0,0,0,0,0
107,3/31/2024 0:00:00,57,WISe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3681875,3800000,0,0,1445760,1500000,0,0,0,0,0,0,1445760,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5127635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7559000,15104000,13805000,0,0,36468000,0,0,0,5127636,0,239307,0,0,0,239307,7559000,15833049,18442894,0,0,41834943,0,0,0,0,0,0,0,0,761544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11844592,149809,0,0,149809,0,0,0,637377,11357024,0,11357024,0,0,0,0,0,0,0,0,0,0,0,0,0
