"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
47,3/31/2024 0:00:00,30,WISe,24738000,0,29942239,250000,0,0,0,0,0,0,0,302701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5195,0,0,0,0,0,0,0,0,0,0,5201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10396,0,0,5130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252120,0,0,0,0,0,0,0,0,0,0,0
48,3/31/2024 0:00:00,31,WISe,14928000,0,22283334,12241000,0,155000,0,0,0,0,0,6754596,0,34480,3703,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11996,0,0,39547,7738,69802,9844,0,87384,20,4572,60072,0,0,0,0,0,0,0,0,0,0,58529,0,0,58529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84378,0,0,193088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465624,0,0,0,0,0,0,0,0,0,0,0
51,3/31/2024 0:00:00,32,WISe,0,0,815075114,1303070038,15327502,15723664,7132526,229710,0,0,30331752,293517241,500831239,2357612,650577,49676,13169,36484,0,21914,4153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43199,0,300,0,0,0,0,1245338,0,241679,2504512,730819,1454228,376459,9830,2571336,502,1385190,336465,0,2736074,243015,4322336,249555,39074,4853980,41,29966983,3872433,3756289,1768154,2864910,12261786,98,2875875,451146,376211,217417,833453,1878227,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004115,0,0,0,1004115,1,6169328,0,0,0,195192,195192,2,0,0,0,0,0,0,0,1542207,26572,0,0,26572,2,874,0,1216516,0,0,1216516,2,0,0,0,0,0,0,0,9510200,453386,0,22523000,221763,0,0,0,0,0,0,0,0,0,0,0,111753155,446285,0,0,0,0,30361,675364989,0,0,0,0,1146,23253678,0,55937978,1974212,0,654833104,28902853,696615330,290953327,1016471510,234139,7110442,1,98178
53,3/31/2024 0:00:00,33,WISe,11169000,0,14589334,5000000,0,80000,0,0,0,0,0,5657653,7290138,21335,10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24524,0,0,11198,2172,21341,0,0,23513,5,0,41844,0,0,0,0,0,0,0,0,0,59803,0,0,0,59803,1,419740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128343,0,0,74120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,687630,0,0,0,0,0,0,0,0,0,1,59803
60,3/31/2024 0:00:00,35,WISe,14568000,0,81194112,75850614,4228980,4408516,0,0,526600,0,0,15847538,20861571,41202,4268,21201,5811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58393,0,0,69597,22683,74702,38840,1500,137725,52,0,235629,0,277186,67063,53128,88873,4982,214046,18,92624,0,0,192820,28108,220928,3,183456,49998,184833,0,69983,304814,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433766,11089,0,2090370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2401,35316348,0,0,0,0,0,0,0,3784560,0,0,0,0,0,0,0,0,0,0,0
77,3/31/2024 0:00:00,41,WISe,0,0,35322753,35643924,625400,1400763,0,0,93270,0,0,2108754,2479137,20494,3202,0,1068,0,0,0,1333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190254,0,0,0,0,0,0,0,0,0,0,36648,9502,5481,0,0,14983,8,20780,109086,0,3810,12480,1809,0,0,14289,2,0,0,0,0,0,0,0,3087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17811,96690,0,0,96690,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151848,22662,0,29516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,4098774,0,0,0,0,0,0,0,1530395,-33389,0,0,0,0,0,0,0,0,0,0
79,3/31/2024 0:00:00,43,WISe,0,0,65427774,126009302,342000,342000,0,0,78090,0,0,27505846,41103778,310719,46358,73141,1047,0,0,0,2831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1347,0,0,117510,18873,103237,606,0,670539,182127,63627,28526,2541,276821,44,174343,223746,0,80713,50563,0,43029,6869,100461,9,2851793,0,32976,127861,0,160837,3,193778,0,10506,0,7879,18385,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1067069,0,0,0,0,0,0,225809,0,0,0,0,0,0,0,0,0,0,0,0,0,171374,0,0,0,0,0,0,0,0,0,0,0,0,149593,0,0,0,0,0,0,734622,0,77289,994699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8738,254387622,0,0,0,0,2779,9207799,0,6182992,0,0,71952515,0,33223725,0,33223725,0,0,0,0
82,3/31/2024 0:00:00,46,WISe,3920000,0,46913291,6109139,1338500,1338500,310155,0,469529,0,0,10184215,4908739,52857,4677,0,0,0,0,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24080,0,5978,45463,17761,56927,54849,0,129537,27,52910,498103,0,3000,0,0,0,0,0,0,516403,0,0,0,719239,719239,4,278999,373148,0,0,188232,561380,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971980,7304,0,2865218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5137,76297793,0,0,0,0,0,0,0,3144280,0,-27907,0,0,0,0,0,0,0,0,0
90,3/31/2024 0:00:00,49,WISe,3342000,0,4164908,0,63907,124179,0,0,0,0,0,58725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2753,0,0,5808,0,13259,178,0,13437,4,0,63160,0,4728,7327,0,0,0,7327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73240,0,0,44956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65132,0,0,0,0,0,0,0,0,0,0,0
98,3/31/2024 0:00:00,54,WISe,0,0,772503,6640000,0,15800,0,0,0,0,0,35218,0,0,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,823,2790,0,0,3613,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80406,0,0,0,0,0,0,0,0,0,0,0
107,3/31/2024 0:00:00,57,WISe,36468000,0,41022172,5127635,0,239307,0,0,0,0,0,3038809,0,20408,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15097,0,0,5567,1556,25387,5957,0,32900,10,0,50828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67481,17330,0,265535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,2580440,0,0,0,0,84,1338146,0,505758,0,0,0,0,0,0,0,0,0,0,0
108,3/31/2024 0:00:00,58,WISe,23400000,0,25353755,1400000,0,278538,0,0,36280,0,0,404021,0,202,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,0,0,0,0,7308,5035,0,12343,5,3202,0,0,12075,9291,14602,10341,0,34234,4,0,71289,0,14564,0,85853,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266420,0,0,0,0,0,0,0,0,0,0,0
110,3/31/2024 0:00:00,59,WISe,3231000,0,8881013,0,0,0,0,0,0,0,0,18291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136454,0,0,0,0,0,0,0,0,0,0,0
