"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
240,6/30/2024 0:00:00,128,0,0,245382,0,1,0,122435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249000,966177,3383646,0,0,4598823,0,0,0,1183,0,0,0,1183,0,0,0,0,0,64072983,0,0,0,0,0,0,0,0,01/01/2023,-242928,80525556,0,0,0,0,0,0,0,0,0,0,0,161648,0,0,0,0,0,0,0,0,0,0
242,6/30/2024 0:00:00,129,0,0,1563523,429139,1,0,735859,0,0,0,0,0,0,0,0,0,0,0,0,7237000,11390868,715873,0,0,19343741,0,0,0,0,0,0,0,-1026902,0,491552,0,0,0,491552,0,0,0,0,0,110889707,0,0,0,0,0,0,0,0,01/01/2023,579051,132151715,0,0,0,0,0,0,0,0,0,0,0,26000,0,0,0,0,0,0,0,0,0,0
256,6/30/2024 0:00:00,136,0,16114990,1602759,290291,1,0,961152,0,0,0,0,0,0,0,0,0,0,0,0,35606831,3471230,22788298,15291489,18813,77176661,0,0,0,0,0,0,0,-6261152,0,446888,0,0,0,446888,0,0,0,0,0,251615266,0,0,0,0,0,0,0,0,Fiscal Year 2022,143696,276551231,0,0,0,0,0,0,0,0,0,0,0,418671,0,0,0,0,0,0,0,0,0,0
258,6/30/2024 0:00:00,137,0,22685580,958446,0,1,0,796571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20210028,39316922,21255490,17703518,1884366,100370325,0,0,0,331061,0,0,0,331061,0,0,0,0,0,288270495,0,0,0,0,0,0,0,0,07/01/2023,141523,337858757,0,0,0,0,0,0,0,0,0,0,0,1241506,0,0,0,0,0,0,0,0,0,0
262,6/30/2024 0:00:00,139,0,7119,649339,0,1,0,134387,0,0,0,0,0,0,0,0,0,0,0,0,8538552,6031931,8538883,2337946,194631,25641943,0,0,0,0,0,0,0,-2012130,0,55217,0,0,0,55217,0,0,0,0,0,71301834,0,0,0,0,0,0,0,0,05/01/2023,113251,75091870,0,0,0,0,0,0,0,0,0,0,0,207720,0,0,0,0,0,0,0,0,0,0
266,6/30/2024 0:00:00,143,0,1526896,1361850,0,1,0,2055480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42079830,21791686,8930525,5252573,0,78054613,0,0,0,-98067,0,0,0,-98067,0,0,0,0,0,276424108,0,0,0,0,0,0,0,0,03/01/2023,1349187,327983162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,6/30/2024 0:00:00,149,0,0,1775329,1703467,1,0,272873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400397,0,0,0,400397,0,0,0,0,0,152852965,0,0,0,0,0,0,0,0,03/01/2023,116033,180805907,0,0,0,0,0,0,0,0,0,0,0,95340,0,0,0,0,0,0,0,0,0,0
277,6/30/2024 0:00:00,152,0,63269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385094,578670,495198,75182,1534144,0,0,0,0,0,0,0,-211181,0,0,0,0,0,0,0,0,0,0,0,1385614,0,0,0,0,0,0,0,0,,0,2302498,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0
287,6/30/2024 0:00:00,154,0,299803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305000,0,0,0,0,305000,0,0,0,0,0,0,0,0,0,0,0,0,0,11253846,0,0,0,0,0,0,0,0,,0,12837480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,6/30/2024 0:00:00,155,0,0,86053,0,1,0,33052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22030,0,0,0,22030,0,0,0,0,0,12159593,0,0,0,0,0,0,0,0,01/01/2023,0,13646252,0,0,0,0,0,0,0,0,0,0,0,39816,0,0,44985,0,0,0,0,0,0,0
