"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
47,6/30/2024 0:00:00,30,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,250000,0,0,0,0,0,0,250000,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4023000,17046000,3172000,0,0,24241000,0,0,0,250000,0,0,0,0,0,0,4023000,17046000,3422000,0,0,24491000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6651071,95330,0,0,95330,0,0,0,482405,6263996,0,6263996,0,0,0,0,0,0,0,0,0,0,0,0,0
48,6/30/2024 0:00:00,31,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9250000,8770571,0,0,0,0,0,0,9250000,8770571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991000,1899846,0,0,0,0,0,0,11241000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6207000,8925000,550000,0,0,15682000,0,0,0,11241000,0,0,0,0,155000,155000,11153000,15220000,550000,0,155000,27078000,0,0,0,0,0,0,0,0,15309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13381135,247750,0,0,247750,0,0,0,506438,13122447,0,13122447,0,0,0,0,0,0,0,0,0,0,0,0,0
51,6/30/2024 0:00:00,32,Subm,0,0,0,18728554,0,0,0,0,0,0,0,0,0,0,11946081,0,0,1824035233,0,220999678,0,0,600000000,735686024,0,0,0,0,801278543,154587830,153200100,9997514,9863300,12729816,12452130,0,0,255990447,239400513,952077265,761660472,268720263,251852643,952077265,761660472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6515293,6186598,0,0,0,0,0,0,1311909,1267208,0,0,7827202,7453806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4970933,4922650,0,0,0,0,423308093,974872914,783900228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9775944,957278,0,10733222,10733222,0,0,0,0,0,0,10733222,0,783900228,423308094,0,16912702,0,0,396162,17308864,291592143,86915084,220394296,587969914,48378971,1235250408,0,0,0,0,0,43559075,0,0,3491936,0,651,0,0,0,0,0,0,5000000,0,0,0,0,0,0,790161522,64941293,0,0,64941293,0,0,0,206566495,648536320,0,648536320,0,839154873,763870184,3702746,71581943,0,1217941543,520847896,681437775,0,4922650,10733222,0
53,6/30/2024 0:00:00,33,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,4423895,0,0,0,0,0,0,4500000,4423895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8446000,1741000,0,0,0,10187000,0,0,0,4500000,0,80000,0,0,0,80000,10446000,3321000,1000000,0,0,14767000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5715527,320603,0,0,320603,0,0,0,550453,5485677,0,5485677,0,0,0,0,0,0,0,0,0,0,0,0,0
60,6/30/2024 0:00:00,35,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30775541,0,55556195,0,0,20495000,32000000,0,0,0,0,20495000,0,0,23550264,22887435,0,0,8500000,7912515,0,0,43039544,38145905,0,0,51539544,46058420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75089808,68945855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9105000,8465000,0,0,0,17570000,0,0,68945855,0,0,3584000,0,0,996321,4580321,25804880,26696064,28313910,9285001,996321,91096176,0,0,0,0,0,0,0,0,0,0,0,0,87943,130015,0,0,157661,0,0,0,0,0,0,0,51449967,2903309,0,0,2903309,0,0,0,3717530,50635746,0,50635746,0,0,0,0,0,0,0,0,0,0,0,0,0
77,6/30/2024 0:00:00,41,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13719946,0,13719946,0,0,0,0,0,0,0,0,0,0,0,2016833,1871680,0,0,1694405,1641176,0,0,30324534,26823077,0,0,32018939,28464253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531709,275055,0,0,0,0,0,0,0,0,0,0,531709,275055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3180742,2694230,0,0,0,0,0,0,0,0,0,37748223,33305218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33305218,0,1400763,0,0,0,0,1400763,1486542,8900695,18644367,5674377,0,34705981,0,0,0,0,0,0,0,0,3389373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16596368,713767,0,0,713767,0,0,0,1894209,15415926,0,15415926,0,0,0,0,0,0,0,0,0,0,0,0,0
79,6/30/2024 0:00:00,43,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256053274,0,0,0,0,18000000,18086685,0,0,0,0,18000000,0,0,14039652,12887500,0,0,46938309,42379651,0,0,57104658,50588627,0,0,104042967,92968278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18405277,15844027,0,0,980000,915518,0,0,0,0,0,137467896,122615323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122615324,0,0,341600,0,0,0,341600,21128069,33292610,29623987,35679426,3232832,122956924,0,0,0,0,1007778,11422257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85419388,3650453,0,0,3650453,0,0,0,6869302,82200539,0,82200539,0,0,0,0,0,0,0,0,0,0,0,0,0
82,6/30/2024 0:00:00,46,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12136304,0,12136304,0,0,0,1459093,0,17330769,0,0,0,0,0,0,0,0,0,6000000,5945659,0,0,171484,170340,0,0,6171484,6115999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6171484,6115999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9310000,3675000,0,0,0,12985000,0,0,6115999,0,0,0,1281000,0,0,1281000,15180999,3920000,1281000,0,0,20381999,0,0,0,0,0,0,0,0,16418,0,378663,0,0,0,0,0,0,0,0,0,0,0,0,0,35851482,1743226,0,0,1743226,0,0,0,2398416,35196292,0,35196292,0,0,0,0,0,0,0,0,0,0,0,0,0
90,6/30/2024 0:00:00,49,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1397000,1449000,247000,0,0,3093000,0,0,0,0,69026,60272,0,0,0,129298,1466026,1509272,247000,0,0,3222298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5050968,92021,0,0,92021,0,0,0,35661,5107328,0,5107328,0,0,0,0,0,0,0,0,0,0,0,0,0
98,6/30/2024 0:00:00,54,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6440000,6440000,0,0,6440000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6440000,0,0,0,0,15800,15800,3410000,3030000,0,0,15800,6455800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007598,32161,0,0,32161,0,0,0,106048,1933711,0,1933711,0,0,0,0,0,0,0,0,0,0,0,0,0
107,6/30/2024 0:00:00,57,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5139229,5139229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5139229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8223798,14307000,13946291,244000,0,36721089,0,0,0,5139229,0,239307,0,0,0,239307,8223798,15760783,17871044,244000,0,42099625,0,0,0,0,0,0,0,0,680807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11941438,169424,0,0,169424,0,0,0,636834,11474028,0,11474028,0,0,0,0,0,0,0,0,0,0,0,0,0
