"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
1,6/30/2024 0:00:00,2,Subm,1200000,0,2167913,0,0,2361,0,0,0,0,0,-1313,0,13734,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9083,2770,0,390,0,3160,3,0,1993,0,18569,3072,0,0,0,3072,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217665,0,0,0,0,0,0,0,0,0,0,0
6,6/30/2024 0:00:00,7,Subm,454564,0,32481020,32976567,0,351932,0,0,51800,33100,0,10580913,1329482,495903,168525,31942,870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110419,0,15857,352241,159148,114579,77589,8745,360061,92,0,554394,0,169306,1851,120080,26632,0,148563,9,0,153655,0,492472,0,646127,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78926,0,78926,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995324,149055,0,2979113,78926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,1608225,0,0,0,0,203,3131198,0,6065933,0,0,0,0,0,0,0,0,0,21,297324
12,6/30/2024 0:00:00,11,WISE,15739265,0,17469321,6221524,30200,210200,0,0,0,0,0,3420276,0,203161,34627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14505,1740,0,49892,41545,65398,4042,0,110985,74,6410,13331,0,7000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77531,0,0,3983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1474104,0,0,0,0,0,0,0,0,0,0,0
13,6/30/2024 0:00:00,12,Subm,100000,0,59620126,302011,4832360,4832360,0,0,777035,0,0,9999629,0,304170,69194,25039,65,0,12013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57288,0,0,312496,50456,64207,7502,19265,141430,27,682018,824075,0,141543,17746,528,0,0,18274,4,396245,0,0,182764,142633,325397,2,1581291,193327,47052,21456,0,261835,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1824910,0,0,1702879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19712,556770258,0,0,0,0,1,8436,0,12025216,0,0,52141420,0,62357778,0,62357778,1022422,423157,11,115287
16,6/30/2024 0:00:00,14,Subm,4494000,0,5662595,0,0,40341,0,0,0,0,0,45545,0,7346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160936,0,0,0,0,0,0,0,0,0,0,0
19,6/30/2024 0:00:00,16,Subm,0,0,970941,7315000,0,2857,0,0,0,0,0,34351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,0,570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141219,0,0,0,0,0,0,0,0,0,0,0
22,6/30/2024 0:00:00,17,Subm,21356000,0,54393032,15151829,15159300,15159300,0,0,0,0,0,2689070,0,66535,8083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8934,0,0,42881,20266,0,0,0,20266,2,0,10054,0,0,0,0,0,0,0,0,0,0,0,210057,0,210057,1,0,0,0,243737,0,243737,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39254,0,0,363824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5764508,0,0,0,0,0,0,0,0,0,0,0
26,6/30/2024 0:00:00,19,Subm,12903000,0,14538557,0,0,111464,0,0,0,0,0,60868,0,11868,0,0,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29519,0,0,0,29519,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292897,0,0,0,0,0,0,0,0,0,0,0
28,6/30/2024 0:00:00,21,Subm,0,0,15045011,58858493,18114300,18119659,0,0,653887,7100,0,46582095,26543373,2048423,396100,153824,22506,0,0,847,10614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,772967,560227,728741,75205,7359,1371532,286,428205,4129178,0,649221,251153,249742,62779,34525,598199,41,2516814,973919,1064804,150472,113975,2303170,18,548600,1106191,0,0,0,1106191,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7448873,0,0,15786010,0,0,25000000,81429,0,0,40000000,1691131,0,0,0,0,0,0,0,0,0,0,17551,357929560,0,0,0,0,0,0,0,26526372,0,-1033264,70710164,17737644,72324397,0,90062041,3909705,407330,12,121489
42,6/30/2024 0:00:00,29,Subm,40874000,0,51655824,8700000,0,66000,0,0,0,0,0,943546,0,92886,16882,0,0,0,350,0,0,0,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9923,0,0,74412,35635,42351,114770,41879,234635,54,120607,61926,0,0,0,0,0,0,0,0,0,0,0,91011,0,91011,1,139973,144808,0,0,0,144808,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,372899,0,0,655904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9607,0,0,0,0,0,0,0,2503800,0,0,0,0,0,0,0,0,0,0,0
47,6/30/2024 0:00:00,30,Subm,24241000,0,30743457,250000,0,0,0,0,0,0,0,305373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521114,0,0,0,0,0,0,0,0,0,0,0
48,6/30/2024 0:00:00,31,Subm,15682000,0,21842459,11241000,0,155000,0,0,0,0,0,7033402,0,91383,9917,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455,0,0,48873,17255,30069,20236,0,67560,16,0,39052,0,12132,0,12966,0,0,12966,1,0,0,51753,0,0,51753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56762,0,0,290627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961561,0,0,0,0,0,0,0,0,0,0,0
51,6/30/2024 0:00:00,32,Subm,0,0,839154873,1217941543,16912702,17308864,6202410,40389,0,0,26479506,303842481,478208240,4946391,1335725,170078,51147,10007,0,26498,11348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10097,118125,19190,15466,7382,0,0,0,2780647,0,62351,2932766,1171706,1155161,277838,80,2604785,549,2917982,1118909,0,1327358,320068,386872,183012,62323,952275,54,1108466,5074679,2838644,2105576,3881475,13900374,97,3885656,1764234,1298554,743428,1144723,4950939,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004115,0,0,1004115,1,0,0,0,0,195192,195192,1,0,0,0,0,0,0,0,75061,0,5315768,0,5451106,6,0,0,0,201884,0,201884,1,0,0,0,0,0,0,0,15345914,521103,0,22942652,6716958,135338,0,0,0,0,0,0,0,0,0,0,164656190,335756,0,0,0,0,35348,674596398,0,0,0,0,1388,22747632,0,113871693,3628532,27039,669144048,23340886,655700565,295554448,974595899,451054,12993203,5,278603
53,6/30/2024 0:00:00,33,Subm,10187000,0,12467231,4500000,0,80000,0,0,0,0,0,5732160,0,32989,11627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29415,0,0,32621,16287,10883,3577,0,30747,10,0,27881,0,0,0,0,0,0,0,0,0,227873,0,0,0,227873,2,130000,19409,0,0,0,19409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320865,0,0,92951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404160,0,0,0,0,0,0,0,0,0,0,0
60,6/30/2024 0:00:00,35,Subm,17570000,0,84992066,68945855,4400785,4580321,0,0,456650,0,0,15977125,20959213,106182,16826,38740,6130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27714,0,15848,147668,28819,74386,45261,539,149005,49,0,391094,0,113179,179861,124501,80966,0,385328,19,0,89847,0,54442,0,144289,2,566567,0,134830,149996,69983,354809,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3387,0,0,3387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,733183,28768,0,2079944,3387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2518,36358563,0,0,0,0,0,0,0,8013720,0,0,0,0,0,0,0,0,0,0,0
77,6/30/2024 0:00:00,41,Subm,0,0,26699543,33305218,625400,1400763,0,0,28680,30505,0,3190577,2425229,57825,10258,4666,2395,0,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48804,0,0,0,0,0,0,0,0,0,0,33939,8238,0,0,0,8238,2,0,166947,0,18056,3627,0,0,0,3627,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3602940,0,0,0,0,0,0,0,3264609,-99214,0,0,0,0,0,0,0,0,0,0
79,6/30/2024 0:00:00,43,Subm,0,0,54218136,122615323,341600,341600,0,0,268011,0,0,30448700,39915908,679293,114024,85456,2618,0,0,0,5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,0,0,307773,50391,85072,945,0,313084,70261,88784,25080,5671,189796,35,76043,207773,0,148153,40661,6253,17492,6495,70901,7,15488,342936,849116,66202,0,1258254,7,162278,33440,10097,0,6322,49859,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1059255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,857131,0,33673,2018155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9114,267268895,0,0,0,0,2777,8252040,0,12706442,0,0,72926135,0,33254986,0,33254986,0,0,0,0
82,6/30/2024 0:00:00,46,Subm,12985000,0,48847120,6115999,1281000,1281000,0,0,417995,0,0,9521700,4883070,91310,16406,0,0,0,288,0,3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32302,0,0,4760,39885,26856,27211,9288,103240,23,47419,657264,0,0,0,0,0,0,0,0,0,351724,380482,0,500195,1232401,6,658862,0,368313,18087,168292,554692,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1128594,0,0,2437691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4903,72401474,0,0,0,0,0,0,0,6376339,0,-37104,0,0,0,0,0,0,0,0,0
90,6/30/2024 0:00:00,49,WISE,3093000,0,4119638,0,69026,129298,0,0,5000,0,0,48334,0,0,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5509,5116,9025,3049,0,17190,5,0,54738,0,3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59854,0,0,82781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132121,0,0,0,0,0,0,0,0,0,0,0
98,6/30/2024 0:00:00,54,Subm,0,0,806595,6440000,0,15800,0,0,0,0,0,70679,0,0,1397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392,0,2205,0,0,2205,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176991,0,0,0,0,0,0,0,0,0,0,0
107,6/30/2024 0:00:00,57,Subm,36721089,0,40277636,5139229,0,239307,0,0,0,0,0,3201733,0,61410,9875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4621,0,0,46378,24228,44366,18921,0,87515,11,0,61240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90089,74968,0,352235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,2521104,0,0,0,0,73,1185534,0,1089655,0,0,0,0,0,0,0,0,0,1,9089
108,6/30/2024 0:00:00,58,Subm,23650000,0,24674895,1400000,0,278543,0,14502,0,0,0,403600,0,7076,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,787,0,0,11923,13894,2557,7998,0,24449,9,43814,41037,0,0,0,0,0,0,0,0,0,20988,0,0,14364,35352,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735513,0,0,0,0,0,0,0,0,0,0,0
110,6/30/2024 0:00:00,59,Subm,2237000,0,6776305,0,0,0,0,0,0,0,0,18121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283910,0,0,0,0,0,0,0,0,0,0,0
119,6/30/2024 0:00:00,62,WISE,0,0,1978566,75870110,189600,281708,0,0,0,0,0,3177750,0,27504,10321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5198,0,0,18118,16069,36026,37392,0,89487,23,0,17349,0,0,0,0,0,0,0,0,0,0,0,0,70092,70092,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38616,70092,0,99026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,172479,68,5724959,0,0,0,0,0,89979,0,0,0,0,0,0,0,0,0,0,0
120,6/30/2024 0:00:00,63,Subm,0,0,11842748,53244000,341098,541898,0,0,0,0,0,1122932,0,121379,18149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101294,54058,84739,0,0,138797,18,0,13949,0,0,0,0,0,0,0,0,165983,0,0,0,0,0,0,45716,0,0,74493,75985,150478,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68007,150478,0,84739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017958,0,0,0,0,0,0,0,0,0,0,0
132,6/30/2024 0:00:00,69,Subm,803214,0,896739,0,0,3333,0,0,0,0,0,3739,0,22120,983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5190,3543,1217,9950,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24273,0,0,0,0,0,0,0,0,0,0,0
135,6/30/2024 0:00:00,70,Subm,19374000,0,25569446,4481730,108300,421844,0,0,0,0,0,623576,0,21706,5824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539,0,0,3525,286,2967,4657,0,7910,4,23053,50385,0,75157,30681,0,6622,51096,88399,5,0,0,0,0,0,0,0,0,120684,0,0,0,120684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227628,7289,0,147713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,7922836,0,0,0,0,112,1999574,0,1485981,0,0,0,0,0,0,0,0,0,0,0
