"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
12305,6/30/2024 0:00:00,6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1409867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3094932,0,0,0,0,1685065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,487
12310,6/30/2024 0:00:00,6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,79
12319,6/30/2024 0:00:00,6148,0,0,0,0,0,0,3338560,0,0,0,0,0,0,0,4914991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9693675,0,0,0,0,1440124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,197,0,0,0,0,0,0,127
12330,6/30/2024 0:00:00,6153,0,0,0,0,0,0,8986178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131372,0,0,2943880,12061430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,432,372,0,0,0,0,0,0,349
12333,6/30/2024 0:00:00,6156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,35,0,0,0,0,0,0,29
12334,6/30/2024 0:00:00,6157,0,0,0,0,0,0,11052122,0,0,0,0,0,0,0,8053218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216839,0,0,0,19322179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235,406,0,0,0,0,0,0,59
12351,6/30/2024 0:00:00,6166,0,0,0,0,0,0,31433,0,0,0,0,0,0,0,1613979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27708,0,0,175388,1848508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,108,0,0,0,0,0,0,9
12354,6/30/2024 0:00:00,6168,0,0,0,0,0,0,224937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103801,0,0,0,956796,0,0,0,0,628058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,45,0,0,0,0,0,0,149
12356,6/30/2024 0:00:00,6169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
12361,6/30/2024 0:00:00,6171,0,0,0,0,0,0,6503780,0,0,0,0,0,0,0,29237993,0,0,0,0,0,0,0,0,0,2688880,0,0,0,0,78616,0,0,0,45632006,0,0,0,0,9811617,33,32,0,6,0,0,5,7,6,13,14,31,45,13,1,3,10,20,65,658,300,0,0,0,0,0,0,276
12365,6/30/2024 0:00:00,6172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
12375,6/30/2024 0:00:00,6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12383,6/30/2024 0:00:00,6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569203,0,0,0,0,189790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
12425,6/30/2024 0:00:00,6204,0,0,0,0,0,0,40806143,0,0,0,0,0,0,0,40042254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2968558,0,0,0,95401315,0,0,0,0,11584360,10,42,0,0,0,0,3,2,6,17,10,42,52,0,0,1,23,0,52,444,1316,0,0,0,0,0,0,6351
12438,6/30/2024 0:00:00,6210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11880231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1263969,14032040,0,0,0,0,887840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,63,0,0,0,0,0,0,92
12440,6/30/2024 0:00:00,6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
12443,6/30/2024 0:00:00,6215,0,0,0,0,0,0,32260561,0,0,0,0,0,0,0,39498041,0,0,0,0,0,0,0,0,0,1829079,0,0,0,0,1726743,0,0,132133,80443297,0,0,0,0,6825819,155,18,6,30,0,0,41,3,25,2,90,18,108,27,0,21,0,65,173,645,1212,0,3,2,13,0,18,843
12458,6/30/2024 0:00:00,6225,0,0,0,0,0,0,24235326,0,0,0,0,0,0,0,66230605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110000,93375772,0,0,0,0,2799841,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,525,742,0,0,0,0,0,0,372
12470,6/30/2024 0:00:00,6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2806416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3508202,0,0,0,0,701786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,228
12472,6/30/2024 0:00:00,6236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41800,0,0,0,345169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
12473,6/30/2024 0:00:00,6237,0,0,0,0,0,0,683431,0,0,0,0,0,0,0,7677647,0,0,0,0,0,0,0,0,0,1270483,0,0,0,0,515287,0,0,712908,17487633,0,0,0,0,7898360,68,1,0,0,0,0,18,0,7,1,30,1,30,38,0,5,0,37,69,974,145,0,0,0,0,0,0,1527
12478,6/30/2024 0:00:00,6240,0,0,0,0,0,0,514023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30193,544216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,324
12505,6/30/2024 0:00:00,6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12508,6/30/2024 0:00:00,6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
12527,6/30/2024 0:00:00,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12543,6/30/2024 0:00:00,6268,0,0,0,0,0,0,44268911,0,0,0,0,0,0,0,12773460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996783,0,0,0,58391213,0,0,0,0,352059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,241,0,0,0,0,0,0,19
12546,6/30/2024 0:00:00,6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12570,6/30/2024 0:00:00,6281,0,0,0,0,0,0,641188,0,0,0,0,0,0,0,5366710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6045415,0,0,0,0,37517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,22,7,0,0,0,0,0,89
12590,6/30/2024 0:00:00,6293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14744,0,0,0,1011605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,88
12601,6/30/2024 0:00:00,6300,0,0,0,0,0,0,161891,0,0,0,0,0,0,0,1008972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3469008,4639871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,21,0,0,0,0,0,0,321
12604,6/30/2024 0:00:00,6302,0,0,0,0,0,0,4639314,0,0,0,0,0,0,0,4296096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120092,0,0,278871,11040744,0,0,0,0,1706371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,271,0,0,0,0,0,0,90
12608,6/30/2024 0:00:00,6305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
12613,6/30/2024 0:00:00,6310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12616,6/30/2024 0:00:00,6312,0,0,0,0,0,0,959548,0,0,0,0,0,0,0,2968186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4886950,0,0,0,0,959216,1,51,0,0,0,0,1,10,0,7,1,39,40,0,12,0,18,12,52,178,46,49,0,0,4,0,4,134
12619,6/30/2024 0:00:00,6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
12624,6/30/2024 0:00:00,6319,0,0,0,0,0,0,2827854,0,0,0,0,0,0,0,1734806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42885,0,0,0,4605545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,58,0,0,0,0,0,0,65
12643,6/30/2024 0:00:00,6329,0,0,0,0,0,0,1429940,0,0,0,0,0,0,0,2594519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1191390,0,0,1247056,8777086,0,0,0,0,2314181,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,350,38,0,0,0,0,0,0,170
12648,6/30/2024 0:00:00,6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45992,0,0,0,0,45992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,0,0,47
12654,6/30/2024 0:00:00,6337,0,0,0,0,0,0,2177658,0,0,0,0,0,0,0,2151287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5114412,0,0,0,0,785467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,107,0,0,0,0,0,0,72
12666,6/30/2024 0:00:00,6344,0,0,0,0,0,0,5065080,0,0,0,0,0,0,0,1561413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52838,0,0,0,6993682,0,0,0,0,314351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,121,0,0,0,0,0,0,25
12671,6/30/2024 0:00:00,6348,0,0,0,0,0,0,744000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32700,0,0,3480,780180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,11,0,0,0,0,0,0,39
12673,6/30/2024 0:00:00,6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77
12679,6/30/2024 0:00:00,6354,0,0,0,0,0,0,8656610,0,0,0,0,0,0,0,19738908,0,0,0,0,0,0,0,0,0,98376,0,0,0,0,0,0,0,414679,35737429,0,0,0,0,6927232,11,13,2,0,0,0,1,5,6,3,9,13,24,0,0,2,5,1,24,138,837,0,0,0,0,0,0,97
12686,6/30/2024 0:00:00,6358,0,0,0,0,0,0,715614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715614,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,6,55,1,0,0,0,0,0,0,104
12697,6/30/2024 0:00:00,6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19453307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81055,0,0,477177,32299241,0,0,0,0,12287702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1272,5,41,0,0,0,0,0,1778
12729,6/30/2024 0:00:00,6377,0,0,0,0,0,0,7629521,0,0,0,0,0,0,0,10321091,0,0,0,0,0,0,0,0,0,1484860,0,0,0,0,2078313,0,0,21450,37428076,0,0,0,0,17377701,68,7,0,8,0,0,17,2,19,4,44,7,51,16,0,7,0,24,75,521,281,1,0,0,1,0,1,158
12735,6/30/2024 0:00:00,6381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
12745,6/30/2024 0:00:00,6388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810264,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,20,22,31,0,0,0,0,0,0,66
12748,6/30/2024 0:00:00,6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,6/30/2024 0:00:00,6395,0,0,0,0,0,0,1012053,0,0,0,0,0,0,0,3669626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33435,0,0,0,4787457,0,0,0,0,72343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,161,0,0,0,0,0,0,118
12765,6/30/2024 0:00:00,6401,0,0,0,0,0,0,92941462,0,0,0,0,0,0,0,109095763,0,0,0,0,0,0,0,0,0,21359060,0,0,0,0,9149771,0,0,318064,236419911,0,0,0,0,24914851,412,58,1,6,0,0,126,13,87,28,324,58,384,81,0,100,16,89,470,5766,3402,3,1,0,0,0,1,5099
12771,6/30/2024 0:00:00,6404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
12794,6/30/2024 0:00:00,6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
12805,6/30/2024 0:00:00,6421,0,0,0,0,0,0,18628996,0,0,0,0,0,0,0,41633519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3986509,0,0,0,72870512,0,0,0,0,8621488,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,192,716,0,0,0,0,0,0,589
12808,6/30/2024 0:00:00,6423,0,0,0,0,0,0,1711067,0,0,0,0,0,0,0,6761325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10051055,0,0,0,0,1578663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,143,44,0,0,0,0,0,646
12813,6/30/2024 0:00:00,6427,0,0,0,0,0,0,3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659513,1180787,0,0,0,0,518132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,0,0,0,0,0,0,304
12814,6/30/2024 0:00:00,6428,0,0,0,0,0,0,10112974,0,0,0,0,0,0,0,23626161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1827482,35566617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,30,122,0,0,0,0,0,52
12826,6/30/2024 0:00:00,6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
12837,6/30/2024 0:00:00,6446,0,0,0,0,0,0,20620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7565,0,0,194840,223025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7
12847,6/30/2024 0:00:00,6453,0,0,0,0,0,0,1342896,0,0,0,0,0,0,0,916333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3533,0,0,784102,3411678,0,0,0,0,364814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,0,0,0,0,33
12852,6/30/2024 0:00:00,6456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,7,0,0,0,0,0,0,143
12858,6/30/2024 0:00:00,6459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7753749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180107,0,0,2098576,17789892,0,0,0,0,7757460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,591,0,0,0,0,0,0,368
12859,6/30/2024 0:00:00,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
12873,6/30/2024 0:00:00,6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,34
12877,6/30/2024 0:00:00,6471,0,0,0,0,0,0,911194,0,0,0,0,0,0,0,1499829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21460,0,0,1388356,5240112,0,0,0,0,1419273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,44,0,0,0,0,0,0,147
12890,6/30/2024 0:00:00,6478,0,0,0,0,0,0,3832791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1193311,0,0,0,0,0,0,0,157862,4033187,0,0,0,0,42534,92,0,0,0,0,0,0,0,29,0,52,0,52,19,0,5,0,40,92,499,161,0,18,21,0,0,39,215
12892,6/30/2024 0:00:00,6480,0,0,0,0,0,0,292229,0,0,0,0,0,0,0,5321073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6107018,11729333,0,0,0,0,9013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,0,0,0,0,47
12898,6/30/2024 0:00:00,6482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109944,188861,0,0,0,0,23198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
12900,6/30/2024 0:00:00,6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
12906,6/30/2024 0:00:00,6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92974,0,0,232314,1150125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,12,0,0,0,0,0,0,26
12912,6/30/2024 0:00:00,6492,0,0,0,0,0,0,1320659,0,0,0,0,0,0,0,38371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,0,0,0,0,0,0,22
12922,6/30/2024 0:00:00,6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
12935,6/30/2024 0:00:00,6506,0,0,0,0,0,0,11532253,0,0,0,0,0,0,0,16460929,0,0,0,0,0,0,0,0,0,697991,0,0,0,0,0,0,0,2860986,36787705,0,0,0,0,5933537,45,47,0,4,0,0,13,5,12,11,36,47,83,5,0,11,29,9,92,369,435,66,0,0,0,0,0,95
12938,6/30/2024 0:00:00,6507,0,0,0,0,0,0,5705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,29,0,0,0,0,0,0,188
12944,6/30/2024 0:00:00,6511,0,0,0,0,0,0,447900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,447900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,0,0,0,0,0,0,29
12956,6/30/2024 0:00:00,6520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
12957,6/30/2024 0:00:00,6521,0,0,0,0,0,0,24824967,0,0,0,0,0,0,0,24085977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,947452,0,0,1001584,53646780,0,0,0,0,2786800,0,15,0,0,0,0,0,4,0,6,0,15,15,0,0,0,5,0,15,1483,483,1,0,0,0,0,0,192
12963,6/30/2024 0:00:00,6523,0,0,0,0,0,0,701194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,971362,0,0,0,0,270168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
12977,6/30/2024 0:00:00,6530,0,0,0,0,0,0,46185385,0,0,0,0,0,0,0,137144742,0,0,0,0,0,0,0,0,0,489373,0,0,0,0,14872614,0,0,829746,234802293,0,0,0,0,35769806,63,110,1,2,0,0,13,7,13,41,59,64,124,1,26,32,4,50,173,604,456,0,0,0,10,20,30,555
12980,6/30/2024 0:00:00,6532,0,0,0,0,0,0,3529428,0,0,0,0,0,0,0,1374336,0,0,0,0,0,0,0,0,0,189354,0,0,0,0,60013,0,0,107074,5070851,0,0,0,0,0,8,0,0,7,0,0,1,0,0,0,1,0,1,0,0,0,0,7,8,98,27,0,0,0,0,0,0,238
13028,6/30/2024 0:00:00,6562,0,0,0,0,0,0,72195,0,0,0,0,0,0,0,527172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305328,2553169,0,0,0,0,1648474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,20,0,0,0,0,0,0,15
13035,6/30/2024 0:00:00,6565,0,0,0,0,0,0,70000,0,0,0,0,0,0,0,3909259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4935970,0,0,0,0,956711,8,0,0,0,0,0,3,0,1,0,4,0,4,4,0,0,0,4,8,61,224,0,0,0,0,0,0,98
13044,6/30/2024 0:00:00,6570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2478912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1433412,0,0,0,3912324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,42
13046,6/30/2024 0:00:00,6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
