"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
47,12/31/2024 0:00:00,30,Subm,25625000,0,30210276,0,0,0,0,0,0,0,0,305508,0,6091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38684,0,2892,0,0,2892,1,0,0,0,8148,0,0,0,0,0,0,183282,0,0,0,0,0,0,129592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1104747,0,0,0,0,0,0,0,0,0,0,0
48,12/31/2024 0:00:00,31,Subm,16858000,0,22992413,9243000,0,155000,0,0,0,0,0,6861649,0,216244,18285,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31523,0,0,23694,805,64400,0,0,65205,13,0,74234,0,7717,0,15709,12941,0,28650,3,0,13858,0,0,0,13858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120420,0,0,231225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2027115,0,0,0,0,0,0,0,0,0,3,31623
51,12/31/2024 0:00:00,32,Subm,0,0,421527993,1010195251,19104402,19500564,6202410,567135,0,0,19562389,347526251,599719620,10722631,2789441,428599,70034,26366,59223,46197,60372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10097,118125,287986,89561,7382,0,0,0,2999544,0,140465,1996841,1293142,1445015,300642,12132,3050931,601,3495142,1195150,0,1053792,389332,389435,221993,56740,1057500,66,64530819,9420601,4958452,2239078,3850809,20468940,150,4332658,826337,631550,321812,701202,2480901,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,523795,0,0,0,0,0,0,1638135,0,0,0,0,0,0,675142,10612880,5096230,0,0,15709110,2,0,0,0,0,0,0,0,2254358,0,0,5309093,5435137,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30498637,303820,0,25864700,10446829,126044,0,0,0,0,0,0,0,0,0,0,100884337,296148,0,0,0,0,35985,660463522,0,0,0,0,1324,20892078,0,235080763,7767337,27039,665353979,45107288,565471758,321436000,932015046,716645,29344960,2,455234
53,12/31/2024 0:00:00,33,Subm,8450000,0,11510008,2500000,0,80000,0,0,0,0,0,5902536,0,43934,16847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9753,0,0,55637,17572,30405,21930,0,69907,13,38773,41085,0,0,0,0,0,0,0,0,0,0,53530,0,0,53530,1,34124,142668,0,0,0,142668,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249851,0,0,270546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775805,0,0,0,0,0,0,0,0,0,0,0
60,12/31/2024 0:00:00,35,WISE,17331000,0,72693729,60380818,4799419,4978955,0,0,589200,0,0,19164072,21341893,228228,27646,89070,13704,0,0,69983,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16901,0,16299,158207,104659,95552,70566,5072,275849,64,6562,589516,0,120299,23967,105342,162429,0,291738,16,252675,0,134361,0,52581,186942,2,593163,60026,9646,149917,149996,369585,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802,0,1802,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,817930,23955,0,2941964,1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,38738663,0,0,0,0,0,0,0,17014493,0,0,0,0,0,0,0,0,0,0,0
77,12/31/2024 0:00:00,41,Subm,0,0,42919877,31981557,625400,1400763,0,0,117463,0,0,1021910,2739841,76018,29121,8457,9831,0,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48804,0,0,0,0,0,0,0,0,0,0,46410,21015,377,0,0,21392,7,98545,107307,0,51109,10481,0,0,0,10481,2,321052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237348,119716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,2816300,0,0,0,0,0,0,0,7007898,-146515,0,0,0,0,0,0,0,0,0,0
79,12/31/2024 0:00:00,43,WISE,0,0,45800183,113647058,341600,341600,0,0,0,0,0,19110471,44248363,1330926,214431,272463,38447,0,0,0,13719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5751,0,1231,674506,97888,60434,415,0,569934,143034,215730,4534,1064,364362,40,185989,146630,0,209983,32063,29249,0,5748,67060,9,759369,135854,184002,0,0,319856,2,164910,30923,0,0,0,30923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,484069,29182,0,0,0,29182,1,0,681936,345533,0,0,1027469,3,0,0,0,0,0,0,0,191428,0,0,0,0,0,0,0,0,0,0,0,0,46384,146254,0,0,0,146254,1,1592714,0,210242,919512,345533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9383,273042268,0,0,0,0,2026,1138296,0,26051789,0,0,72082118,0,33736752,0,33736752,0,0,0,0
82,12/31/2024 0:00:00,46,Subm,245000,0,46114141,19751540,1943544,1943544,0,0,654038,0,0,10173144,3880509,162880,44661,0,0,0,1028,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22379,0,2532,47700,16784,23739,17338,0,57861,13,32873,768372,0,0,0,0,0,0,0,0,943017,15990,68730,380482,499913,965115,6,233843,97316,0,430187,168292,695795,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956246,7494,0,2342326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313,63669275,0,0,0,0,0,0,0,12790970,0,-37104,0,0,0,0,0,0,0,0,0
90,12/31/2024 0:00:00,49,Subm,2844000,0,3992945,0,77511,137783,0,0,0,0,0,29043,0,491,1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13625,182,2987,2946,0,6115,4,20333,47866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68381,0,0,32718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275566,0,0,0,0,0,0,0,0,0,0,0
98,12/31/2024 0:00:00,54,Subm,0,0,1420686,5640000,0,15800,0,0,0,0,0,62663,0,0,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,565,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381149,0,0,0,0,0,0,0,0,0,0,0
107,12/31/2024 0:00:00,57,Subm,36702000,0,40087675,5162699,0,239307,0,0,0,0,0,3149171,0,196417,17119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21063,0,0,17658,22648,21728,2798,7150,54324,11,0,42311,0,0,0,0,0,0,0,0,80143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86022,52205,0,322768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,2582902,0,0,0,0,61,834690,0,2092375,0,0,0,0,0,0,0,0,0,0,0
108,12/31/2024 0:00:00,58,WISE,24848000,0,26557308,1400000,0,278543,0,0,40587,0,0,361366,0,12124,222,204,0,15102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,0,796,0,0,1867,0,1867,3,0,55865,0,26969,12844,0,0,0,12844,2,25726,17437,0,0,13564,31001,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1355224,0,0,0,0,0,0,0,0,0,0,0
110,12/31/2024 0:00:00,59,Subm,3227000,0,6606856,0,0,0,0,0,0,0,0,20732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612130,0,0,0,0,0,0,0,0,0,0,0
