"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_606A","ACCT_606B","ACCT_607","ACCT_608","ACCT_609","ACCT_620","ACCT_621","ACCT_622","ACCT_623","ACCT_624","ACCT_625","ACCT_626","ACCT_627","ACCT_628","ACCT_630A","ACCT_630B1","ACCT_630B2","ACCT_640","ACCT_652C","ACCT_653A","ACCT_653B1","ACCT_653B2","ACCT_653C","ACCT_655C","ACCT_656A","ACCT_656B1","ACCT_656B2","ACCT_657A","ACCT_657B1","ACCT_657B2","ACCT_659","ACCT_660","ACCT_661","ACCT_670A","ACCT_670B","ACCT_672C","ACCT_698","ACCT_709","ACCT_725","ACCT_726","ACCT_731","ACCT_732","ACCT_733","ACCT_734","ACCT_735","ACCT_736","ACCT_737","ACCT_741C","ACCT_742C","ACCT_746C","ACCT_747A","ACCT_747B1","ACCT_747B2","ACCT_747C","ACCT_750C","ACCT_752","ACCT_753","ACCT_754","ACCT_756","ACCT_757","ACCT_758","ACCT_760A","ACCT_760B1","ACCT_760B2","ACCT_761A","ACCT_761B1","ACCT_761B2","ACCT_770","ACCT_772","ACCT_773","ACCT_774","ACCT_776","ACCT_777","ACCT_778","ACCT_780","ACCT_781","ACCT_795","ACCT_799","ACCT_811","ACCT_812","ACCT_813","ACCT_814","ACCT_815","ACCT_816","ACCT_817","ACCT_818","ACCT_820","ACCT_821","ACCT_850","ACCT_860A","ACCT_860B1","ACCT_860B2","ACCT_865","ACCT_880A","ACCT_880B1","ACCT_880B2","ACCT_900","ACCT_902A","ACCT_902B1","ACCT_902B2","ACCT_906B1","ACCT_906B2","ACCT_906C","ACCT_908B1","ACCT_908B2","ACCT_911A","ACCT_911B1","ACCT_911B2","ACCT_913","ACCT_914","ACCT_955","ACCT_956","ACCT_957","ACCT_958","ACCT_961","ACCT_962","ACCT_963","ACCT_964","ACCT_965","ACCT_966","ACCT_970","ACCT_971","ACCT_972","ACCT_974","ACCT_977","ACCT_978","ACCT_982","ACCT_983","ACCT_984","ACCT_985","ACCT_986","ACCT_987","ACCT_988","ACCT_990","ACCT_992","ACCT_993","ACCT_994","ACCT_995","ACCT_603","ACCT_743C","ACCT_744A","ACCT_744B1","ACCT_744B2","ACCT_744C","ACCT_085","ACCT_086","ACCT_087","ACCT_782","ACCT_783","ACCT_784","ACCT_796A","ACCT_796B","ACCT_796C","ACCT_796D","ACCT_796E","ACCT_797A","ACCT_797B","ACCT_797C","ACCT_797D","ACCT_797E","ACCT_799B","ACCT_799C","ACCT_799D","ACCT_840","ACCT_875","ACCT_877","ACCT_945","ACCT_801","ACCT_614","ACCT_615","ACCT_745A","ACCT_745B","ACCT_745C","ACCT_745D","ACCT_745E","ACCT_819","ACCT_867A","ACCT_867B1","ACCT_867B2","ACCT_867C","ACCT_925","ACCT_841","ACCT_465","ACCT_466","ACCT_767","ACCT_768","ACCT_918","ACCT_919","Acct_026A","Acct_026B","Acct_027A","Acct_027B","Acct_028A","Acct_028B","Acct_045A","Acct_045B","Acct_585","Acct_680","Acct_681","Acct_682","Acct_769","Acct_785","Acct_786","Acct_787","Acct_892","Acct_895","Acct_896","Acct_899","ACCT_020I","ACCT_021I","ACCT_022I","ACCT_023I","ACCT_041I","ACCT_550I","ACCT_551I","ACCT_981","ACCT_981A","ACCT_981B","ACCT_065A1","ACCT_065A2","ACCT_065A3","ACCT_065A4","ACCT_065B1","ACCT_065C1","ACCT_065D1","ACCT_065E1","ACCT_067A1","ACCT_067A2","ACCT_067B1","ACCT_067C1","ACCT_068A","ACCT_069A","ACCT_033A","ACCT_033B","ACCT_033C","ACCT_033D","ACCT_033E","ACCT_034A","ACCT_034B","ACCT_034C","ACCT_034D","ACCT_034E","ACCT_035A","ACCT_035B","ACCT_035C","ACCT_035D","ACCT_035E"
7960,12/31/2024 0:00:00,3715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329085,0,0,0,0,0,0,0,0,0,0,0,0,171727236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78421328,0,0,1513893,480392,8742793,15339383,2402404,45465786,0,0,0,0,0,1910006,0,1994,0,0,0,0,0,38622,0,305957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2151,22,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9311565,0,0,0,0,0,0,0,0,9311565,333293578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7970,12/31/2024 0:00:00,3720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65794236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,375303,0,0,0,0,0,443320,65211,0,0,0,0,0,0,185518,0,582,0,0,0,0,0,12972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3385,16,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1757500,0,0,0,0,0,0,0,0,1757500,67247825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7989,12/31/2024 0:00:00,3727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,968356,0,0,0,0,0,0,0,0,0,0,0,0,20787694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58322,0,0,0,0,0,0,0,0,0,0,0,0,0,89532,0,239,0,0,0,0,0,4247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,7,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6976338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154023,0,0,0,0,0,0,0,0,154023,25293349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7992,12/31/2024 0:00:00,3729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22945910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1650000,0,0,0,6144109,0,0,166381,33225,1403642,394814,54354,8163424,0,0,0,0,0,748177,0,135,0,0,0,0,0,7030,0,19408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,9,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4306593,0,0,0,0,0,0,0,0,4306593,40202088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7999,12/31/2024 0:00:00,3730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253817,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3248349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8000,12/31/2024 0:00:00,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54314594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17819318,0,0,499378,420253,5908833,3304316,1013547,3146528,0,0,0,0,0,635894,0,65,0,0,0,0,0,8731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,746,58,12,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5589,0,0,0,0,7,14049,0,9010,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11663228,0,0,0,0,0,0,0,0,11663228,106409684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8001,12/31/2024 0:00:00,3732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2420387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128031,0,0,0,0,0,19374,252364,0,0,0,0,0,0,5948,0,17,0,0,0,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1901000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3199630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8006,12/31/2024 0:00:00,3736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11269,0,0,0,0,0,0,0,0,0,0,0,0,3310948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660519,0,0,0,0,142062,3506,0,0,0,0,0,0,0,420156,0,38,0,0,0,0,0,984,0,63858,0,0,0,0,0,0,0,0,0,0,0,0,0,61,144,11,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2775,0,0,3,3070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5537241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8037,12/31/2024 0:00:00,3750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10796343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193324,0,0,0,0,179824,0,0,0,0,0,0,0,0,126090,0,29,0,0,0,0,0,1925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,7,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1046420,0,0,0,0,0,0,0,0,1046420,12150203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8039,12/31/2024 0:00:00,3752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702462,0,0,0,0,0,0,0,0,0,0,0,0,7473382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9565090,0,0,80437,10115,1156774,75443,61524,11983096,0,0,0,0,0,821270,0,195,0,0,0,0,0,5588,0,43158,0,0,0,0,0,0,0,0,0,0,0,0,0,540,415,20,32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6543751,0,0,0,0,0,0,0,0,6543751,29937151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8052,12/31/2024 0:00:00,3761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6722749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645292,0,0,0,0,0,59474,196807,0,0,0,0,0,0,25940,0,33,0,0,0,0,0,3620,0,20546,0,0,0,0,0,0,0,0,0,0,0,0,0,82,193,7,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,2,1899,0,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8774176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8059,12/31/2024 0:00:00,3765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32954004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12882369,0,0,196236,0,3460642,1151580,353422,0,0,0,0,0,0,77921,0,662,0,0,0,0,0,10243,0,50494,0,0,0,0,0,0,0,0,0,0,0,0,0,860,794,5,92024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2110752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11302,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372401,0,0,0,0,0,0,0,0,2372401,53732953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8069,12/31/2024 0:00:00,3771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17953582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322143,0,0,0,0,0,0,0,0,0,0,0,0,0,87085,0,135,0,0,0,0,0,5034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,361,5,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18085,0,0,0,0,0,0,0,0,18085,19441298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8074,12/31/2024 0:00:00,3774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9850622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687952,0,0,0,0,0,0,0,0,0,0,0,0,0,114267,0,40,0,0,0,0,0,1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,7,32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77275,0,0,0,0,0,0,0,0,77275,11461299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8077,12/31/2024 0:00:00,3776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731040,0,0,0,0,0,0,0,0,0,0,0,0,11295726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3987696,0,0,0,0,370630,120082,0,3950416,0,0,0,0,0,400384,0,82,0,0,0,0,0,4567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371,181,13,62023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,0,0,3,1601,0,12967,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533996,0,0,0,0,0,0,0,0,533996,21226457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8080,12/31/2024 0:00:00,3777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42447378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26687650,1337000,0,0,37661752,0,0,662108,0,4572511,8214209,6183,18607441,0,0,0,0,0,513361,0,315,0,0,0,0,0,33775,0,26703,0,0,0,0,0,0,0,0,0,0,0,0,0,1967,1495,24,122023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38654,0,0,0,0,46,75184,0,223445,33571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22581985,0,0,0,0,0,268650,0,0,22850635,155526070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8097,12/31/2024 0:00:00,3785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305252,0,0,0,0,0,0,0,0,0,0,0,0,0,23852,0,13,0,0,0,0,0,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,122024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8100,12/31/2024 0:00:00,3787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59426616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15130108,0,0,0,0,1324514,190939,0,0,0,0,0,0,0,62022,0,526,0,0,0,0,0,15414,0,84270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,618,5,62024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9598036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240061,0,0,0,0,0,0,0,0,3240061,93927423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8110,12/31/2024 0:00:00,3794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67063978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42505558,0,0,1419667,462495,8299168,2829513,1188123,39680386,0,0,0,0,0,29398,0,1165,0,0,0,0,0,41420,0,255282,0,0,0,0,0,0,0,0,0,0,0,0,0,4109,2113,3,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18788762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20351,0,132704,29968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8470107,0,0,0,0,0,0,0,0,8470107,204493864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8111,12/31/2024 0:00:00,3795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2673415254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101057112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500000000,1000000000,0,0,0,0,0,0,3063860222,0,0,150568647,31523459,626154718,1250204267,93917773,4276983709,0,0,0,0,0,6199379,0,35249,0,0,0,0,0,2497010,0,16252247,0,0,0,0,0,0,0,0,0,0,0,0,0,294162,104539,162,32024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956181580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8754831,0,1787808,0,11245,3151,15450049,0,21835092,1656221,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2063848676,0,0,0,0,0,0,0,0,2063848676,12246937256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8113,12/31/2024 0:00:00,3796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,28980205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14397706,0,0,1047943,0,5682939,189497,0,13638366,0,0,0,0,0,557058,0,149,0,0,0,0,0,8320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1853,608,14,32023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9445068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60397,0,7088,0,0,16,83132,0,80650,10783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2583390,0,0,0,0,0,0,0,0,2583390,67141933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8116,12/31/2024 0:00:00,3798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1318298183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72286710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615000000,18750000,0,0,245301688,200000,0,0,1080314347,0,0,126051302,112595962,401303050,203552551,33245148,1717248583,0,0,0,0,0,6505940,0,9446,0,0,0,0,0,902718,0,27215535,0,0,0,0,0,0,0,0,0,0,0,0,0,31539,46675,46,92023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32443200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2256134,0,883030,0,0,786,4198914,0,4202568,551110,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,849221893,0,0,0,0,0,99712,0,0,849321605,7371388519,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0
