"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_LQ0018","ACCT_LQ0019","ACCT_LQ0020","ACCT_LQ0021","ACCT_LQ0022","ACCT_LQ0023","ACCT_LQ0024","ACCT_LQ0025","ACCT_LQ0026","ACCT_LQ0027","ACCT_LQ0028","ACCT_LQ0029","ACCT_LQ0030","ACCT_LQ0034","ACCT_LQ0035","ACCT_LQ0038","ACCT_LQ0039","ACCT_LQ0040","ACCT_LQ0042","ACCT_LQ0043","ACCT_LQ0044","ACCT_LQ0045","ACCT_LQ0046","ACCT_LQ0047","ACCT_LQ0052","ACCT_LQ0053","ACCT_LQ0056","ACCT_LQ0059","ACCT_LQ0860","ACCT_NV0001","ACCT_NV0002","ACCT_NV0003","ACCT_NV0004","ACCT_NV0013","ACCT_NV0014","ACCT_NV0015","ACCT_NV0016","ACCT_NV0017","ACCT_NV0018","ACCT_NV0019","ACCT_NV0020","ACCT_NV0021","ACCT_NV0022","ACCT_NV0023","ACCT_NV0024","ACCT_NV0025","ACCT_NV0026","ACCT_NV0027","ACCT_NV0028","ACCT_NV0029","ACCT_NV0030","ACCT_NV0031","ACCT_NV0032","ACCT_NV0033","ACCT_NV0034","ACCT_NV0035","ACCT_NV0036","ACCT_NV0037","ACCT_NV0038","ACCT_NV0039","ACCT_NV0040","ACCT_NV0041","ACCT_NV0042","ACCT_NV0043","ACCT_NV0044","ACCT_NV0045","ACCT_NV0046","ACCT_NV0047","ACCT_NV0048","ACCT_NV0049","ACCT_NV0050","ACCT_NV0051","ACCT_NV0052","ACCT_NV0053","ACCT_NV0054","ACCT_NV0055","ACCT_NV0056","ACCT_NV0057","ACCT_NV0058","ACCT_NV0059","ACCT_NV0060","ACCT_NV0061","ACCT_NV0062","ACCT_NV0063","ACCT_NV0064","ACCT_NV0065","ACCT_NV0066","ACCT_NV0067","ACCT_NV0068","ACCT_NV0069","ACCT_NV0070","ACCT_NV0071","ACCT_NV0072","ACCT_NV0073","ACCT_NV0074","ACCT_NV0075","ACCT_NV0076","ACCT_NV0077","ACCT_NV0078","ACCT_NV0079","ACCT_NV0080","ACCT_NV0081","ACCT_NV0083","ACCT_NV0084","ACCT_NV0087","ACCT_NV0088","ACCT_NV0089","ACCT_NV0090","ACCT_NV0091","ACCT_NV0092","ACCT_NV0093","ACCT_NV0094","ACCT_NV0095","ACCT_NV0096","ACCT_NV0097","ACCT_NV0098","ACCT_NV0099","ACCT_NV0100","ACCT_NV0101","ACCT_NV0102","ACCT_NV0103","ACCT_NV0104","ACCT_NV0105","ACCT_NV0106","ACCT_NV0107","ACCT_NV0108","ACCT_NV0109","ACCT_NV0110","ACCT_NV0111","ACCT_NV0112","ACCT_NV0113","ACCT_NV0114","ACCT_NV0115","ACCT_NV0116","ACCT_NV0122","ACCT_NV0128","ACCT_NV0134","ACCT_NV0140","ACCT_NV0141","ACCT_NV0142","ACCT_NV0143","ACCT_NV0144","ACCT_NV0145","ACCT_NV0146","ACCT_NV0153","ACCT_NV0154","ACCT_NV0155","ACCT_NV0156","ACCT_NV0157","ACCT_NV0158","ACCT_NV0159","ACCT_NV0160","ACCT_NV0161","ACCT_NV0162","ACCT_NV0169","ACCT_NV0170","ACCT_NV0172","ACCT_NV0173","ACCT_SL0036","ACCT_SL0037","ACCT_SL0038","ACCT_SL0039","ACCT_SL0041","ACCT_SL0043","ACCT_SL0045","ACCT_SL0047","ACCT_SL0049","ACCT_SL0051","ACCT_SL0053","ACCT_SL0055","ACCT_SL0056","ACCT_SL0057","ACCT_SL0058","ACCT_SL0059","ACCT_RB0001","ACCT_RB0002","ACCT_RB0003","ACCT_RB0004","ACCT_RB0005","ACCT_RB0006","ACCT_RB0007","ACCT_RB0008","ACCT_RB0009","ACCT_RB0010","ACCT_RB0011","ACCT_RB0012","ACCT_RB0013","ACCT_RB0014","ACCT_RB0015","ACCT_RB0016","ACCT_RB0017","ACCT_RB0018","ACCT_RB0019","ACCT_RB0020","ACCT_RB0021","ACCT_RB0022","ACCT_RB0023","ACCT_RB0024","ACCT_RB0025"
6680,12/31/2024 0:00:00,3009,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3497006,3256953,0,0,22969770,20833395,16287,16079,78944632,74255039,16287,16079,101914402,95088434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4434557,4068263,0,0,11984016,11045214,0,0,0,0,0,0,16418573,15113477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30430954,26463204,0,0,0,0,0,0,0,0,16287,152260935,139922068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4248000,0,0,0,0,4248000,0,0,139922068,16287,0,116672,0,0,0,116672,53514394,12520346,31775683,43679408,2813196,144303027,0,-225427,0,-225427,0,0,0,0,848193,0,0,0,0,216557,144000,0,13800000,0,0,0,50856756,0,0,0,66743575,2097000,0,0,2097000,0,0,0,3784042,65056533,0,65056533,0,0,0,0,0,0,0,0,0,0,0,0,0
6681,12/31/2024 0:00:00,3010,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609948558,0,1228253250,0,0,0,85369933,0,0,0,0,350000000,0,0,0,0,321492222,291882984,25038394,23542300,289210256,258355734,552788338,535782480,610702478,550238718,577826732,559324780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610702478,577826732,559324780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559324780,610702478,0,17250000,0,0,0,17250000,412685572,91528701,248241876,427429805,7391304,1187277258,0,-1226287,1576649,350362,0,0,0,0,0,0,0,0,0,0,0,0,5098883,0,0,0,0,0,0,0,207891133,4737951,0,0,4737951,0,0,0,13554407,199074677,0,199074677,0,0,0,0,0,0,0,0,0,0,0,0,0
6685,12/31/2024 0:00:00,3011,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,7408016,7229150,0,0,0,0,0,0,642392,621934,0,0,642392,621934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8050408,7851084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1889000,954730,0,0,0,2843730,0,0,7851084,0,0,0,0,0,394890,394890,4429179,1495910,4769725,0,394890,11089704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52882341,3518860,0,0,3518860,0,0,0,3749626,52651575,0,52651575,0,0,0,0,0,0,0,0,0,0,0,0,0
6687,12/31/2024 0:00:00,3012,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1548000,100000,0,0,0,1648000,0,0,0,0,4151,0,0,0,0,4151,1552151,100000,0,0,0,1652151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2485612,22918,0,0,22918,0,0,0,87419,2421111,0,2421111,0,0,0,0,0,0,0,0,0,0,0,0,0
6689,12/31/2024 0:00:00,3013,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7440000,500000,0,0,0,7940000,0,0,0,0,0,46509,0,0,0,46509,7440000,546509,0,0,0,7986509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1529800,8792,0,0,8792,0,0,0,120420,1418172,0,1418172,0,0,0,0,0,0,0,0,0,0,0,0,0
6694,12/31/2024 0:00:00,3016,Subm,0,0,0,26534498,19991736,0,0,0,0,0,0,0,0,0,1443560960,0,0,1274222560,0,1936847000,0,0,0,2022256842,0,0,0,0,0,0,0,0,0,0,0,99743301,95936155,0,0,594984878,552294420,0,0,694728179,648230575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20229367,18833236,0,714957546,667063811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7580889,18315267,6934398,32830554,32830554,201115,0,0,0,0,201115,32830554,0,667063810,0,1700000,3183521,0,2602146,5010512,12496179,55707050,380322669,211127534,60423893,5010512,712591658,0,-80988,0,-80988,0,26627022,0,0,4942720,0,354991,0,0,0,100826428,0,62126500,5439760,2750000,0,0,0,0,0,997508932,82259789,0,0,82259789,0,0,0,61003885,1018764836,0,1018764836,0,0,0,0,0,0,0,0,0,0,0,0,0
6700,12/31/2024 0:00:00,3021,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4715000,4715000,0,0,4715000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,522258,0,0,0,0,522258,0,0,0,4715000,54105,0,0,0,0,54105,2733363,2160000,150000,248000,0,5291363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5344422,93950,0,0,93950,0,0,0,65504,5372868,0,5372868,0,0,0,0,0,0,0,0,0,0,0,0,0
6711,12/31/2024 0:00:00,3028,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25582224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12900000,10041301,0,0,0,0,0,0,12900000,10041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3476000,3507815,0,0,0,0,0,0,16376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1454976,0,1454976,1454976,7738005,4216000,248000,0,0,12202005,1454976,0,0,16376000,0,270200,0,50000,0,320200,9477005,6223200,248000,6404976,8000000,30353181,0,0,-28588,-28588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7170497,50764,0,0,50764,0,0,0,537649,6683612,0,6683612,0,0,0,0,0,0,0,0,0,0,0,0,0
6722,12/31/2024 0:00:00,3034,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8331389,8245363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22838000,22482406,0,0,31169389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640000,3600000,1000000,0,0,8240000,0,0,0,31169390,1088173,0,0,0,215443,1303616,14751173,17277315,8469075,0,215443,40713006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19436042,389622,0,0,389622,0,0,0,1059100,18766564,0,18766564,0,0,0,0,0,0,0,0,0,0,0,0,0
6723,12/31/2024 0:00:00,3035,WISE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6617621,5948983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,594285,574071,0,0,11460884,11198209,0,0,0,0,0,18672790,17721263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17721263,0,0,220072,0,0,0,220072,3093319,6606828,6008167,2040781,192240,17941335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4764556,141721,0,0,141721,0,0,0,327577,4578700,0,4578700,0,0,0,0,0,0,0,0,0,0,0,0,0
6725,12/31/2024 0:00:00,3036,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2480000,744000,0,0,0,3224000,0,0,0,0,0,0,0,0,0,0,2480000,744000,0,0,0,3224000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3041195,30041,0,0,30041,0,0,0,120425,2950811,0,2950811,0,0,0,0,0,0,0,0,0,0,0,0,0
6726,12/31/2024 0:00:00,3037,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6950000,6778841,0,0,0,0,0,0,6950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850000,2146000,250000,0,0,3246000,0,0,0,6950000,5863,0,0,0,0,5863,3455863,5746000,900000,100000,0,10201863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3332036,29846,0,0,29846,0,0,0,167271,3194611,0,3194611,0,0,0,0,0,0,0,0,0,0,0,0,0
6733,12/31/2024 0:00:00,3039,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4745250,1430750,249000,0,0,6425000,0,0,0,0,0,0,0,115618,0,115618,4745250,1430750,249000,115618,0,6540618,0,0,0,0,0,0,0,0,565020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2150363,469848,0,0,469848,0,0,0,353753,2266458,0,2266458,0,0,0,0,0,0,0,0,0,0,0,0,0
6739,12/31/2024 0:00:00,3041,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485000,3427000,4703000,0,0,9615000,0,0,0,0,0,0,0,0,161913,161913,1485000,3427000,4703000,0,161913,9776913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3019461,311801,0,0,311801,0,0,0,160832,3170430,0,3170430,0,0,0,0,0,0,0,0,0,0,0,0,0
6743,12/31/2024 0:00:00,3044,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23971744,23285272,0,0,10001615,9849290,0,0,57140950,54639626,0,0,67142565,64488916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91114309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,1000000,0,0,0,91114309,0,1997225,0,0,0,1997225,23629740,40119270,26636801,3725723,0,94111534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109835275,4370714,0,0,4370714,0,0,0,4676946,109529043,0,109529043,0,0,0,0,0,0,0,0,0,0,0,0,0
6747,12/31/2024 0:00:00,3047,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125000,0,0,0,0,0,0,0,0,0,0,0,250000,236563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16368000,16304115,0,0,0,0,0,0,16618000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1257301,1257301,1257301,200000,0,0,0,0,200000,1257301,0,0,16618000,0,252842,0,0,152252,405094,5904000,9678842,1488000,1257301,152252,18480395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14006670,337041,0,0,337041,0,0,0,524832,13818879,0,13818879,0,0,0,0,0,0,0,0,0,0,0,0,0
6772,12/31/2024 0:00:00,3059,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250004,600000,0,0,0,850004,0,0,0,0,0,72880,0,0,0,72880,250004,672880,0,0,0,922884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694089,198492,0,0,198492,0,0,0,97296,795285,0,795285,0,0,0,0,0,0,0,0,0,0,0,0,0
6774,12/31/2024 0:00:00,3061,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92806600,0,24808858,0,0,0,1397937,0,0,0,0,0,0,0,1487422,1463672,0,0,1000000,959683,0,0,64114966,59353384,0,0,65114966,60313067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18174402,15850937,0,0,5082349,5061378,0,0,0,0,0,89859139,82689054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82689054,0,1252100,0,0,13500000,0,14752100,11309708,34094528,16103115,34060858,1872945,97441154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,833333,0,0,0,0,0,0,0,57416697,1782184,0,0,1782184,0,0,0,2991791,56207090,0,56207090,0,0,0,0,0,0,0,0,0,0,0,0,0
6775,12/31/2024 0:00:00,3062,Subm,0,0,0,314974,0,0,0,0,0,0,0,0,0,0,0,0,0,510249048,0,797744893,0,0,0,320221582,0,0,0,0,170379304,0,0,9964053,9012344,0,0,0,0,0,0,207174868,196576722,0,0,207174868,196576722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4347070,4154321,0,0,14657205,12974885,0,0,0,0,0,0,19004275,17129206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37593205,31804916,0,0,0,0,0,0,948343,666398,0,274684744,255189586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7148877,7148877,0,0,0,0,7148877,500110,751016,0,0,0,1251126,0,7148877,255189585,0,0,12066400,0,6009978,0,18076378,16180972,25743209,27045683,201701896,10994206,281665966,0,-84470,-4892328,-4976798,0,13625906,0,0,0,0,0,0,0,0,0,0,789997,0,0,0,0,0,0,0,246596677,16297712,0,0,16297712,0,0,0,14904077,247990312,0,247990312,0,0,0,0,0,0,0,0,0,0,0,0,0
6778,12/31/2024 0:00:00,3065,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167199509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29225003,29154004,0,0,0,0,0,0,29225003,29154004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29225003,29154004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20913022,0,20913022,20913022,9243000,250000,0,0,0,9493000,20913022,0,29154004,0,0,661800,0,0,1000000,1661800,15446764,20902150,2959890,0,21913022,61221826,0,0,583699,583699,0,0,0,0,1173419,0,0,0,0,0,0,0,2000000,0,0,0,4032879,0,0,0,99641135,1421000,0,0,1421000,0,0,0,7123810,93938325,0,93938325,0,0,0,0,0,0,0,0,0,0,0,0,0
6785,12/31/2024 0:00:00,3069,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19826000,43987000,0,0,0,63813000,0,0,0,0,0,0,0,0,241225,241225,19826000,43987000,0,0,241225,64054225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17987530,198375,0,0,198375,0,0,0,845203,17340702,0,17340702,0,0,0,0,0,0,0,0,0,0,0,0,0
6832,12/31/2024 0:00:00,3093,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23000000,0,0,14748519,0,14748519,0,0,0,0,0,0,0,0,0,0,0,21015537,20022188,0,0,14997759,14375792,0,0,12890018,10934713,0,0,27887777,25310505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3952641,3924802,0,0,0,0,0,52855955,49257495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4712000,4473000,0,0,0,9185000,0,0,49257495,0,388500,466700,0,0,0,855200,22165382,27431226,3567039,6134048,0,59297695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22997616,852945,0,0,852945,0,0,0,2080249,21770312,0,21770312,0,0,0,0,0,0,0,0,0,0,0,0,0
6844,12/31/2024 0:00:00,3100,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230406,226863,0,0,0,0,0,0,230406,226863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28213000,27108480,0,0,0,0,0,28443406,27335343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27335342,0,370000,0,0,0,0,370000,12182927,13469595,2052820,0,0,27705342,0,0,0,0,0,1715589,0,0,0,0,0,0,394381,108723,0,0,145609,0,0,0,0,0,0,0,7884311,314550,0,0,314550,0,0,0,763266,7435595,0,7435595,0,0,0,0,0,0,0,0,0,0,0,0,0
6853,12/31/2024 0:00:00,3107,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,10648400,142925353,134032030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000000,142925353,134032030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9668000,8179000,989000,0,0,18836000,0,0,134032030,11000000,0,0,0,0,0,0,45155817,90256177,22511872,5944164,0,163868030,0,-102400,0,-102400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41111886,4950161,0,0,4950161,0,0,0,2736928,43325119,0,43325119,0,0,0,0,0,0,0,0,0,0,0,0,0
6859,12/31/2024 0:00:00,3109,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1736000,0,0,0,0,1736000,0,0,0,0,0,550000,0,350000,7376,907376,1736000,550000,0,350000,7376,2643376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3421973,238833,0,0,238833,0,0,0,264989,3395817,0,3395817,0,0,0,0,0,0,0,0,0,0,0,0,0
