"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
1601,12/31/2024 0:00:00,780,2/3/2025 10:04:45 PM,8546,1556,0,2887824,0,2189959,2189959,0,4817,8325,0,216,962050,199,644327,18528,0,0,0,0,0,0,0,509,1250,0,20000,0,17490,0,0,0,0,0,0,0,1000,500,600,33613,3642,0,0,0,0,4958,0,0,0,0,0,0,0,1745889,82866,0,0,119976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23238,0,0,0,0,1575,0,0,0,0,251423,439112,0,0,609210,0,0,45,0,0,0,0,0,0,0,0,0,50480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1607,12/31/2024 0:00:00,784,1/28/2025 10:43:51 PM,1203703,71031,0,171700846,0,153899068,153899068,0,47452,0,748709,3703,47512779,4882,16875044,896578,0,0,0,0,0,0,0,9759,202906,0,289390,0,1879082,0,0,0,0,0,0,961,759,472,581,387291,88867,0,0,0,0,0,0,0,0,0,0,0,0,71974449,1155010,0,0,4673488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1418977,0,0,0,0,1082983,0,0,23603863,4358145,36521316,42210353,10211414,0,15563785,0,0,267,0,0,0,0,0,0,0,0,0,480660,0,25662,0,0,0,0,0,0,0,0,0,0,86556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191816,419865,208068,0,0,0,0,0,1733096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1621,12/31/2024 0:00:00,792,1/10/2025 10:03:33 PM,432740,1927,0,37140151,0,26776822,26776822,0,160367,57726,43673,2332,25467410,807,11124261,328828,0,0,0,0,0,0,0,4006,50000,0,0,0,107688,0,0,0,0,0,0,1150,1132,365,738,61492,33852,0,0,0,0,1621226,0,0,0,0,0,0,0,19642281,0,0,0,1383497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257701,0,0,0,0,82835,0,0,5370980,108227,0,34108,0,0,10280481,0,0,1304,0,0,0,0,0,0,0,0,0,481344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123243,0,7802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1644,12/31/2024 0:00:00,803,1/29/2025 10:39:58 PM,34162873,5369010,0,2421329994,0,2140220204,2140220204,0,4975402,2392467,227380,96166,2045114070,40793,879696283,13012330,0,0,0,0,0,0,0,163782,1610113,0,0,1267076,45420796,0,0,0,0,0,0,1421,906,517,678,9524918,1107480,0,0,0,0,8527991,0,0,0,0,0,0,0,597621938,0,0,0,76223393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18605127,0,0,0,0,24331398,0,0,530398290,57555738,591199153,617013328,322535361,0,269232912,0,0,17372,0,0,0,0,0,0,0,0,0,12403491,0,261469,0,0,0,0,0,0,0,0,0,0,172501856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5319172,589041,-58546966,0,0,0,0,0,21501881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1646,12/31/2024 0:00:00,805,1/31/2025 6:33:29 AM,0,19,0,12041240,0,10332732,10332732,0,0,0,0,616,4215520,77,790064,0,0,0,0,0,0,0,0,1333,12903,0,0,3371,39502,0,0,0,0,0,0,950,1173,524,693,38913,35830,0,0,0,0,86216,0,0,0,0,0,0,0,8408376,0,0,0,400415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99351,0,0,0,0,27688,0,0,604037,0,1234103,1234103,0,0,1746951,0,0,63,0,0,0,0,0,0,0,0,0,9971,0,9971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4025,17536,51441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,12/31/2024 0:00:00,812,1/23/2025 10:13:12 PM,305926,188055,0,68169563,0,62482016,62482016,0,39141,5834,20476,5633,44028880,332,6650913,217000,0,0,0,0,0,0,0,5276,536600,0,0,34,538215,0,0,0,0,0,0,0,879,526,621,445851,48882,0,0,0,0,324198,0,0,0,0,0,0,0,31700165,0,0,0,2750650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615853,0,0,0,0,176800,0,0,14166063,3497495,11954017,12593603,0,0,5510747,0,0,1092,0,0,0,0,0,0,0,0,0,237350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81198,9217,238243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1660,12/31/2024 0:00:00,813,1/5/2025 10:00:46 PM,0,1161,0,249231,0,214905,214905,0,0,0,1060,12,89511,5,11145,1060,0,0,0,0,0,0,0,65,210,0,0,0,177,0,0,0,0,0,0,0,1000,550,550,0,458,0,0,0,0,0,0,0,0,0,0,0,0,214905,25318,0,0,14719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2441,0,0,0,0,918,0,0,0,0,0,0,0,0,8090,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1665,12/31/2024 0:00:00,816,1/22/2025 10:02:07 PM,0,4036,0,482095,0,378851,378851,0,0,0,0,61,307750,54,147512,0,0,0,0,0,0,0,0,149,149,0,1200,0,0,0,0,0,0,0,0,0,1600,500,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378851,0,0,0,32917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3831,0,0,0,0,3402,0,0,0,0,0,0,0,0,99842,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,12/31/2024 0:00:00,817,1/21/2025 10:04:56 PM,10501,4,0,8598224,0,6537289,6537289,0,30686,7815,0,303,5930850,88,1381801,51779,0,0,0,0,0,0,0,625,3000,0,0,10,106425,0,0,0,0,0,0,0,1200,557,631,2547,1237,0,0,0,0,0,0,0,0,0,0,0,0,4198964,0,0,0,236971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71163,0,0,0,0,9991,0,0,515292,0,1823033,1823033,0,0,2050944,0,0,155,0,0,0,0,0,0,0,0,0,80839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11876,0,9072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,12/31/2024 0:00:00,820,1/30/2025 11:10:31 AM,171380902,15239662,0,4217515635,0,2911516767,3034806490,0,1773892,4014300,63846,120388,3193113460,41695,1585513688,8381817,0,0,0,0,0,0,0,253527,359168,0,0,24367035,73984648,0,0,0,0,0,338,1050,1209,723,805,4892750,932984,0,0,0,0,34983686,0,0,0,0,0,0,0,525595013,0,0,0,125295086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26879491,0,0,0,0,76694342,739000000,123289723,923631036,103384394,1092488261,1195413293,90689106,0,382244824,0,0,47858,0,0,0,0,0,0,0,0,0,7699640,0,364473,0,0,0,0,0,0,0,0,0,0,946510209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9460559,1164983,74378984,0,0,0,0,0,107160039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,12/31/2024 0:00:00,834,1/30/2025 10:32:20 PM,13007598,1554014,0,1020431977,0,925107416,925268178,0,403473,308576,31890,9297,584010443,964,91894734,1262412,0,0,0,0,0,0,0,54129,1159989,0,0,0,16025809,0,0,0,0,0,1,990,1190,700,275,522967,148620,0,0,0,0,0,0,0,0,0,0,0,0,209138505,0,0,0,20236756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7870356,0,0,0,0,4620347,0,160762,115638111,36999983,365605700,388051775,172349985,0,110287591,0,0,898,0,0,0,0,0,0,0,0,0,4900071,0,118336,0,0,0,0,0,0,0,0,0,0,4526482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2393963,457989,2872016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,12/31/2024 0:00:00,835,1/28/2025 10:32:53 PM,74706725,19351616,0,2704321784,0,2401345872,2401345872,0,13084643,2584778,2895043,40011,1352725155,8315,341395356,19891416,0,0,0,0,0,0,0,132291,586279,0,0,160481,27963712,0,0,0,0,0,0,1475,313,624,699,5089087,1973597,0,0,0,0,0,0,0,0,0,0,0,0,637267394,25500000,0,0,77163924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20936742,0,0,0,0,45674241,60000000,0,417411140,35401099,599526754,611983348,693633887,0,202950278,0,0,1398,0,0,0,0,0,0,0,0,0,2717360,0,120927,0,0,0,0,0,0,0,0,0,0,228637658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4815091,2298911,76518238,0,0,0,0,0,375254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,12/31/2024 0:00:00,836,1/30/2025 10:03:08 PM,16997514,3975452,0,739770559,0,680596351,680596351,0,1619445,709670,54180,17684,420042228,2611,76137697,3415191,0,0,0,0,0,0,0,45136,202906,0,0,177053,6951658,0,0,0,0,0,0,1500,750,700,750,1289679,196110,0,0,0,0,1328724,0,0,0,0,0,0,0,236761324,15000000,0,0,20352033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6257035,0,0,0,0,4846245,0,0,184561646,27516227,120829274,131867940,96983050,0,55168492,0,0,2666,0,0,0,0,0,0,0,0,0,6223937,0,218792,0,0,0,0,0,0,0,0,0,0,6478512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537408,1147635,4872873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,12/31/2024 0:00:00,838,2/6/2025 10:03:10 PM,991511,100135,0,49015315,0,42187571,42187571,0,73931,69126,8019,2255,23622535,903,11605550,208860,0,0,0,0,0,0,0,3613,292288,0,0,73,379373,0,0,0,0,0,0,1140,1341,523,671,112943,5666,0,0,0,0,46341,0,0,0,0,0,0,0,23536913,755372,0,0,2133816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412971,0,0,0,0,281827,0,0,9840420,2376767,6387130,6387130,0,0,5791645,0,0,625,0,0,0,0,0,0,0,0,0,204662,0,35200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68951,70625,168158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1726,12/31/2024 0:00:00,839,2/13/2025 10:01:28 PM,7476796,981112,0,437801419,0,373563419,373563419,0,938010,508778,7813,20409,396331512,4552,112479516,2581669,0,0,0,0,0,0,0,34079,982687,0,0,671851,10080805,0,0,0,0,0,0,805,1301,601,643,2635133,474988,0,0,0,0,3103224,0,0,0,0,0,0,0,82056211,0,0,0,13661364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3445725,0,0,0,0,2673412,10000000,0,40015000,19163417,124696386,197582448,16577037,0,51885519,0,0,5797,0,0,0,0,0,0,0,0,0,7634592,0,558301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400390,64329,4961012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1729,12/31/2024 0:00:00,841,1/28/2025 10:34:51 PM,860301,96927,0,42926514,0,39065590,39065590,0,27238,8339,0,1463,16136224,278,5352720,73664,0,0,0,0,0,0,0,3634,900000,0,0,1767,174559,0,0,0,0,0,0,1190,1075,725,875,65330,16977,0,0,0,0,0,0,0,0,0,0,0,0,22676017,437372,0,0,1317981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,393569,0,0,0,0,125921,0,0,8034319,1541325,4306604,4410109,2055345,0,3288709,0,0,630,0,0,0,0,0,0,0,0,0,5144,0,709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44757,59634,88346,0,0,0,0,0,608633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,12/31/2024 0:00:00,843,2/20/2025 3:19:20 PM,26306806,3033564,0,673663853,0,570237899,595158899,0,1103630,174178,3603,12182,375581338,2436,90118776,2055536,0,0,0,0,0,0,0,47025,989408,0,0,2464237,7889775,0,0,0,0,0,4,990,1150,324,324,1724999,268834,0,0,0,0,0,0,0,0,0,0,0,0,219314470,0,0,0,17915710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5495170,0,0,0,0,6583153,43000000,24921000,85854647,16738629,171670361,188853441,53118570,0,63340961,0,0,1578,0,0,0,0,0,0,0,0,0,3143118,0,261615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913257,789052,6420384,0,0,0,0,0,335851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,12/31/2024 0:00:00,845,1/30/2025 10:17:28 PM,911690,42610,0,30398171,0,26447914,26447914,0,0,0,0,1978,10385057,1092,4397490,0,0,0,0,0,0,0,0,1782,34000,0,0,0,115666,0,0,0,0,0,0,990,1064,469,579,22501,1199,0,0,0,0,0,0,0,0,0,0,0,0,14965600,2209086,0,0,1024766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257671,0,0,0,0,83243,0,0,4973634,1188251,1698325,1770273,3544913,0,1652044,0,0,216,0,0,0,0,0,0,0,0,0,133584,0,23726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27925,8136,1089530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1750,12/31/2024 0:00:00,850,1/30/2025 11:26:08 PM,2331494,121847,0,60381613,0,52870216,52870216,0,42287,0,0,2350,29472900,900,18913836,91424,0,0,0,0,0,0,0,4543,25000,0,0,0,369468,0,0,0,0,0,0,0,1172,818,745,154108,20673,0,0,0,0,1160833,0,0,0,0,0,0,0,20021425,693716,0,0,2851085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,502681,0,0,0,0,789433,0,0,10249138,2135452,323342,2224569,17078800,0,6027647,0,0,1465,0,0,0,0,0,0,0,0,0,100660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121459,77852,259926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,12/31/2024 0:00:00,851,1/24/2025 10:10:24 PM,7614445,275652,0,371713774,0,251026742,286638742,0,640868,7249,82,15850,288620933,4182,99350802,1101039,0,0,0,0,0,0,0,16567,2250000,0,0,2310251,5747801,0,0,0,0,0,144,0,671,620,669,1377417,264550,0,0,0,0,0,0,0,0,0,0,0,0,43779840,0,0,0,10889819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2463095,0,0,0,0,7757014,57477810,35612000,67244199,8720521,75265369,80214011,49958651,0,20712333,0,0,1561,0,0,0,0,0,0,0,0,0,1844869,0,0,0,0,0,0,0,0,0,0,0,0,40582942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182216,86031,16631491,0,0,0,0,0,805000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1784,12/31/2024 0:00:00,858,1/14/2025 10:05:06 PM,1534604,98172,0,130303485,0,109255061,109255061,0,226295,28982,4290,3161,44027247,1386,15147269,259567,0,0,0,0,0,0,0,5849,7000,0,0,0,1476872,0,0,0,0,0,0,1190,1190,459.6,419,98247,30290,0,0,0,0,0,0,0,0,0,0,0,0,47360209,1665211,0,0,2746219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1037293,0,0,0,0,1655493,0,0,13875143,5499918,22334639,24264231,17903060,0,18077300,0,0,240,0,0,0,0,0,0,0,0,0,134348,0,17659,0,0,0,0,0,0,0,0,0,0,5204060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74501,312887,223895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
