"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
47,12/31/2024 0:00:00,30,0,0,266529,0,1,0,99239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,0,0,0,20000,0,0,0,0,0,50590700,0,0,0,0,0,0,0,0,02/01/2023,0,57300433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,12/31/2024 0:00:00,31,0,0,489520,0,1,0,255009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5194000,4049000,0,0,0,9243000,0,0,0,225849,0,0,-973,224876,0,0,0,0,597,51385086,0,0,0,0,0,0,0,0,Fiscal Year 2022,166396,63888189,0,0,0,0,0,0,0,0,0,0,0,443551,0,0,0,0,0,0,0,0,0,0
51,12/31/2024 0:00:00,32,0,360946317,35606411,20534010,1,0,67778238,57947,0,0,1055189,10788214,11901350,0,0,0,0,0,0,1820458,36044289,186622455,485212360,17889612,727589175,142039398,39425261,44856104,42724782,1659181,270704726,0,-178249724,0,20038199,-1367,0,-199344,19837488,0,0,0,0,239692,8054717731,4,70688,70688,0,0,0,4,70688,01/01/2023,23240646,8685000874,0,0,0,0,0,0,0,0,0,0,0,57967977,0,8037768,0,0,0,0,0,0,0,-5825
53,12/31/2024 0:00:00,33,0,0,506039,0,1,0,359948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1500000,0,1000000,0,0,2500000,0,0,0,146488,0,0,0,146488,0,0,0,0,0,56900673,0,0,0,0,0,0,0,0,01/01/2023,0,62112098,0,0,0,0,0,0,0,0,0,0,0,273745,0,0,0,0,0,0,0,0,0,0
60,12/31/2024 0:00:00,35,0,50181175,1640265,2095095,1,0,3388962,0,0,0,0,0,0,0,0,0,0,0,0,10805195,12584723,21437065,15553836,0,60380818,0,0,0,0,0,0,0,-5565684,0,2412500,0,0,0,2412500,0,0,0,0,0,427596770,0,0,0,0,0,0,0,0,04/01/2023,663863,470997505,0,0,0,0,0,0,0,0,0,0,0,4290943,0,0,0,0,0,25,270810,0,0,0
77,12/31/2024 0:00:00,41,0,6189100,1851929,0,1,0,742923,0,0,0,0,0,0,0,0,0,0,0,0,1818361,8568438,16801092,4793666,0,31981557,0,0,0,0,0,0,0,-3678761,0,211260,0,0,0,211260,0,0,0,0,0,185374552,0,0,0,0,0,0,0,0,07/01/2023,-250000,199030790,0,0,0,0,0,0,0,0,0,0,0,173999,0,0,0,1,420635,0,0,0,0,0
79,12/31/2024 0:00:00,43,0,36947870,4885332,641024,1,0,3678591,0,0,0,0,0,0,0,0,0,0,0,0,15165288,38047107,29426480,27912968,3095214,113647058,0,0,0,0,0,0,0,-13041263,0,3185000,0,0,0,3185000,0,0,0,0,364,805306360,0,0,0,0,0,0,0,0,01/01/2023,1317646,879094261,0,0,0,0,0,0,0,0,0,0,0,5086631,0,0,0,0,0,0,0,0,0,0
82,12/31/2024 0:00:00,46,0,44338105,996890,0,1,0,1607415,0,0,0,0,0,0,0,0,0,0,0,0,2620557,0,0,0,0,2620557,15178101,1952882,0,0,0,17130983,0,-6270,0,1352051,0,0,0,1352051,0,0,0,0,0,260133272,0,0,0,0,0,0,0,0,01/01/2023,365808,298457306,0,0,0,0,0,0,0,0,0,0,0,1472972,0,0,0,0,0,7,2745991,0,0,0
90,12/31/2024 0:00:00,49,0,0,0,0,1,0,91203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2821597,0,0,0,0,0,0,0,0,03/01/2023,58827,7874665,0,0,0,0,0,0,0,0,0,0,0,8695,0,0,0,0,0,0,0,0,0,0
98,12/31/2024 0:00:00,54,0,0,200,0,1,0,23647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3030000,2610000,0,0,0,5640000,0,0,0,11331,0,0,0,11331,0,0,0,0,0,10094409,0,0,0,0,0,0,0,0,03/01/2023,0,12157256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,12/31/2024 0:00:00,57,0,0,604149,0,1,0,161342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3184940,1977759,0,0,5162699,0,0,0,297874,0,0,0,297874,0,0,0,0,0,62033984,0,0,0,0,0,0,0,0,01/01/2023,-22915,73941851,0,0,0,0,0,0,0,0,0,0,0,312715,0,0,0,52,1383483,0,0,0,0,0
108,12/31/2024 0:00:00,58,0,0,572616,0,1,0,217387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,1400000,0,0,0,29960,0,0,0,29960,0,0,0,0,0,35925164,0,0,0,0,0,0,0,0,03/01/2023,0,44754889,0,0,0,0,0,0,0,0,0,0,0,129117,0,0,0,0,0,0,0,0,0,0
110,12/31/2024 0:00:00,59,0,0,33176,0,1,0,56560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32608204,0,0,0,0,0,0,0,0,04/01/2023,0,38080487,0,0,0,0,0,0,0,0,0,0,0,4710,0,0,0,0,0,0,0,0,0,0
119,12/31/2024 0:00:00,62,0,249192,189828,0,1,0,28487,0,0,0,0,0,0,0,0,0,0,0,0,9540936,9596702,19566141,18287050,6605186,63596015,0,0,0,0,0,0,0,-8542502,0,32051,0,0,0,32051,0,0,0,0,0,86228861,0,0,0,0,0,0,0,0,01/01/2023,0,95893771,0,0,0,0,0,0,0,0,0,0,0,75577,0,0,-499775,0,0,0,0,0,0,0
120,12/31/2024 0:00:00,63,0,0,769906,0,1,0,366384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21160000,23370000,996000,0,0,45526000,0,0,0,358127,0,0,0,358127,0,0,0,0,0,111862555,0,0,0,0,0,0,0,0,01/01/2023,4328,121999376,0,0,0,0,0,0,0,0,0,0,0,132522,0,0,0,0,0,24,2117683,0,0,0
132,12/31/2024 0:00:00,69,0,0,903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895593,0,0,0,0,0,0,0,0,,0,1054220,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0
135,12/31/2024 0:00:00,70,0,1775505,991415,0,1,0,286626,0,0,0,0,0,0,0,0,0,0,0,0,0,497619,499453,4444826,4306314,9748212,0,0,0,0,0,0,0,-126788,0,23351,0,0,0,23351,0,0,0,0,0,78814102,0,0,0,0,0,0,0,0,01/01/2023,5588,88780690,0,0,0,0,0,0,0,0,0,0,0,430814,0,0,0,0,0,0,0,0,0,0
138,12/31/2024 0:00:00,72,0,0,695435,0,1,0,67916,0,0,0,0,0,0,0,0,0,0,0,0,3913232,3795587,249204,0,0,7958022,0,0,0,0,0,0,0,-110978,0,0,0,0,0,0,0,0,0,0,0,36710839,0,0,0,0,0,0,0,0,03/01/2023,0,40745812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,7268496,35,1009714,0,0,0
146,12/31/2024 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5114558,0,0,0,0,0,0,0,0,,0,5581583,0,0,0,0,0,0,0,0,0,0,0,25792,0,0,0,0,0,0,0,0,0,0
147,12/31/2024 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1437514,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1583079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,12/31/2024 0:00:00,77,0,26095628,7887692,0,1,0,3558239,0,0,0,0,0,0,0,0,0,0,0,0,35931214,9772770,32518830,9244185,0,87466999,2914958,0,87998,62698,0,3065654,0,-5906095,0,2801276,323,0,12613,2814212,0,0,0,0,12613,400296148,0,0,0,0,0,0,0,0,07/01/2023,490762,436161980,0,0,0,0,0,0,0,0,0,0,0,1812033,0,0,198619,0,0,0,0,0,0,-780457
151,12/31/2024 0:00:00,78,0,85698880,3669589,25369,1,0,9681672,0,0,0,0,0,0,0,0,0,0,0,0,23523424,6551905,18948157,38802294,19250375,107076154,0,0,0,0,0,0,0,-17995521,0,5403399,0,0,0,5403399,0,0,0,0,0,941828254,0,0,0,0,0,0,0,0,01/01/2023,3232555,1057035115,0,0,0,0,0,0,0,0,0,0,0,5308608,0,0,2366931,0,0,0,0,0,0,0
153,12/31/2024 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306082,0,0,0,0,0,0,0,0,,0,392834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,12/31/2024 0:00:00,83,0,12203092,12931587,0,1,0,21285322,0,0,0,0,22171208,22171208,0,0,0,0,0,0,61777624,55979127,92075169,109338651,40243683,359414255,0,0,0,0,0,0,0,-39089300,0,12422094,0,0,6884,12428978,0,0,0,0,6884,2199784395,0,0,0,14,753115,677803,0,0,01/01/2023,8713806,2480859554,0,0,0,0,0,0,0,0,0,0,0,19876037,0,1049304,-603979,207,1157768,3,12262318,0,0,0
162,12/31/2024 0:00:00,85,0,12695609,769688,0,1,0,676323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800000,5300000,500000,600000,8200000,19400000,0,0,0,198000,0,0,0,198000,0,0,0,0,0,156320713,0,0,0,0,0,0,0,0,01/01/2023,122000,173914120,0,0,0,0,0,0,0,0,0,0,0,677162,0,0,0,0,0,0,0,0,0,0
167,12/31/2024 0:00:00,87,0,0,9733581,3677649,1,0,1512007,0,0,0,0,0,0,0,0,0,0,0,0,16473794,21933589,7756785,0,0,46164167,0,125000,0,0,0,125000,0,-1376103,0,166332,0,0,-39009,127323,0,0,0,0,14000,626460030,0,0,0,0,0,0,0,0,01/01/2023,351796,691852678,0,0,0,0,0,0,0,0,0,0,0,4135986,0,0,0,0,0,0,0,0,0,0
168,12/31/2024 0:00:00,88,0,0,375938,0,1,0,98877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,494556,0,744556,0,0,0,41000,0,0,0,41000,0,0,0,0,0,36257973,0,0,0,0,0,0,0,0,10/01/2023,0,39667196,0,0,0,0,0,0,0,0,0,0,0,165644,0,0,0,0,0,0,0,0,0,0
169,12/31/2024 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,961490,0,0,0,0,0,0,0,0,,0,1675314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,12/31/2024 0:00:00,92,0,189012659,10099553,738582,1,0,5627775,0,0,0,0,0,0,0,0,0,0,0,0,134717814,213782160,53521386,38555389,0,440576749,0,0,0,0,0,0,0,-30149205,0,4305870,0,0,-1956,4303914,0,0,0,0,2777,1441674158,0,0,0,16,46151,45564,0,0,04/01/2023,360098,1675712333,0,0,0,0,0,0,0,0,0,0,0,11453759,0,0,0,0,0,0,0,0,0,0
187,12/31/2024 0:00:00,100,0,0,375036,0,1,0,264903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744000,496000,248000,0,0,1488000,0,0,0,105224,0,0,0,105224,0,0,0,0,0,25264669,0,0,0,0,0,0,0,0,01/01/2023,296736,29209031,0,0,0,0,0,0,0,0,0,0,0,111626,0,0,0,0,0,0,0,0,0,0
195,12/31/2024 0:00:00,104,0,0,153679,0,1,0,58099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90287,0,0,0,90287,0,0,0,0,0,17214110,0,0,0,0,0,0,0,0,01/01/2023,1069,18830163,0,0,0,0,0,0,0,0,0,0,0,17899,0,0,0,0,0,0,0,0,0,0
196,12/31/2024 0:00:00,105,0,3991465,31844331,10328348,1,0,36749824,0,0,0,0,0,0,0,0,0,0,0,0,47442079,23972753,76719986,35121982,0,183256799,0,0,0,0,0,0,0,-24113888,0,32500000,0,0,0,32500000,0,0,0,0,0,2692256615,3,445303,332027,0,0,0,0,0,01/01/2023,19699299,2949187338,0,0,0,0,0,0,0,0,0,0,0,26515977,0,0,0,0,0,0,0,0,0,0
198,12/31/2024 0:00:00,107,0,0,116363,0,1,0,29993,3324764,0,0,0,0,3324764,0,0,0,0,0,0,0,0,0,0,0,0,2500000,3000000,0,0,0,5500000,0,0,0,15403,0,0,0,15403,0,0,0,0,0,37382850,0,0,0,0,0,0,0,0,01/01/2023,0,51047126,0,0,0,0,0,0,0,0,0,0,0,9079,0,-86730,0,0,0,0,0,0,0,0
199,12/31/2024 0:00:00,108,0,14306020,3331020,352395,1,0,688284,0,0,0,0,0,0,0,0,0,0,0,0,3060600,4184466,4508595,21366282,4175438,37295381,0,0,0,0,0,0,0,-6788760,0,491039,0,0,0,491039,0,0,0,0,0,177381229,0,0,0,0,0,0,0,0,01/01/2023,69660,203114775,0,0,0,0,0,0,0,0,0,0,0,1518096,0,0,0,0,0,0,0,0,0,0
200,12/31/2024 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7275396,0,0,0,0,0,0,0,0,,0,10035325,0,0,0,0,0,0,0,0,0,0,0,13537,0,0,0,0,0,0,0,0,0,0
205,12/31/2024 0:00:00,112,0,4988977,884079,0,1,0,1012407,0,0,0,0,0,0,0,0,0,0,0,0,6303308,13867360,14820474,13546688,0,48537830,0,0,0,0,0,0,0,-2711342,0,427000,0,0,0,427000,0,0,0,0,0,244154617,0,0,0,0,0,0,0,0,01/01/2023,425000,288580224,0,0,0,0,0,0,0,0,0,0,0,365843,0,0,0,0,0,0,0,0,0,0
216,12/31/2024 0:00:00,116,0,2184299,467612,0,1,0,104936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8724149,1476560,5088559,0,0,15289268,0,0,0,140505,0,0,771,141276,0,0,0,0,0,68904033,0,0,0,0,0,0,0,0,01/01/2023,77450,75390516,0,0,0,0,0,0,0,0,0,0,0,350855,0,0,0,0,0,0,0,0,0,0
220,12/31/2024 0:00:00,117,0,6745359,132121,0,1,0,112102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989037,1992661,500000,0,0,4481698,0,0,0,35121,0,0,0,35121,0,0,0,0,0,31449679,0,0,0,0,0,0,0,0,01/01/2023,101683,39390088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,12/31/2024 0:00:00,119,0,597101,3819591,362646,1,0,2076452,0,0,0,0,0,0,0,0,0,0,0,0,355420,381767,196488,0,0,933675,500000,0,0,0,0,500000,0,-40941,0,2511857,0,0,0,2511857,0,0,0,0,0,123519564,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,158794646,0,0,0,0,0,0,0,0,0,0,0,1744896,0,0,0,0,0,0,0,0,0,0
227,12/31/2024 0:00:00,121,0,627730795,13400835,132374007,1,0,650149722,0,0,0,0,0,0,0,0,0,0,0,0,1041905699,220563353,546561868,1303507274,32534561,3145072755,0,0,0,0,0,0,0,-204667775,0,530943515,0,0,-2860459,528083056,0,0,0,0,8229402,28204297827,0,0,0,2085,925494982,227188525,0,0,01/01/2023,601794136,31208843810,0,0,0,0,0,0,0,0,0,0,0,113112061,0,0,7,0,0,0,0,0,0,0
233,12/31/2024 0:00:00,124,0,12593158,1340103,0,1,0,556258,0,0,0,0,0,0,0,0,0,0,0,0,1695268,2236213,3619212,2862494,50809,10463996,0,0,0,0,0,0,0,-1187288,0,265903,0,0,0,265903,0,0,0,0,0,177798600,0,0,0,0,0,0,0,0,01/01/2023,424197,196125901,0,0,0,0,0,0,0,0,0,0,0,952904,0,0,-298217,0,0,0,0,0,0,0
234,12/31/2024 0:00:00,125,0,0,190924,0,1,0,54650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8493000,10244000,3750000,0,0,22487000,0,0,0,0,0,0,0,0,0,0,0,0,0,62747694,0,0,0,0,0,0,0,0,03/01/2023,0,80257428,0,0,0,0,0,0,0,0,0,0,0,263490,0,0,0,0,0,0,0,0,0,0
240,12/31/2024 0:00:00,128,0,0,414346,0,1,0,285706,0,0,0,0,0,0,0,0,0,0,0,0,5319280,0,669835,465737,193126,6647978,498000,2186217,1518358,2929394,0,7131969,0,-447458,0,71084,0,0,0,71084,0,0,0,0,0,84486918,0,0,0,0,0,0,0,0,01/01/2023,-117333,103061351,0,0,0,0,0,0,0,0,0,0,0,352155,0,0,0,0,0,0,0,0,0,0
242,12/31/2024 0:00:00,129,0,0,1414515,157677,1,0,1168593,0,0,0,0,0,0,0,0,0,0,0,0,8995525,7517308,663989,0,0,17176823,0,0,0,0,0,0,0,-611493,0,1319957,0,0,0,1319957,0,0,0,0,0,98001509,0,0,0,0,0,0,0,0,01/01/2023,579051,119260674,0,0,0,0,0,0,0,0,0,0,0,73270,0,0,0,0,0,0,0,0,0,0
256,12/31/2024 0:00:00,136,0,6255263,1532259,395720,1,0,864558,0,0,0,0,0,0,0,0,0,0,0,0,35381718,7948237,22288367,11679943,782426,78080692,0,0,0,0,0,0,0,-5506384,0,869513,0,0,0,869513,0,0,0,0,0,242792461,0,0,0,0,0,0,0,0,Fiscal Year 2022,143696,268876265,0,0,0,0,0,0,0,0,0,0,0,915597,0,0,0,13,4738603,0,0,0,0,0
258,12/31/2024 0:00:00,137,0,19143225,1848619,0,1,0,691091,0,0,0,0,0,0,0,0,0,0,0,0,1987656,9738289,0,6982989,0,18708935,32835847,47222180,26413542,26830252,0,133301820,0,-770112,0,424284,0,0,0,424284,0,0,0,0,0,361606142,0,0,0,0,0,0,0,0,07/01/2023,141523,412376341,0,0,0,0,0,0,0,0,0,0,0,2630673,0,0,0,0,0,0,0,0,0,0
262,12/31/2024 0:00:00,139,0,-147,469002,0,1,0,155430,0,0,0,0,0,0,0,0,0,0,0,0,7943025,6376009,7384599,1111714,0,22815347,0,0,0,0,0,0,0,-1629383,0,142198,0,0,0,142198,0,0,0,0,0,66485691,0,0,0,0,0,0,0,0,05/01/2023,113251,70755315,0,0,0,0,0,0,0,0,0,0,0,418109,0,0,0,0,0,0,0,0,0,0
266,12/31/2024 0:00:00,143,0,1841401,1073713,0,1,0,2105423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28552896,33729988,17371794,5019721,0,84674399,0,0,0,303966,0,0,0,303966,0,0,0,0,0,279962096,0,0,0,0,0,0,0,0,03/01/2023,1349187,332189002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,12/31/2024 0:00:00,149,0,0,2023291,829074,1,0,279836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541243,0,0,0,541243,0,0,0,0,0,154970533,0,0,0,0,0,0,0,0,03/01/2023,116033,183956929,0,0,0,0,0,0,0,0,0,0,0,171327,0,0,0,0,0,0,0,0,0,0
277,12/31/2024 0:00:00,152,0,16568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96904,573958,319670,515232,75665,1581429,0,0,0,0,0,0,0,-164330,0,0,0,0,0,0,0,0,0,0,0,1279907,0,0,0,0,0,0,0,0,,0,2241187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,12/31/2024 0:00:00,154,0,855542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11780089,0,0,0,0,0,0,0,0,,0,13386507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,12/31/2024 0:00:00,155,0,0,86629,0,1,0,34211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22796,0,0,0,22796,0,0,0,0,0,12276519,0,0,0,0,0,0,0,0,01/01/2023,0,13870095,0,0,0,0,0,0,0,0,0,0,0,87363,0,0,44985,0,0,0,0,0,0,0
