"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","ACCT_811B3","ACCT_811B4","ACCT_811B5","ACCT_811C3","ACCT_811C4","ACCT_811C5","ACCT_811D","ACCT_811D1","ACCT_811D2","ACCT_811E","ACCT_811E1","ACCT_811E2","ACCT_812A1","ACCT_812B1","ACCT_812C","ACCT_813A1","ACCT_813A2","ACCT_813B1","ACCT_814A6","ACCT_814A7","ACCT_814A8","ACCT_814J3","ACCT_814J4","ACCT_814J5","ACCT_814K","ACCT_814K1","ACCT_814K2","ACCT_815A1","ACCT_815B1","ACCT_815C","ACCT_816B3","ACCT_816B4","ACCT_816B5","ACCT_816T","ACCT_816T1","ACCT_816T2","ACCT_822A1","ACCT_822B1","ACCT_822C","ACCT_900A1","ACCT_900B1","ACCT_900C5","ACCT_900C6","ACCT_900C7","ACCT_900C8","ACCT_900H2","ACCT_900H3","ACCT_900J2","ACCT_900J3","ACCT_900K2","ACCT_900K3","ACCT_900K4","ACCT_900L2","ACCT_900L3","ACCT_900M","ACCT_900M1","ACCT_900P","ACCT_900T1","ACCT_959A","ACCT_960A","ACCT_960B","ACCT_961A5","ACCT_961A6","ACCT_961A7","ACCT_961A8","ACCT_961A9","ACCT_963C"
12181,9/30/2024 0:00:00,6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4393174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6178044,0,0,0,0,1784870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,821
12185,9/30/2024 0:00:00,6065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,44,0,0,0,0,0,0,0
12199,9/30/2024 0:00:00,6071,0,0,0,0,0,0,35395242,0,0,0,0,0,0,0,198741812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5637252,0,0,0,245336820,0,0,0,0,5562514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737,1521,28,0,0,0,0,0,638
12219,9/30/2024 0:00:00,6082,0,0,0,0,0,0,1356955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806734,0,0,0,7136457,0,0,0,0,4972768,44,0,2,0,0,0,3,0,2,0,12,0,12,30,0,7,0,32,44,274,112,12,0,0,0,0,0,151
12225,9/30/2024 0:00:00,6086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
12227,9/30/2024 0:00:00,6088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12259,9/30/2024 0:00:00,6105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299377,0,0,0,0,299377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,36
12266,9/30/2024 0:00:00,6110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
12271,9/30/2024 0:00:00,6111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1441559,0,0,0,0,0,0,0,0,0,19578,0,0,0,0,55891,0,0,4756,2876490,0,0,0,0,1374284,5,0,2,0,0,0,1,0,0,0,1,0,1,2,0,0,0,4,5,254,12,1,0,0,0,0,0,293
12274,9/30/2024 0:00:00,6114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
12289,9/30/2024 0:00:00,6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12290,9/30/2024 0:00:00,6126,0,0,0,0,0,0,110925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626001,0,0,2349,802164,0,0,0,0,62889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,18
12291,9/30/2024 0:00:00,6127,0,0,0,0,0,0,264354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569926,1838203,0,0,0,0,3923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,12,0,0,0,0,0,0,88
12292,9/30/2024 0:00:00,6128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1296488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359634,0,0,0,0,63146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,59
12305,9/30/2024 0:00:00,6138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2974180,0,0,0,0,1652694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,483
12310,9/30/2024 0:00:00,6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,74
12319,9/30/2024 0:00:00,6148,0,0,0,0,0,0,3062876,0,0,0,0,0,0,0,3391027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7876418,0,0,0,0,1422515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,197,0,0,0,0,0,0,124
12330,9/30/2024 0:00:00,6153,0,0,0,0,0,0,9123786,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135622,0,0,3131029,12390937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429,373,0,0,0,0,0,0,335
12333,9/30/2024 0:00:00,6156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,37,0,0,0,0,0,0,28
12334,9/30/2024 0:00:00,6157,0,0,0,0,0,0,11008277,0,0,0,0,0,0,0,7942255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216586,0,0,0,19167118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233,411,0,0,0,0,0,0,59
12351,9/30/2024 0:00:00,6166,0,0,0,0,0,0,44539,0,0,0,0,0,0,0,1815084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19031,0,0,115934,1994588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,106,0,0,0,0,0,0,10
12354,9/30/2024 0:00:00,6168,0,0,0,0,0,0,256363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97943,0,0,0,974922,0,0,0,0,620616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,43,0,0,0,0,0,0,141
12356,9/30/2024 0:00:00,6169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
12361,9/30/2024 0:00:00,6171,0,0,0,0,0,0,6131136,0,0,0,0,0,0,0,29637085,0,0,0,0,0,0,0,0,0,1854506,0,0,0,0,66828,0,0,0,45651617,0,0,0,0,9816568,31,31,0,6,0,0,4,6,7,13,12,30,42,13,1,1,10,20,62,667,299,0,0,0,0,0,0,281
12365,9/30/2024 0:00:00,6172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
12375,9/30/2024 0:00:00,6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12383,9/30/2024 0:00:00,6180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,575007,0,0,0,0,185369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
12425,9/30/2024 0:00:00,6204,0,0,0,0,0,0,38384225,0,0,0,0,0,0,0,40064946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2931306,0,0,0,92830837,0,0,0,0,11450360,10,46,0,0,0,0,3,2,6,18,10,46,56,0,0,1,26,0,56,451,1334,0,0,0,0,0,0,5834
12438,9/30/2024 0:00:00,6210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7802066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260855,9950523,0,0,0,0,887602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,69,0,0,0,0,0,0,96
12440,9/30/2024 0:00:00,6212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
12443,9/30/2024 0:00:00,6215,0,0,0,0,0,0,33742753,0,0,0,0,0,0,0,39011965,0,0,0,0,0,0,0,0,0,1979590,0,0,0,0,1675452,0,0,1284,81102899,0,0,0,0,6671445,153,19,4,33,0,0,39,2,26,1,89,17,108,25,2,21,0,66,172,643,1275,0,2,2,14,0,18,840
12458,9/30/2024 0:00:00,6225,0,0,0,0,0,0,24950138,0,0,0,0,0,0,0,64908445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190000,92887233,0,0,0,0,2838650,0,2,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,2,522,746,0,0,0,0,0,0,369
12470,9/30/2024 0:00:00,6234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1700870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2394738,0,0,0,0,693868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,225
12472,9/30/2024 0:00:00,6236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41400,0,0,0,405468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209
12473,9/30/2024 0:00:00,6237,0,0,0,0,0,0,679809,0,0,0,0,0,0,0,7664669,0,0,0,0,0,0,0,0,0,1376444,0,0,0,0,550208,0,0,747325,17549948,0,0,0,0,7907937,44,1,0,0,0,0,18,0,4,1,27,1,31,17,0,4,0,17,45,971,158,0,0,0,0,0,0,1576
12478,9/30/2024 0:00:00,6240,0,0,0,0,0,0,704691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31944,736635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,0,0,0,0,0,0,329
12505,9/30/2024 0:00:00,6251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12508,9/30/2024 0:00:00,6252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
12527,9/30/2024 0:00:00,6261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12543,9/30/2024 0:00:00,6268,0,0,0,0,0,0,44657831,0,0,0,0,0,0,0,8226701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966334,0,0,0,54179751,0,0,0,0,328885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,244,0,0,0,0,0,0,20
12546,9/30/2024 0:00:00,6269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
12570,9/30/2024 0:00:00,6281,0,0,0,0,0,0,539301,0,0,0,0,0,0,0,5856088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403006,6833492,0,0,0,0,35097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,23,7,0,0,0,0,0,86
12601,9/30/2024 0:00:00,6300,0,0,0,0,0,0,103294,0,0,0,0,0,0,0,981686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3322549,4407529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,20,0,0,0,0,0,0,318
12604,9/30/2024 0:00:00,6302,0,0,0,0,0,0,4894239,0,0,0,0,0,0,0,4296211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118819,0,0,284618,11276668,0,0,0,0,1682781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,276,0,0,0,0,0,0,90
12608,9/30/2024 0:00:00,6305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
12613,9/30/2024 0:00:00,6310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12616,9/30/2024 0:00:00,6312,0,0,0,0,0,0,931303,0,0,0,0,0,0,0,1677904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3577924,0,0,0,0,968717,1,49,0,0,0,0,1,9,0,8,1,37,38,0,12,0,17,12,50,176,45,48,0,0,3,0,3,136
12619,9/30/2024 0:00:00,6315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
12624,9/30/2024 0:00:00,6319,0,0,0,0,0,0,2890405,0,0,0,0,0,0,0,1743145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42224,0,0,0,4675774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,66,0,0,0,0,0,0,68
12643,9/30/2024 0:00:00,6329,0,0,0,0,0,0,1505679,0,0,0,0,0,0,0,2741793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1219382,0,0,1549250,9350108,0,0,0,0,2334004,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,2,349,39,0,0,0,0,0,0,164
12648,9/30/2024 0:00:00,6333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46751,0,0,0,0,46751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,47
12654,9/30/2024 0:00:00,6337,0,0,0,0,0,0,2411950,0,0,0,0,0,0,0,1466434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4670350,0,0,0,0,791966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,106,0,0,0,0,0,0,72
12666,9/30/2024 0:00:00,6344,0,0,0,0,0,0,5180137,0,0,0,0,0,0,0,1518229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53414,0,0,0,7050537,0,0,0,0,298757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,123,0,0,0,0,0,0,26
12671,9/30/2024 0:00:00,6348,0,0,0,0,0,0,844000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33500,0,0,4361,881861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,12,0,0,0,0,0,0,42
12673,9/30/2024 0:00:00,6350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
12679,9/30/2024 0:00:00,6354,0,0,0,0,0,0,6466780,0,0,0,0,0,0,0,19407645,0,0,0,0,0,0,0,0,0,53155,0,0,0,0,0,0,0,0,32863048,0,0,0,0,6988623,19,16,0,0,0,0,1,0,18,12,19,16,24,0,0,0,4,0,35,136,857,0,0,0,0,0,0,122
12686,9/30/2024 0:00:00,6358,0,0,0,0,0,0,716274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,716274,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,8,54,2,0,0,0,0,0,0,104
12697,9/30/2024 0:00:00,6362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19770009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78262,0,0,479396,32634318,0,0,0,0,12306651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1283,4,42,0,0,0,0,0,1749
12729,9/30/2024 0:00:00,6377,0,0,0,0,0,0,7968105,0,0,0,0,0,0,0,10433607,0,0,0,0,0,0,0,0,0,1378986,0,0,0,0,2018785,0,0,19636,33106277,0,0,0,0,12666144,72,7,0,9,0,0,18,2,19,4,46,7,53,17,0,8,0,26,79,520,288,1,0,0,1,0,1,161
12735,9/30/2024 0:00:00,6381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
12745,9/30/2024 0:00:00,6388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757709,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,20,23,31,0,0,0,0,0,0,70
12748,9/30/2024 0:00:00,6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12752,9/30/2024 0:00:00,6395,0,0,0,0,0,0,1083914,0,0,0,0,0,0,0,3735259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32374,0,0,0,4922249,0,0,0,0,70702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,155,0,0,0,0,0,0,114
12765,9/30/2024 0:00:00,6401,0,0,0,0,0,0,92372108,0,0,0,0,0,0,0,108952554,0,0,0,0,0,0,0,0,0,18907737,0,0,0,0,9068820,0,0,375975,235772124,0,0,0,0,25002667,426,58,1,6,0,0,130,13,90,28,339,58,397,80,0,108,16,88,484,6315,3492,3,1,0,0,0,1,4921
12771,9/30/2024 0:00:00,6404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
12794,9/30/2024 0:00:00,6413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
12805,9/30/2024 0:00:00,6421,0,0,0,0,0,0,18990472,0,0,0,0,0,0,0,41427692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3919309,0,0,0,72865101,0,0,0,0,8527628,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,188,737,0,0,0,0,0,0,570
12808,9/30/2024 0:00:00,6423,0,0,0,0,0,0,2284125,0,0,0,0,0,0,0,6593457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10373886,0,0,0,0,1496304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,159,44,0,0,0,0,0,634
12813,9/30/2024 0:00:00,6427,0,0,0,0,0,0,2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487163,1000964,0,0,0,0,511304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,37,0,0,0,0,0,0,284
12814,9/30/2024 0:00:00,6428,0,0,0,0,0,0,9460353,0,0,0,0,0,0,0,28441719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1839483,39741555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412,30,134,0,0,0,0,0,54
12826,9/30/2024 0:00:00,6437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
12837,9/30/2024 0:00:00,6446,0,0,0,0,0,0,20784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6269,0,0,195702,222755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,7
12847,9/30/2024 0:00:00,6453,0,0,0,0,0,0,1399108,0,0,0,0,0,0,0,948831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820767,3168706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,33
12852,9/30/2024 0:00:00,6456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,6,0,0,0,0,0,0,149
12858,9/30/2024 0:00:00,6459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7757276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2316228,17969874,0,0,0,0,7896370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,593,0,0,0,0,0,0,351
12859,9/30/2024 0:00:00,6460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
12873,9/30/2024 0:00:00,6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131594,131594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,0,0,0,0,0,0,36
12877,9/30/2024 0:00:00,6471,0,0,0,0,0,0,860796,0,0,0,0,0,0,0,1537506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15307,0,0,1406034,5231446,0,0,0,0,1411803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,44,0,0,0,0,0,0,140
12890,9/30/2024 0:00:00,6478,0,0,0,0,0,0,4435242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408536,0,0,0,0,0,0,0,923421,5400247,0,0,0,0,41584,86,0,0,0,0,0,0,0,29,0,49,0,49,19,0,4,0,37,86,522,162,0,16,18,0,0,34,205
12892,9/30/2024 0:00:00,6480,0,0,0,0,0,0,256566,0,0,0,0,0,0,0,5066278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6140963,11471825,0,0,0,0,8018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26,0,0,0,0,0,0,46
12898,9/30/2024 0:00:00,6482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90101,150970,0,0,0,0,23392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
12900,9/30/2024 0:00:00,6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
12906,9/30/2024 0:00:00,6488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92722,0,0,246741,956853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,13,0,0,0,0,0,0,26
12912,9/30/2024 0:00:00,6492,0,0,0,0,0,0,1285615,0,0,0,0,0,0,0,35865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,34,0,0,0,0,0,0,21
