"CU_NUMBER","CYCLE_DATE","JOIN_NUMBER","UPDATE_DATE","ACCT_007","ACCT_008","ACCT_009","ACCT_010","ACCT_011C","ACCT_013","ACCT_018","ACCT_019","ACCT_021B","ACCT_022B","ACCT_023B","ACCT_025A","ACCT_025B","ACCT_031A","ACCT_031B","ACCT_041B","ACCT_042","ACCT_058C","ACCT_065","ACCT_067","ACCT_068","ACCT_069","ACCT_080","ACCT_083","ACCT_084","ACCT_100","ACCT_300","ACCT_340","ACCT_380","ACCT_386","ACCT_387","ACCT_388","ACCT_392","ACCT_400","ACCT_457","ACCT_521","ACCT_522","ACCT_523","ACCT_524","ACCT_550","ACCT_551","ACCT_552","ACCT_562","ACCT_563","ACCT_602","ACCT_630","ACCT_652A","ACCT_652B1","ACCT_652B2","ACCT_655A","ACCT_655B1","ACCT_655B2","ACCT_656C","ACCT_657","ACCT_658","ACCT_662","ACCT_668","ACCT_671","ACCT_672A","ACCT_672B1","ACCT_672B2","ACCT_703","ACCT_704","ACCT_705","ACCT_706","ACCT_707","ACCT_708","ACCT_710","ACCT_712","ACCT_713","ACCT_714","ACCT_715","ACCT_716","ACCT_718","ACCT_719","ACCT_720","ACCT_721","ACCT_722","ACCT_723","ACCT_724","ACCT_730","ACCT_741A","ACCT_741B1","ACCT_741B2","ACCT_742A","ACCT_742B1","ACCT_742B2","ACCT_746A","ACCT_746B1","ACCT_746B2","ACCT_749","ACCT_750A","ACCT_750B1","ACCT_750B2","ACCT_751","ACCT_755","ACCT_760C","ACCT_761C","ACCT_771","ACCT_775","ACCT_794","ACCT_798","ACCT_799A","ACCT_799B1","ACCT_799B2","ACCT_825","ACCT_860C","ACCT_880","ACCT_902","ACCT_906A","ACCT_908A","ACCT_908C","ACCT_911","ACCT_931","ACCT_940","ACCT_959","ACCT_960","ACCT_968","ACCT_973","ACCT_975","ACCT_976","ACCT_991","Acct_965A","Acct_965B","Acct_965C","Acct_965D","ACCT_020A","ACCT_020B","ACCT_024A","ACCT_024B","ACCT_042A","ACCT_090A","ACCT_090B","ACCT_090C","ACCT_090D","ACCT_099A","ACCT_143A","ACCT_143B","ACCT_143C","ACCT_143D","ACCT_400A","ACCT_400B","ACCT_400C","ACCT_400D","ACCT_400F","ACCT_459A","ACCT_463A","ACCT_475A","ACCT_475B","ACCT_475C","ACCT_475D","ACCT_691B","ACCT_691C","ACCT_692","ACCT_692A","ACCT_704A","ACCT_704B","ACCT_704C","ACCT_704D","ACCT_704E","ACCT_705A","ACCT_705B","ACCT_708B","ACCT_720A","ACCT_720B","ACCT_720C","ACCT_720D","ACCT_720E","ACCT_721A","ACCT_721B","ACCT_724B","ACCT_733A","ACCT_745C1","ACCT_745C2","ACCT_796C1","ACCT_796C2","ACCT_797C1","ACCT_797C2","ACCT_799C1","ACCT_799C2","ACCT_965C1","ACCT_965C2","ACCT_088","ACCT_799A1","ACCT_672B","ACCT_672C1","ACCT_672C2","ACCT_672D","ACCT_744B","ACCT_744C1","ACCT_744C2","ACCT_744D","ACCT_652B","ACCT_652C1","ACCT_652C2","ACCT_652D","ACCT_766A","ACCT_766B","ACCT_766C1","ACCT_766C2","ACCT_766D","ACCT_766E","ACCT_798A1","ACCT_798A2","ACCT_798A3","ACCT_009A","ACCT_009B","ACCT_009C","ACCT_769A1","ACCT_769B1","ACCT_616","ACCT_616A","ACCT_704A1","ACCT_704C1","ACCT_980","ACCT_742C1","ACCT_742C2","ACCT_020J","ACCT_020K","ACCT_020L","ACCT_021J","ACCT_021K","ACCT_021L","ACCT_022J","ACCT_022K","ACCT_022L","ACCT_023J","ACCT_023K","ACCT_023L","ACCT_041J","ACCT_041K","ACCT_041L","Acct_1019","Acct_1019A","Acct_1019B","Acct_1019C","Acct_1019D","Acct_1019E","Acct_789A","Acct_789A1","Acct_789B","Acct_789B1"
8261,9/30/2024 0:00:00,3866,11/7/2024 4:55:33 PM,0,110939,0,27750458,0,23049843,24545843,0,0,0,0,714,21338514,109,877545,0,0,0,0,0,0,0,0,2042,6000,0,0,4874,217496,0,0,0,0,0,6,1265,1519,518,718,52919,8662,0,0,0,0,734,0,0,0,0,0,0,0,13398678,0,0,0,720244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243815,0,0,0,0,131597,0,1496000,4493793,944224,3848667,3975295,237119,0,3073018,0,0,102,0,0,0,0,0,0,0,0,0,121322,0,4020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36290,45878,508273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8290,9/30/2024 0:00:00,3877,10/28/2024 10:20:34 PM,5479840,445114,0,210402015,0,194623688,194672166,0,534140,130318,0,12311,132864549,1977,27846559,1291345,0,0,0,0,0,0,0,20954,101830,0,0,0,941872,0,0,0,0,0,1,800,1171,473,579,467258,86758,0,0,0,117640,15679991,0,0,0,0,0,0,0,105546609,0,0,0,6133897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1882710,0,0,0,0,743720,0,48478,50088333,7126835,15555473,16181920,0,0,18591175,0,0,4715,0,0,0,0,0,0,0,0,0,1510835,0,38687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,333610,98682,1442993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8298,9/30/2024 0:00:00,3881,10/28/2024 10:35:30 PM,211350,27240,0,35291574,0,28779883,28779883,0,49416,0,0,1569,16889604,270,3697165,70668,0,0,0,0,0,0,0,2388,10000,0,0,0,104226,0,0,0,0,0,0,990,1200,650,650,48561,10913,0,0,0,0,0,0,0,0,0,0,0,0,13570787,612727,0,0,1098012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289711,0,0,0,0,578489,0,0,6980322,617719,2061948,2245743,5365312,0,5886176,0,0,332,0,0,0,0,0,0,0,0,0,68371,0,9111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38719,21794,1374849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8299,9/30/2024 0:00:00,3882,10/11/2024 10:02:15 PM,942979,97740,0,104491355,0,88088889,90553889,0,162236,0,0,3952,63260724,724,19851723,315403,0,0,0,0,0,0,0,8380,75000,0,0,0,943352,0,0,0,0,0,1,1225,1800,1249,1349,493340,120667,0,0,0,0,0,0,0,0,0,0,0,0,50121354,0,0,0,3097690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,862352,0,0,0,0,910491,0,2465000,15274424,2591937,14905189,18478763,0,0,11450554,0,0,1344,0,0,0,0,0,0,0,0,0,919923,0,38743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252224,87591,2676821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8313,9/30/2024 0:00:00,3889,10/22/2024 10:14:50 PM,0,4510,0,16241096,0,14276496,14774521,0,48705,2625,0,797,7836614,42,764955,59799,0,0,0,0,0,0,0,1890,200000,0,0,0,93301,0,0,0,0,0,2,1190,1050,688,688,21108,3506,0,0,0,0,620675,0,0,0,0,0,0,0,6016835,214990,0,0,528748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160541,0,0,0,0,-1691,0,498025,1612899,487148,2361733,2622170,2916769,0,1250953,0,0,73,0,0,0,0,0,0,0,0,0,39328,0,32215,0,0,0,0,0,0,0,0,0,0,355932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8382,8745,54645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8317,9/30/2024 0:00:00,3891,10/29/2024 10:16:08 PM,60903,118811,0,58036319,0,51819019,52064623,0,32608,2490,0,2268,21481929,320,3321150,125202,0,0,0,0,0,0,0,3861,34361,0,0,29,464719,0,0,0,0,0,1,1128,1251,420,539,74229,5147,0,0,0,0,0,0,0,0,0,0,0,0,21043988,0,0,0,1848330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453139,0,0,0,0,644722,0,245604,10459367,2575970,13079617,13275942,4218374,0,5650467,0,0,451,0,0,0,0,0,0,0,0,0,229957,0,8236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49785,114802,2403315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8333,9/30/2024 0:00:00,3901,10/30/2024 11:07:44 PM,31308104,13595298,0,4581628230,0,3895879612,3895879612,0,2991218,946496,0,172523,3387825443,12458,475650538,6393501,0,0,0,0,0,0,0,226817,226817,0,0,5167600,49555439,0,0,0,0,0,0,1057,799,599,549,4570994,1040389,0,0,0,0,7381923,0,0,0,0,0,0,0,1769889073,0,0,0,92131024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33479078,0,0,0,0,37880433,100000000,0,691205643,25769228,51371865,839031059,471197123,0,610582282,0,0,40515,0,0,0,0,0,0,0,0,0,17831577,0,762246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15374592,1962611,30673692,0,0,0,0,0,1191384653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8339,9/30/2024 0:00:00,3905,10/5/2024 10:01:27 PM,0,0,0,4840713,0,3894297,3894297,0,4880,0,2303,172,1449482,55,690592,30685,0,0,0,0,0,0,0,519,1024,0,0,0,73408,0,0,0,0,0,0,0,1200,690,790,12234,2002,0,0,0,-16862,0,0,0,0,0,0,0,0,3373663,65397,0,0,88261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40917,0,0,0,0,11604,0,0,0,0,520634,520634,0,0,886277,0,0,50,0,0,0,0,0,0,0,0,0,21779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1271,9295,5217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8344,9/30/2024 0:00:00,3908,10/30/2024 10:27:43 PM,0,7422,0,88022946,0,66494340,71995340,0,167046,75592,8322,4106,42160697,204,10866154,361604,0,0,0,0,0,0,0,4441,15000,0,0,94,931858,0,0,0,0,0,26,990,1509,729,729,69556,8599,0,0,0,0,0,0,0,0,0,0,0,0,41809419,0,0,0,1176265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,692419,0,0,0,0,346981,0,5501000,14122754,1744037,8818130,8818130,0,0,15672168,0,0,1867,0,0,0,0,0,0,0,0,0,236230,0,66486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110115,138646,3784108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8349,9/30/2024 0:00:00,3910,10/30/2024 11:12:41 PM,1360486,35720,0,81686424,0,72803984,72803984,0,192300,0,0,3253,29284413,382,6546462,292332,0,0,0,0,0,0,0,5528,260000,0,0,0,98217,0,0,0,0,0,0,1199,1218,464,574,84101,31331,0,0,0,903509,0,0,0,0,0,0,0,0,43525670,0,0,0,1933429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,709463,0,0,0,0,730704,0,0,17235326,1147851,1671883,2104738,8790399,0,7220311,0,0,569,0,0,0,0,0,0,0,0,0,106508,0,1286,0,0,0,0,0,0,0,0,0,0,326265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76120,127692,313705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8367,9/30/2024 0:00:00,3918,10/29/2024 10:40:41 PM,1571755,72921,0,83231935,0,69878941,69878941,0,9951,0,0,7290,52061912,868,17045127,9951,0,0,0,0,0,0,0,5239,50000,0,5000,0,686153,0,0,0,0,0,0,990,1600,500,570,31236,13016,0,0,0,0,108572,0,0,0,0,0,0,0,43162907,0,0,0,1885742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660816,0,0,0,0,450030,0,0,10482924,2697382,8165001,12241979,0,0,12902964,0,0,1191,0,0,0,0,0,0,0,0,0,51927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101238,0,351231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8413,9/30/2024 0:00:00,3940,10/17/2024 10:06:03 PM,434695,14353,0,34877580,0,29059734,29059734,0,52769,0,0,1342,9512418,475,3034871,70943,0,0,0,0,0,0,0,3133,7500,0,0,15,58707,0,0,0,0,0,0,990,1184,445,641,87104,20799,0,0,0,134249,0,0,0,0,0,0,0,0,16623865,0,0,0,1230733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302343,0,0,0,0,715856,0,0,5759433,918129,557777,715501,5042806,0,4967741,0,0,277,0,0,0,0,0,0,0,0,0,335354,0,14149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,235138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8418,9/30/2024 0:00:00,3943,10/23/2024 10:10:55 PM,438238,312404,0,52265488,0,42298734,42298734,0,0,0,0,1589,24431458,251,5880595,39475,0,0,0,0,0,0,0,3535,4500,0,0,302,394970,0,0,0,0,0,0,1200,1100,500,675,122301,60889,0,0,0,91547,0,0,0,0,0,0,0,0,26361830,4295977,0,0,913327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414549,0,0,0,0,60799,0,0,5477605,0,6455589,8592773,0,0,5791310,0,0,455,0,0,0,0,0,0,0,0,0,12867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8428,9/30/2024 0:00:00,3949,10/21/2024 10:06:34 PM,12330100,621780,0,261742146,0,234994434,234994434,0,106194,80092,239232,8336,206853002,1614,35390211,1429361,0,0,0,0,0,0,0,21216,100000,0,0,7752,3460518,0,0,0,0,0,0,1199,1800,649,799,368512,53255,0,0,0,0,31166016,0,0,0,0,0,0,0,37156755,1150000,0,0,9131246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2212752,0,0,0,0,1211114,242670,0,73239237,7563414,67167013,77036156,5761926,0,24177774,0,0,2880,0,0,0,0,0,0,0,0,0,684941,0,0,0,0,0,0,0,0,0,0,0,0,194936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755369,6892,10792829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8433,9/30/2024 0:00:00,3952,10/29/2024 10:38:37 PM,1245149,27663,0,56670012,0,49028253,49028253,0,48635,43592,622,2400,27582931,696,11083093,123550,0,0,0,0,0,0,0,6907,80200,0,0,966,347007,0,0,0,0,0,0,1000,1266,419,715,98790,31456,0,0,0,0,1596644,0,0,0,0,0,0,0,25810963,0,0,0,1856602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,487176,0,0,0,0,41088,0,0,9685457,732390,6436499,6820666,4105879,0,8050553,0,0,627,0,0,0,0,0,0,0,0,0,214911,0,29393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65087,61520,36834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8435,9/30/2024 0:00:00,3953,10/31/2024 12:04:12 AM,0,882346,0,90258085,0,81919339,81919339,0,14911,0,0,3787,57307775,517,24094356,33343,0,0,0,0,0,0,0,6604,953207,0,0,87109,769753,0,0,0,0,0,0,1415,1000,478,702,81978,3792,0,0,0,0,0,0,0,0,0,0,0,0,31673624,0,0,0,2249588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,712941,0,0,0,0,1302609,0,0,15282364,2922850,12759724,13753944,17957668,0,8284643,0,0,1261,0,0,0,0,0,0,0,0,0,202800,0,122030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97053,55352,1244863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8442,9/30/2024 0:00:00,3957,10/25/2024 10:15:07 PM,3154652,88747,0,82787720,0,67547908,67547908,0,23864,0,0,3712,33137946,440,14596987,50042,0,0,0,0,0,0,0,4585,326928,0,0,0,571687,0,0,0,0,0,0,990,1090,469,249,128651,20154,0,0,0,0,0,0,0,0,0,0,0,0,37655157,2744637,0,0,2016379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676986,0,0,0,0,506865,0,0,11012232,2764377,13837214,15599823,0,0,11977904,0,0,1168,0,0,0,0,0,0,0,0,0,223535,0,5313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78017,103448,4302689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8445,9/30/2024 0:00:00,3959,10/25/2024 10:04:10 PM,2231705,19548,0,139477422,0,100667414,125881414,0,217616,128911,0,6121,46107617,2919,16552116,480013,0,0,0,0,0,0,0,15007,50000,0,0,14931,1181798,0,0,0,0,0,89,850,1600,800,1400,445349,153977,0,0,0,0,1480164,0,0,0,0,0,0,0,60100912,1337648,0,0,3434901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164124,0,0,0,0,266471,0,25214000,12882701,4176508,1242462,20980496,0,0,11991889,0,0,2063,0,0,0,0,0,0,0,0,0,693112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207371,8064,31235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8474,9/30/2024 0:00:00,3973,10/21/2024 10:12:32 PM,229632,11660,0,11320361,0,8764383,10258651,0,13525,6869,0,854,9665909,313,4251907,57690,0,0,0,0,0,0,0,1707,2750,0,9156,1249,105652,0,0,0,0,0,4,0,1280,644,1148,25851,2295,0,0,0,0,0,0,0,0,0,0,0,0,4736684,136308,0,0,442944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101234,0,0,0,0,13449,148228,1494268,1633045,17571,661145,2370892,0,0,763725,0,0,367,0,0,0,0,0,0,0,0,0,177135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24422,0,34220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8475,9/30/2024 0:00:00,3974,10/29/2024 10:18:47 PM,8537603,2609265,0,481435679,0,410912699,410912699,0,448589,20670,0,15862,248280078,2779,66168411,862847,0,0,0,0,0,0,0,34287,208474,0,0,0,3365694,0,0,0,0,0,0,1396,1099,674,674,1270914,253759,0,0,0,0,603410,0,0,0,0,0,0,0,190792447,0,0,0,10012556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4009257,0,0,0,0,3384394,0,0,73465614,21321941,78146724,86180540,35603811,0,68836835,0,0,5559,0,0,0,0,0,0,0,0,0,1883276,0,223122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789823,945936,10257799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8486,9/30/2024 0:00:00,3980,10/28/2024 10:16:32 PM,7400525,5640929,0,606725808,0,512093413,512093413,0,785565,10750,0,26792,459645506,11570,154753689,1716730,0,0,0,0,0,0,0,39424,515034,0,0,1115356,7100755,0,0,0,0,0,0,890,1174,299,599,836002,227288,0,0,0,520714,2108710,0,0,0,0,0,0,0,163458065,1848155,0,0,18473842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4821606,0,0,0,0,9552648,45000000,0,139138494,20491637,98796746,108056144,75706896,0,46672075,0,0,6454,0,0,0,0,0,0,0,0,0,2116987,0,345793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1485604,381482,20191827,0,0,0,0,0,24883229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
