"CU_Number","CYCLE_DATE","JOIN_NUMBER","ACCT_AS0001","ACCT_AS0003","ACCT_AS0004","ACCT_AS0005","ACCT_AS0010","ACCT_AS0041","ACCT_AS0048","ACCT_AS0050","ACCT_AS0051","ACCT_AS0052","ACCT_AS0053","ACCT_AS0054","ACCT_AS0055","ACCT_AS0056","ACCT_AS0057","ACCT_AS0058","ACCT_AS0059","ACCT_AS0060","ACCT_AS0061","ACCT_AS0062","ACCT_AS0063","ACCT_AS0064","ACCT_AS0065","ACCT_AS0066","ACCT_AS0067","ACCT_AS0068","ACCT_AS0069","ACCT_AS0070","ACCT_AS0071","ACCT_AS0072","ACCT_AS0073","ACCT_DL0121","ACCT_EQ0009","ACCT_IS0004","ACCT_IS0011","ACCT_IS0012","ACCT_IS0013","ACCT_IS0016","ACCT_IS0017","ACCT_IS0021","ACCT_IS0022","ACCT_LC0047","ACCT_LC0085","ACCT_LI0003","ACCT_LI0069","ACCT_LN0050","ACCT_LN0051","ACCT_LN0052","ACCT_LN0053","ACCT_LN0054","ACCT_LN0055","ACCT_LN0056","ACCT_LN0057","ACCT_NW0001","ACCT_NW0002","ACCT_NW0010","ACCT_PC0001","ACCT_PC0002","ACCT_PC0003","ACCT_PC0004","ACCT_PC0005","ACCT_PC0006","ACCT_PC0007","ACCT_PC0008","ACCT_PC0009","ACCT_PC0010","ACCT_SL0003","ACCT_IS0020","ACCT_IS0026","ACCT_IS0046","ACCT_IS0047","ACCT_SL0012","ACCT_SL0013","ACCT_SL0014","ACCT_SL0015","ACCT_SL0016","ACCT_SL0017","ACCT_AS0042"
77,9/30/2024 0:00:00,41,0,5612557,2003577,0,1,0,724312,0,0,0,0,0,0,0,0,0,0,0,0,123079,11355199,17335637,4891306,0,33705220,0,0,0,0,0,0,0,-2974404,0,211260,0,0,0,211260,0,0,0,0,0,186068617,0,0,0,0,0,0,0,0,07/01/2023,-250000,200051859,0,0,0,0,0,0,0,0,0,0,0,121016,0,0,0,0,0,0,0,0,0,0
79,9/30/2024 0:00:00,43,0,25457752,6302347,1532497,1,0,3730710,0,0,0,0,0,0,0,0,0,0,0,0,18290921,35575347,31414168,35007524,2095314,122383274,0,0,0,0,0,0,0,-10847791,0,2135000,0,0,0,2135000,0,0,0,0,289,801513927,0,0,0,0,0,0,0,0,01/01/2023,1317646,877154144,0,0,0,0,0,0,0,0,0,0,0,3816492,0,0,0,0,0,0,0,0,0,0
82,9/30/2024 0:00:00,46,0,38682213,736066,0,1,0,1651572,0,0,0,0,0,0,0,0,0,0,0,0,3629796,0,0,0,0,3629796,0,0,0,0,0,0,0,-17125,0,950000,0,0,0,950000,0,0,0,0,0,254761451,0,0,0,0,0,0,0,0,01/01/2023,365808,292035503,0,0,0,0,0,0,0,0,0,0,0,921579,0,0,0,0,0,6,2413999,0,0,0
90,9/30/2024 0:00:00,49,0,0,0,0,1,0,98651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2915336,0,0,0,0,0,0,0,0,03/01/2023,58827,7996463,0,0,0,0,0,0,0,0,0,0,0,6749,0,0,0,0,0,0,0,0,0,0
98,9/30/2024 0:00:00,54,0,0,200,0,1,0,24626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2580000,2620000,0,0,0,5200000,0,0,0,12309,0,0,0,12309,0,0,0,0,0,10258675,0,0,0,0,0,0,0,0,03/01/2023,0,12328427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,9/30/2024 0:00:00,57,0,0,699557,0,1,0,141545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3177750,1973168,0,0,5150918,0,0,0,162911,0,0,0,162911,0,0,0,0,0,62600798,0,0,0,0,0,0,0,0,01/01/2023,-22915,74566808,0,0,0,0,0,0,0,0,0,0,0,237830,0,0,0,37,844275,0,0,0,0,0
108,9/30/2024 0:00:00,58,0,0,644323,0,1,0,214092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400000,1400000,0,0,0,22460,0,0,0,22460,0,0,0,0,0,35380057,0,0,0,0,0,0,0,0,03/01/2023,0,44173470,0,0,0,0,0,0,0,0,0,0,0,95580,0,0,0,0,0,0,0,0,0,0
110,9/30/2024 0:00:00,59,0,0,35055,0,1,0,56560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33810722,0,0,0,0,0,0,0,0,04/01/2023,0,39192384,0,0,0,0,0,0,0,0,0,0,0,3522,0,0,0,0,0,0,0,0,0,0
119,9/30/2024 0:00:00,62,0,213463,136261,0,1,0,20351,0,0,0,0,0,0,0,0,0,0,0,0,10512644,18776783,23923270,20351796,3774391,77338884,0,0,0,0,0,0,0,-6963823,0,-5284,0,0,0,-5284,0,0,0,0,0,85548012,0,0,0,0,0,0,0,0,01/01/2023,0,97632618,0,0,0,0,0,0,0,0,0,0,0,21667,0,0,0,0,0,0,0,0,0,0
120,9/30/2024 0:00:00,63,0,0,404780,0,1,0,372905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22653000,25413000,249000,0,0,48315000,0,0,0,316847,0,0,0,316847,0,0,0,0,0,106325591,0,0,0,0,0,0,0,0,01/01/2023,4328,116409738,0,0,0,0,0,0,0,0,0,0,0,99473,0,0,0,0,0,14,1132890,0,0,0
132,9/30/2024 0:00:00,69,0,0,1433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,932972,0,0,0,0,0,0,0,0,,0,1093308,0,0,0,0,0,0,0,0,0,0,0,4500,0,0,0,0,0,0,0,0,0,0
135,9/30/2024 0:00:00,70,0,1755309,1349105,0,1,0,278234,0,0,0,0,0,0,0,0,0,0,0,0,0,499210,499964,1998482,4407011,7404666,0,0,0,0,0,0,0,0,0,23351,0,0,0,23351,0,0,0,0,0,79026813,0,0,0,0,0,0,0,0,01/01/2023,5588,88795333,0,0,0,0,0,0,0,0,0,0,0,327603,0,0,0,0,0,0,0,0,0,0
138,9/30/2024 0:00:00,72,0,145719,551961,0,1,0,67459,0,0,0,0,0,0,0,0,0,0,0,0,4249010,4193227,151731,0,0,8593969,0,0,0,0,0,0,0,-123031,0,0,0,0,0,0,0,0,0,0,0,37790743,0,0,0,0,0,0,0,0,03/01/2023,0,41686981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,5715290,35,1009714,0,0,0
146,9/30/2024 0:00:00,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4879448,0,0,0,0,0,0,0,0,,0,5351000,0,0,0,0,0,0,0,0,0,0,0,25792,0,0,0,0,0,0,0,0,0,0
147,9/30/2024 0:00:00,75,0,0,0,0,1,0,5488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1391352,0,0,0,0,0,0,0,0,Fiscal Year 2020,0,1542058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,9/30/2024 0:00:00,77,0,19923007,8422657,0,1,0,3673104,0,0,0,0,0,0,0,0,0,0,0,0,37610112,5484617,33532468,7084044,2959987,86671228,3034157,0,0,157192,0,3191350,0,-4930702,0,2427856,0,0,0,2427856,0,0,0,0,9408,403561425,0,0,0,0,0,0,0,0,07/01/2023,490762,439993872,0,0,0,0,0,0,0,0,0,0,0,1358429,0,0,225097,0,0,0,0,0,0,780657
151,9/30/2024 0:00:00,78,0,76259648,2898584,18581,1,0,9646417,0,0,0,0,0,0,0,0,0,0,0,0,23613376,5380349,22231513,46797463,13648716,111671415,0,0,0,0,0,0,0,-14965724,0,4050247,0,0,0,4050247,0,0,0,0,0,932532630,0,0,0,0,0,0,0,0,01/01/2023,3232555,1051271885,0,0,0,0,0,0,0,0,0,0,0,3738947,0,0,2366931,0,0,0,0,0,0,0
153,9/30/2024 0:00:00,80,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298989,0,0,0,0,0,0,0,0,,0,387156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,9/30/2024 0:00:00,83,0,33483980,11299335,0,1,0,20597515,0,0,0,0,23218317,23218317,0,0,0,0,0,0,71907955,47220933,94996636,90260576,37844205,342230304,0,0,0,0,0,0,0,-30985743,0,9124983,0,0,0,9124983,0,0,0,0,0,2190052386,0,0,0,14,93556,84200,0,0,01/01/2023,8713806,2472088274,0,0,0,0,0,0,0,0,0,0,0,15379654,0,1841124,1454667,207,1157768,3,12201183,0,0,0
162,9/30/2024 0:00:00,85,0,12444055,742775,0,1,0,767896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2550000,7450000,600000,600000,8200000,19400000,0,0,0,135000,0,0,0,135000,0,0,0,0,0,156991604,0,0,0,0,0,0,0,0,01/01/2023,122000,174277433,0,0,0,0,0,0,0,0,0,0,0,491759,0,0,0,0,0,0,0,0,0,0
167,9/30/2024 0:00:00,87,0,0,7928511,5443270,1,0,1541913,0,0,0,0,0,0,0,0,0,0,0,0,18202204,24925481,2066018,923680,0,46117383,0,125000,0,0,0,125000,0,-1303660,0,76882,0,0,-35009,41873,0,0,0,0,18000,594889595,0,0,0,0,0,0,0,0,01/01/2023,351796,658900415,0,0,0,0,0,0,0,0,0,0,0,3072303,0,0,0,0,0,0,0,0,0,0
168,9/30/2024 0:00:00,88,0,0,360846,0,1,0,94855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250000,494556,0,744556,0,0,0,41000,0,0,0,41000,0,0,0,0,0,37626010,0,0,0,0,0,0,0,0,10/01/2023,0,40957255,0,0,0,0,0,0,0,0,0,0,0,123698,0,0,0,0,0,0,0,0,0,0
169,9/30/2024 0:00:00,89,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,979101,0,0,0,0,0,0,0,0,,0,1686923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,9/30/2024 0:00:00,92,0,158130052,9586104,1818477,1,0,4941655,0,0,0,0,0,0,0,0,0,0,0,0,144254166,235059274,57714769,41764759,0,478792968,0,0,0,0,0,0,0,-26130256,0,2716853,0,0,-1211,2715642,0,0,0,0,3523,1427324965,0,0,0,20,67489,64833,0,0,04/01/2023,360098,1663086124,0,0,0,0,0,0,0,0,0,0,0,8522452,0,0,0,0,0,0,0,0,0,0
187,9/30/2024 0:00:00,100,0,0,266287,0,1,0,420634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,744000,496000,248000,0,0,1488000,0,0,0,145224,0,0,0,145224,0,0,0,0,0,25133109,0,0,0,0,0,0,0,0,01/01/2023,296736,29110805,0,0,0,0,0,0,0,0,0,0,0,88950,0,0,0,0,0,0,0,0,0,0
195,9/30/2024 0:00:00,104,0,0,173267,0,1,0,26464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47526,0,0,0,47526,0,0,0,0,0,16737614,0,0,0,0,0,0,0,0,01/01/2023,1069,18349791,0,0,0,0,0,0,0,0,0,0,0,14479,0,0,0,0,0,0,0,0,0,0
196,9/30/2024 0:00:00,105,0,7137633,35142455,8521393,1,0,32540399,0,0,0,0,0,0,0,0,0,0,0,0,49780609,26327789,76217683,17454666,23335486,193116233,0,0,0,0,0,0,0,-19956933,0,21249997,0,0,0,21249997,0,0,0,0,0,2630291540,2,10597,5298,0,0,0,0,0,01/01/2023,19699299,2894073489,0,0,0,0,0,0,0,0,0,0,0,20077670,0,0,0,0,0,0,0,0,0,0
198,9/30/2024 0:00:00,107,0,0,81863,0,1,0,25859,3369065,0,0,0,0,3369065,0,0,0,0,0,0,0,0,0,0,0,0,2000000,5500000,0,0,0,7500000,0,0,0,2783,0,0,0,2783,0,0,0,0,0,37190176,0,0,0,0,0,0,0,0,01/01/2023,0,50902094,0,0,0,0,0,0,0,0,0,0,0,7310,0,-677,0,0,0,0,0,0,0,0
199,9/30/2024 0:00:00,108,0,13205591,2178882,375319,1,0,731773,0,0,0,0,0,0,0,0,0,0,0,0,2357834,5064476,6894649,22169364,3347713,39834036,0,0,0,0,0,0,0,-5237077,0,458859,0,0,0,458859,0,0,0,0,0,180127721,0,0,0,0,0,0,0,0,01/01/2023,69660,207140381,0,0,0,0,0,0,0,0,0,0,0,1144099,0,0,0,0,0,0,0,0,0,0
200,9/30/2024 0:00:00,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7241305,0,0,0,0,0,0,0,0,,0,9958594,0,0,0,0,0,0,0,0,0,0,0,7755,0,0,0,0,0,0,0,0,0,0
205,9/30/2024 0:00:00,112,0,6124984,895146,0,1,0,823517,0,0,0,0,0,0,0,0,0,0,0,0,4708572,12458137,519331,30080008,0,47766048,0,0,0,0,0,0,0,-1650358,0,144000,0,0,0,144000,0,0,0,0,0,228557370,0,0,0,0,0,0,0,0,01/01/2023,425000,273081513,0,0,0,0,0,0,0,0,0,0,0,132448,0,0,0,0,0,0,0,0,0,0
216,9/30/2024 0:00:00,116,0,274112,403620,0,1,0,89723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12686180,0,3326166,0,0,16012346,0,0,0,114434,0,0,771,115205,0,0,0,0,0,68384372,0,0,0,0,0,0,0,0,01/01/2023,77450,74872794,0,0,0,0,0,0,0,0,0,0,0,273937,0,0,0,0,0,0,0,0,0,0
220,9/30/2024 0:00:00,117,0,6658603,178167,0,1,0,106474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1481538,1991305,500000,0,0,3972843,0,0,0,23568,0,0,0,23568,0,0,0,0,0,31522041,0,0,0,0,0,0,0,0,01/01/2023,101683,39432191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,9/30/2024 0:00:00,119,0,0,4485456,457969,1,0,1881251,0,0,0,0,0,0,0,0,0,0,0,0,395322,419858,209382,0,0,1024562,500000,0,0,0,0,500000,0,-34181,0,1754095,0,0,0,1754095,0,0,0,0,0,122803371,0,0,0,0,0,0,0,0,Fiscal Year 2022,0,156242085,0,0,0,0,0,0,0,0,0,0,0,1318546,0,0,0,0,0,0,0,0,0,0
227,9/30/2024 0:00:00,121,0,971617789,11968406,359175360,1,0,717839908,0,0,0,0,0,0,0,0,0,0,0,0,988451573,265457118,565558991,1366806178,34672965,3220946826,0,0,0,0,0,0,0,-175241491,0,378435569,0,0,-1689117,376746452,0,0,0,0,9400745,29812594058,0,0,0,2106,944394607,231386748,0,0,01/01/2023,601794136,33116751908,0,0,0,0,0,0,0,0,0,0,0,92792469,0,0,5,0,0,0,0,0,0,0
233,9/30/2024 0:00:00,124,0,4058221,1032637,0,1,0,571092,0,0,0,0,0,0,0,0,0,0,0,0,1701142,6700967,3017153,3854014,232162,15505438,0,0,0,0,0,0,0,-1262319,0,182083,0,0,0,182083,0,0,0,0,0,183363680,0,0,0,0,0,0,0,0,01/01/2023,424197,200932480,0,0,0,0,0,0,0,0,0,0,0,761422,0,0,0,0,0,0,0,0,0,0
234,9/30/2024 0:00:00,125,0,0,136798,0,1,0,44725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8240000,10498000,4249000,0,0,22987000,0,0,0,0,0,0,0,0,0,0,0,0,0,63040796,0,0,0,0,0,0,0,0,03/01/2023,0,80318531,0,0,0,0,0,0,0,0,0,0,0,158168,0,0,0,0,0,0,0,0,0,0
240,9/30/2024 0:00:00,128,0,0,197697,0,1,0,125250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249000,1439914,1945326,2840848,0,6475088,0,0,0,15943,0,0,0,15943,0,0,0,0,0,64471104,0,0,0,0,0,0,0,0,01/01/2023,-242928,81370300,0,0,0,0,0,0,0,0,0,0,0,235394,0,0,0,0,0,0,0,0,0,0
242,9/30/2024 0:00:00,129,0,0,1772942,185293,1,0,866450,0,0,0,0,0,0,0,0,0,0,0,0,7997719,9465934,715662,0,0,18179316,0,0,0,0,0,0,0,-644090,0,834941,0,0,0,834941,0,0,0,0,0,107709821,0,0,0,0,0,0,0,0,01/01/2023,579051,129338140,0,0,0,0,0,0,0,0,0,0,0,53790,0,0,0,0,0,0,0,0,0,0
256,9/30/2024 0:00:00,136,0,7544532,1564445,799602,1,0,919540,0,0,0,0,0,0,0,0,0,0,0,0,35959476,7718057,19407354,13660927,1459821,78205635,0,0,0,0,0,0,0,-4619989,0,649691,0,0,0,649691,0,0,0,0,0,245419331,0,0,0,0,0,0,0,0,Fiscal Year 2022,143696,272140797,0,0,0,0,0,0,0,0,0,0,0,633880,0,0,0,11,4160522,0,0,0,0,0
258,9/30/2024 0:00:00,137,0,5347165,1496171,0,1,0,664460,0,0,0,0,0,0,0,0,0,0,0,0,1981797,8123614,0,7520692,0,17626103,22642761,52766144,28487445,22614326,1851909,128362584,0,-188649,0,278342,0,0,0,278342,0,0,0,0,0,374292058,0,0,0,0,0,0,0,0,07/01/2023,141523,425294274,0,0,0,0,0,0,0,0,0,0,0,1913694,0,0,0,0,0,0,0,0,0,0
262,9/30/2024 0:00:00,139,0,-178,484701,0,1,0,164789,0,0,0,0,0,0,0,0,0,0,0,0,8644679,5894128,9249122,1352779,0,25140708,0,0,0,0,0,0,0,-1357523,0,96929,0,0,0,96929,0,0,0,0,0,69260142,0,0,0,0,0,0,0,0,05/01/2023,113251,73744016,0,0,0,0,0,0,0,0,0,0,0,304118,0,0,0,0,0,0,0,0,0,0
266,9/30/2024 0:00:00,143,0,1485734,1104441,0,1,0,2110755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30567031,27285895,19188029,5131225,0,82172180,0,0,0,33692,0,0,0,33692,0,0,0,0,0,276235679,0,0,0,0,0,0,0,0,03/01/2023,1349187,328265108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,9/30/2024 0:00:00,149,0,0,2044750,1220618,1,0,277539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,491289,0,0,0,491289,0,0,0,0,0,153582235,0,0,0,0,0,0,0,0,03/01/2023,116033,182164900,0,0,0,0,0,0,0,0,0,0,0,146920,0,0,0,0,0,0,0,0,0,0
277,9/30/2024 0:00:00,152,0,-6661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,674455,321660,523947,79760,1599822,0,0,0,0,0,0,0,-145720,0,0,0,0,0,0,0,0,0,0,0,1366893,0,0,0,0,0,0,0,0,,0,2348840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,9/30/2024 0:00:00,154,0,612857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11315759,0,0,0,0,0,0,0,0,,0,12913385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,9/30/2024 0:00:00,155,0,0,124659,0,1,0,33833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22796,0,0,0,22796,0,0,0,0,0,11947013,0,0,0,0,0,0,0,0,01/01/2023,0,13501693,0,0,0,0,0,0,0,0,0,0,0,67366,0,0,44985,0,0,0,0,0,0,0
