"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_RB0026","ACCT_RB0027","ACCT_RB0028","ACCT_RB0029","ACCT_RB0030","ACCT_RB0031","ACCT_RB0032","ACCT_RB0033","ACCT_RB0034","ACCT_RB0035","ACCT_RB0036","ACCT_RB0037","ACCT_RB0038","ACCT_RB0039","ACCT_RB0040","ACCT_RB0041","ACCT_RB0042","ACCT_RB0043","ACCT_RB0044","ACCT_RB0045","ACCT_RB0046","ACCT_RB0047","ACCT_RB0048","ACCT_RB0049","ACCT_RB0050","ACCT_RB0051","ACCT_RB0052","ACCT_RB0053","ACCT_RB0054","ACCT_RB0055","ACCT_RB0056","ACCT_RB0057","ACCT_RB0058","ACCT_RB0059","ACCT_RB0060","ACCT_RB0061","ACCT_RB0062","ACCT_RB0063","ACCT_RB0064","ACCT_RB0065","ACCT_RB0066","ACCT_RB0067","ACCT_RB0068","ACCT_RB0069","ACCT_RB0070","ACCT_RB0071","ACCT_RB0072","ACCT_RB0073","ACCT_RB0074","ACCT_RB0075","ACCT_RB0076","ACCT_RB0077","ACCT_RB0078","ACCT_RB0079","ACCT_RB0080","ACCT_RB0081","ACCT_RB0082","ACCT_RB0083","ACCT_RB0084","ACCT_RB0085","ACCT_RB0086","ACCT_RB0087","ACCT_RB0088","ACCT_RB0089","ACCT_RB0090","ACCT_RB0091","ACCT_RB0092","ACCT_RB0093","ACCT_RB0094","ACCT_RB0095","ACCT_RB0096","ACCT_RB0097","ACCT_RB0098","ACCT_RB0099","ACCT_RB0100","ACCT_RB0101","ACCT_RB0102","ACCT_RB0103","ACCT_RB0104","ACCT_RB0105","ACCT_RB0106","ACCT_RB0107","ACCT_RB0108","ACCT_RB0109","ACCT_RB0110","ACCT_RB0111","ACCT_RB0112","ACCT_RB0113","ACCT_RB0114","ACCT_RB0115","ACCT_RB0116","ACCT_RB0117","ACCT_RB0118","ACCT_RB0119","ACCT_RB0120","ACCT_RB0121","ACCT_RB0122","ACCT_RB0123","ACCT_RB0124","ACCT_RB0125","ACCT_RB0126","ACCT_RB0127","ACCT_RB0128","ACCT_RB0129","ACCT_RB0130","ACCT_RB0131","ACCT_RB0132","ACCT_RB0133","ACCT_RB0134","ACCT_RB0135","ACCT_RB0136","ACCT_RB0137","ACCT_RB0138","ACCT_RB0139","ACCT_RB0140","ACCT_RB0141","ACCT_RB0142","ACCT_RB0143","ACCT_RB0144","ACCT_RB0145","ACCT_RB0146","ACCT_RB0147","ACCT_RB0148","ACCT_RB0149","ACCT_RB0150","ACCT_RB0151","ACCT_RB0152","ACCT_RB0153","ACCT_RB0154","ACCT_RB0155","ACCT_RB0156","ACCT_RB0157","ACCT_RB0158","ACCT_RB0159","ACCT_RB0160","ACCT_RB0161","ACCT_RB0162","ACCT_RB0163","ACCT_RB0164","ACCT_RB0165","ACCT_RB0166","ACCT_RB0167","ACCT_RB0168","ACCT_RB0169","ACCT_RB0170","ACCT_RB0171","ACCT_RB0172","ACCT_RB0177","ACCT_RL0001","ACCT_RL0002","ACCT_RL0003","ACCT_RL0004","ACCT_RL0005","ACCT_RL0006","ACCT_RL0007","ACCT_RL0008","ACCT_RL0009","ACCT_RL0010","ACCT_RL0011","ACCT_RL0012","ACCT_RL0013","ACCT_RL0014","ACCT_RL0015","ACCT_RL0016","ACCT_RL0017","ACCT_RL0018","ACCT_RL0019","ACCT_RL0020","ACCT_RL0021","ACCT_RL0022","ACCT_RL0023","ACCT_RL0024","ACCT_RL0025","ACCT_RL0026","ACCT_RL0027","ACCT_RL0028","ACCT_RL0029","ACCT_RL0030","ACCT_RL0031","ACCT_RL0032","ACCT_RL0033","ACCT_RL0034","ACCT_RL0035","ACCT_RL0036","ACCT_RL0037","ACCT_RL0038","ACCT_RL0039","ACCT_RL0040","ACCT_RL0041","ACCT_RL0042","ACCT_RL0043","ACCT_RL0044","ACCT_RL0045","ACCT_RL0046","ACCT_RL0047","ACCT_RL0048","ACCT_RL0050","ACCT_SH0013","ACCT_SH0018","ACCT_SH0880","ACCT_SL0018","ACCT_SL0019","ACCT_SL0020","ACCT_SL0021","ACCT_SL0022","ACCT_SL0023","ACCT_SL0024","ACCT_SL0026","ACCT_SL0028","ACCT_SL0029","ACCT_SL0030","ACCT_SL0032","ACCT_SL0033","ACCT_SL0034","ACCT_SL0035","ACCT_LR0001","ACCT_LR0002","ACCT_LR0003","ACCT_LR0004","ACCT_LR0005","ACCT_LR0006","ACCT_LR0007","ACCT_LR0008","ACCT_LQ0060","ACCT_LQ0061","ACCT_LQ0062","ACCT_NW0004"
1,9/30/2024 0:00:00,2,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8941424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26991,26991,8914433,0,-26991,-26991,0,0,0,0,0,153751,0,97518,97518,0,0,0,0,0,0,0,11419048,70527,70527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11419048,0,0,26991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10056100,10056100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5025
6,9/30/2024 0:00:00,7,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,33131225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163747446,0,0,0,0,0,0,0,1821550,0,0,0,0,0,0,0,0,3268462,3268462,196100716,0,-3268462,-3268462,0,0,0,0,0,16300067,0,2309148,2309148,0,0,0,0,0,0,0,270329243,-959314,-959314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270329243,0,0,3268462,95,15780578,795500,86,5783338,496975,7,853181,0,16,1014546,215900,0,0,0,23431643,1508375,100,4923133,991000,0,0,0,0,0,0,103,5445406,1104900,10368539,2095900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,33800182,3604275,7667945,205667270,236421270,30754000,257,4273393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,9/30/2024 0:00:00,11,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,6190752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20544022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,974573,974573,27928302,0,-974573,-974573,0,0,0,0,0,9413059,0,516956,516956,0,0,0,0,0,0,0,58700838,-457617,-457617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58700838,0,0,974573,7,694284,0,63,3247792,150000,0,0,0,0,0,0,0,0,0,3942076,150000,91,4388119,1894952,0,0,0,0,0,0,3,28658,0,4416777,1894952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,8358853,2044952,0,53571526,53571526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,9/30/2024 0:00:00,12,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,5170463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,634879353,0,0,0,0,0,0,0,1100954,0,0,0,0,0,0,-134940,0,3204304,3204304,987170781,-134940,-3204304,-3204304,0,0,0,0,0,37809100,0,8037974,8037974,0,0,0,0,0,0,0,1125128208,4833670,4833670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125128208,0,0,3204304,295,66453628,33251098,831,86503678,32710502,0,0,0,314,102370864,14145997,416,23613493,10127854,278941663,90235451,0,0,0,0,0,0,0,0,0,1496,75318175,28394667,75318175,28394667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3352,354259838,118630118,216444132,890457450,973434628,82977178,3,1100954,0,0,11,4135913,11,0,10,3952164,242,0,0,0,0,1,117664647,1045,0,0,0,0,0,215000000,0,0,1526418
16,9/30/2024 0:00:00,14,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,40341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2856911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31880,31880,3724947,0,-31880,-31880,0,0,0,0,0,122397,0,80311,80311,0,0,0,0,0,0,0,9502889,48431,48431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9502889,0,0,31880,0,0,0,1,69453,0,7,586413,0,0,0,0,0,0,0,655866,0,4,186575,0,5,57473,0,0,0,0,0,0,0,244048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,899914,0,0,8200992,8200992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,9/30/2024 0:00:00,16,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,7396857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33483,33483,1539007,0,-33483,-33483,0,0,0,0,0,81660,0,68688,68688,0,0,0,0,0,0,0,9602721,35205,35205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9602721,0,0,33483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6570065,6570065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,9/30/2024 0:00:00,17,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,32875581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101825536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1676976,1676976,241531138,0,-1676976,-1676976,0,0,0,0,0,8878662,0,2495024,2495024,0,0,0,0,0,0,0,329619978,818048,818048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329619978,0,0,1676976,26,6008797,0,35,5108173,0,0,0,0,0,0,0,5,717948,0,11834918,0,1041,76157979,5513186,0,0,0,0,0,0,1512,53389681,21448854,129547660,26962040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2619,141382578,26962040,72292010,275443104,275443104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5440079,0,378509
26,9/30/2024 0:00:00,19,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,111464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4773915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69222,69222,5939050,0,-69222,-69222,0,0,0,0,0,415160,0,184401,184401,0,0,0,0,0,0,0,20941002,115179,115179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20941002,0,0,69222,0,0,0,21,1234357,0,0,0,0,0,0,0,0,0,0,1234357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1234357,0,0,18707539,18707539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35625
28,9/30/2024 0:00:00,21,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,77795016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571273618,0,0,0,0,0,0,0,95876826,0,0,0,0,0,0,-1670475,0,14077966,14077966,1157062178,-1670475,-14077966,-14077966,0,0,0,0,0,116474383,0,11090576,11090576,0,0,0,0,0,0,0,1371241672,-2987390,-2987390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1371241672,0,0,14077966,1030,184406434,38279944,801,61801925,283678,10,816476,0,0,0,0,324,87282608,150000,334307443,38713622,1269,55753584,14894281,0,0,0,0,0,0,2536,112258198,56568054,168011782,71462335,5,167401,136632,7,137615,0,0,0,0,0,0,0,305016,136632,5982,502624241,110312589,159860922,1126730606,1163004606,36274000,8,11690238,0,0,112,25154882,112,0,112,25154882,2805,0,0,620,5960005,1,100188684,730,0,0,0,0,0,0,0,0,3783420
42,9/30/2024 0:00:00,29,Subm,0,0,0,0,0,0,0,0,0,0,0,0,0,24350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32265281,0,0,0,0,0,0,0,454243,0,0,0,0,0,0,0,0,440916,440916,81036581,0,-440916,-440916,0,0,0,0,0,4524472,0,1225791,1225791,0,0,0,0,0,0,0,145538238,784875,784875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145538238,0,0,440916,64,10087417,165000,120,10149662,0,0,0,0,0,0,0,1,113747,0,20350826,165000,265,14129142,3358574,52,1459130,0,0,0,0,443,12818874,4217500,28407146,7576074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,48757972,7741074,0,127966426,127966426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67116
