"CU_NUMBER","Cycle_date","join_number","USER_ID","ACCT_AS0007","ACCT_AS0008","ACCT_AS0009","ACCT_AS0013","ACCT_AS0016","ACCT_AS0017","ACCT_AS0022","ACCT_AS0023","ACCT_AS0024","ACCT_AS0025","ACCT_AS0032","ACCT_AS0036","ACCT_CM0099","ACCT_CH0007","ACCT_CH0008","ACCT_CH0015","ACCT_CH0016","ACCT_CH0017","ACCT_CH0018","ACCT_CH0019","ACCT_CH0020","ACCT_CH0021","ACCT_CH0022","ACCT_CH0023","ACCT_CH0024","ACCT_CH0025","ACCT_CH0026","ACCT_CH0027","ACCT_CH0028","ACCT_CH0029","ACCT_CH0030","ACCT_CH0031","ACCT_CH0032","ACCT_CH0033","ACCT_CH0034","ACCT_CH0035","ACCT_CH0036","ACCT_CH0037","ACCT_CH0038","ACCT_CH0039","ACCT_CH0040","ACCT_CH0047","ACCT_CH0048","ACCT_DL0002","ACCT_DL0009","ACCT_DL0016","ACCT_DL0022","ACCT_DL0023","ACCT_DL0024","ACCT_DL0025","ACCT_DL0026","ACCT_DL0027","ACCT_DL0028","ACCT_DL0030","ACCT_DL0037","ACCT_DL0044","ACCT_DL0050","ACCT_DL0051","ACCT_DL0052","ACCT_DL0053","ACCT_DL0054","ACCT_DL0055","ACCT_DL0056","ACCT_DL0057","ACCT_DL0058","ACCT_DL0059","ACCT_DL0060","ACCT_DL0061","ACCT_DL0062","ACCT_DL0063","ACCT_DL0064","ACCT_DL0065","ACCT_DL0066","ACCT_DL0067","ACCT_DL0068","ACCT_DL0069","ACCT_DL0070","ACCT_DL0071","ACCT_DL0072","ACCT_DL0073","ACCT_DL0074","ACCT_DL0075","ACCT_DL0076","ACCT_DL0077","ACCT_DL0078","ACCT_DL0079","ACCT_DL0080","ACCT_DL0081","ACCT_DL0082","ACCT_DL0083","ACCT_DL0084","ACCT_DL0085","ACCT_DL0086","ACCT_DL0087","ACCT_DL0088","ACCT_DL0089","ACCT_DL0090","ACCT_DL0091","ACCT_DL0092","ACCT_DL0093","ACCT_DL0094","ACCT_DL0095","ACCT_DL0096","ACCT_DL0097","ACCT_DL0098","ACCT_DL0099","ACCT_DL0100","ACCT_DL0101","ACCT_DL0102","ACCT_DL0103","ACCT_DL0104","ACCT_DL0105","ACCT_DL0106","ACCT_DL0107","ACCT_DL0108","ACCT_DL0109","ACCT_DL0110","ACCT_DL0111","ACCT_DL0112","ACCT_DL0113","ACCT_DL0114","ACCT_DL0115","ACCT_DL0116","ACCT_DL0117","ACCT_DL0118","ACCT_DL0119","ACCT_DL0120","ACCT_DL0122","ACCT_DL0123","ACCT_DL0124","ACCT_DL0125","ACCT_DL0126","ACCT_DL0127","ACCT_DL0128","ACCT_DL0129","ACCT_DL0130","ACCT_DL0131","ACCT_DL0132","ACCT_DL0133","ACCT_DL0134","ACCT_DL0135","ACCT_DL0136","ACCT_DL0137","ACCT_DL0138","ACCT_DL0139","ACCT_DL0140","ACCT_DL0141","ACCT_DL0142","ACCT_DL0144","ACCT_DL0145","ACCT_DL0146","ACCT_DL0147","ACCT_DT0001","ACCT_DT0002","ACCT_DT0003","ACCT_DT0004","ACCT_DT0005","ACCT_DT0006","ACCT_DT0007","ACCT_DT0008","ACCT_DT0009","ACCT_DT0010","ACCT_DT0011","ACCT_DT0012","ACCT_DT0013","ACCT_DT0014","ACCT_DT0015","ACCT_DT0016","ACCT_IN0001","ACCT_IN0002","ACCT_IN0003","ACCT_IN0004","ACCT_IN0005","ACCT_IN0006","ACCT_IN0007","ACCT_IN0008","ACCT_IS0005","ACCT_IS0010","ACCT_IS0029","ACCT_IS0030","ACCT_LQ0013","ACCT_LQ0014","ACCT_LQ0015","ACCT_LQ0016","ACCT_LQ0017","ACCT_IS0048","ACCT_IS0049","ACCT_DL0148","ACCT_DL0149"
47,9/30/2024 0:00:00,30,Subm,24634000,0,29892717,250000,0,0,0,0,0,0,0,318443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,812,0,0,12221,112,0,0,0,112,1,0,20353,0,0,0,0,0,0,0,0,107431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21277,0,0,25586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801644,0,0,0,0,0,0,0,0,0,2,13488
48,9/30/2024 0:00:00,31,Subm,14124000,0,22330818,9743000,0,155000,0,0,0,0,0,6826428,0,141347,12172,0,0,0,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12942,0,0,56923,17667,58915,0,0,76582,16,0,95468,0,0,18018,0,12966,0,30984,3,0,0,0,51753,0,51753,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144095,0,0,289249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1488560,0,0,0,0,0,0,0,0,0,0,0
51,9/30/2024 0:00:00,32,Subm,0,0,602220509,1150439004,19132202,19528364,6202410,213364,0,0,22889719,329826794,569685393,7805570,2092134,324757,60328,26366,8302,46197,55458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10097,118125,250495,56158,7382,0,0,0,3411202,0,273008,2154958,1440151,1816825,189200,0,3446176,692,3424089,1110370,0,1068873,537259,372362,178578,65195,1153394,61,1946712,6296689,3731788,1590354,3838487,15457318,115,1959837,953558,901688,183531,590785,2629562,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10612880,0,0,195192,10808072,2,0,0,0,0,0,0,0,3324225,0,5315767,0,5513760,7,0,0,143215,0,0,143215,2,0,0,0,0,0,0,0,28257199,2833,0,23394923,5713236,197993,0,0,0,0,0,0,0,0,0,0,160134121,402247,0,0,0,0,35621,667722158,0,0,0,0,1364,21681422,0,174713909,5738469,27039,669379490,26698155,656760204,317483782,1000942141,587990,21109753,19,6667439
53,9/30/2024 0:00:00,33,Subm,7946000,0,11384717,3000000,0,80000,0,0,0,0,0,6667548,0,41447,15059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10097,0,0,7120,25876,43786,5165,0,74827,14,0,4213,0,0,0,0,0,0,0,0,473212,0,55334,0,0,55334,1,0,162755,0,0,0,162755,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202941,0,0,208599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2068220,0,0,0,0,0,0,0,0,0,0,0
60,9/30/2024 0:00:00,35,Subm,17327000,0,65198344,68160444,4546269,4725805,0,0,624900,0,0,19033557,20555966,166683,22008,77935,12375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39032,0,26203,108271,34538,99379,50731,0,184648,51,0,651282,0,95611,12183,108073,97611,0,217867,12,0,87988,135164,0,53702,276854,3,575876,69672,242975,199991,69983,582621,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3722,0,3722,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920898,54132,0,2610107,3722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2692,37971314,0,0,0,0,0,0,0,12367365,0,0,0,0,0,0,0,0,0,0,0
77,9/30/2024 0:00:00,41,Subm,0,0,28007778,33705220,625400,1400763,0,0,96800,0,0,2884434,2889131,64324,23903,4666,3372,0,0,0,1830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48804,0,0,0,0,0,0,0,0,0,0,26499,18420,0,0,0,18420,6,98905,263772,0,8154,12926,31546,0,0,44472,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41358,0,0,0,15074,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409097,20541,0,10925,0,15074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,3147693,0,0,0,0,0,0,0,5134962,-117759,0,0,0,0,0,0,0,0,0,0
79,9/30/2024 0:00:00,43,Subm,0,0,37401617,122383274,341600,341600,0,0,0,0,0,19008277,47476826,874877,168525,159946,18985,0,0,0,8776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4042,0,0,347343,77212,49415,888,0,380325,208726,220336,11332,29803,470197,57,128163,318134,0,77573,40133,15408,0,23613,79154,9,64386,594314,60545,0,0,654859,2,130687,32162,0,0,4401,36563,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,762570,264898,0,0,1027468,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2134505,0,284404,1282893,264898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9243,269257126,0,0,0,0,2558,7442910,0,19253287,0,0,71703168,0,33385952,0,33385952,0,0,0,0
82,9/30/2024 0:00:00,46,Subm,13947327,0,53855392,3629796,1259900,1259900,0,0,542708,0,0,9706738,3901413,132467,36491,0,0,0,1028,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24865,0,2813,31010,2200,40284,20766,0,63250,14,2269,557342,0,0,0,0,0,0,0,0,0,87119,0,451262,500195,1038576,7,566420,0,162278,274318,168292,604888,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676608,14671,0,2675214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4571,68845988,0,0,0,0,0,0,0,9599599,0,-37104,0,0,0,0,0,0,0,0,0
90,9/30/2024 0:00:00,49,Subm,3093000,0,3915023,0,71169,131441,0,0,0,0,0,40498,0,0,1054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8297,8271,2997,2309,0,13577,4,1736,41939,0,1751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51946,0,0,64418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203207,0,0,0,0,0,0,0,0,0,0,0
98,9/30/2024 0:00:00,54,Subm,0,0,1646143,5200000,0,15800,0,0,0,0,0,84187,0,0,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1942,145,1379,0,0,1524,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303809,0,0,0,0,0,0,0,0,0,0,0
107,9/30/2024 0:00:00,57,Subm,36355000,0,40366348,5150918,0,239307,0,0,52924,0,0,3210439,0,138762,14113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19495,0,0,47172,44313,17567,14252,3531,79663,10,0,65471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129279,70587,0,345812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,2396901,0,0,0,0,66,1024971,0,1615629,0,0,0,0,0,0,0,0,0,0,0
108,9/30/2024 0:00:00,58,Subm,23648000,0,25018073,1400000,0,278543,0,0,0,0,0,382519,0,9429,222,204,0,15102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,543,3029,194,2283,0,5506,4,40587,41048,0,0,0,0,0,0,0,0,13286,5734,0,0,14164,19898,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1043713,0,0,0,0,0,0,0,0,0,0,0
110,9/30/2024 0:00:00,59,Subm,2980000,0,7578152,0,0,0,0,0,0,0,0,11161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430079,0,0,0,0,0,0,0,0,0,0,0
